Phylum,Class,Genus,number of occurrences
Streptophyta,Magnoliopsida,Myrica,1
Streptophyta,Magnoliopsida,Myricaria,74
Streptophyta,Magnoliopsida,Myriophyllum,27
Streptophyta,Magnoliopsida,Myristica,2
Streptophyta,Magnoliopsida,Myrothamnus,49
Streptophyta,Magnoliopsida,Myroxylon,1
Streptophyta,Magnoliopsida,Myrsine,18
Streptophyta,Magnoliopsida,Myrtillocactus,2
Streptophyta,Magnoliopsida,Myrtus,3
Streptophyta,Magnoliopsida,Mystropetalon,69
Streptophyta,Magnoliopsida,Mytilaria,37
Streptophyta,Magnoliopsida,Myxopyrum,2
Streptophyta,Magnoliopsida,Najas,113
Streptophyta,Magnoliopsida,Nama,3
Streptophyta,Magnoliopsida,Nananthus,1
Streptophyta,Magnoliopsida,Nandina,13
Streptophyta,Magnoliopsida,Nanhaia,1
Streptophyta,Magnoliopsida,Naravelia,8
Streptophyta,Magnoliopsida,Narcissus,124
Streptophyta,Magnoliopsida,Nardostachys,1
Streptophyta,Magnoliopsida,Nardus,2
Streptophyta,Magnoliopsida,Naringi,14
Streptophyta,Magnoliopsida,Narthecium,19
Streptophyta,Magnoliopsida,Nasa,3
Streptophyta,Magnoliopsida,Nassella,1
Streptophyta,Magnoliopsida,Nasturtium,7
Streptophyta,Magnoliopsida,Natsiatum,40
Streptophyta,Magnoliopsida,Naucleopsis,2
Streptophyta,Magnoliopsida,Nautilocalyx,32
Streptophyta,Magnoliopsida,Navarretia,77
Streptophyta,Magnoliopsida,Navia,84
Streptophyta,Magnoliopsida,Nealchornea,1
Streptophyta,Magnoliopsida,Nechamandra,78
Streptophyta,Magnoliopsida,Neillia,6
Streptophyta,Magnoliopsida,Nekemias,5
Streptophyta,Magnoliopsida,Nelumbo,315
Streptophyta,Magnoliopsida,Nematanthus,15
Streptophyta,Magnoliopsida,Nenga,1
Streptophyta,Magnoliopsida,Neobartsia,14
Streptophyta,Magnoliopsida,Neocinnamomum,5
Streptophyta,Magnoliopsida,Neoglaziovia,4
Streptophyta,Magnoliopsida,Neohopea,1
Streptophyta,Magnoliopsida,Neolamarckia,12
Streptophyta,Magnoliopsida,Neolitsea,70
Streptophyta,Magnoliopsida,Neomarica,4
Streptophyta,Magnoliopsida,Neonotonia,4
Streptophyta,Magnoliopsida,Neopicrorhiza,6
Streptophyta,Magnoliopsida,Neoscortechinia,1
Streptophyta,Magnoliopsida,Neottia,18
Streptophyta,Magnoliopsida,Nepenthes,169
Streptophyta,Magnoliopsida,Nepeta,8
Streptophyta,Magnoliopsida,Nephelium,2
Streptophyta,Magnoliopsida,Nephrophyllidium,1
Streptophyta,Magnoliopsida,Nephrosperma,1
Streptophyta,Magnoliopsida,Nepsera,3
Streptophyta,Magnoliopsida,Nerine,1
Streptophyta,Magnoliopsida,Nerium,67
Streptophyta,Magnoliopsida,Nervilia,2
Streptophyta,Magnoliopsida,Nesiota,1
Streptophyta,Magnoliopsida,Neslia,150
Streptophyta,Magnoliopsida,Nestegis,1
Streptophyta,Magnoliopsida,Neuontobotrys,1
Streptophyta,Magnoliopsida,Neurachne,16
Streptophyta,Magnoliopsida,Neurada,1
Streptophyta,Magnoliopsida,Neurolaena,1
Streptophyta,Magnoliopsida,Neuropeltis,81
Streptophyta,Magnoliopsida,Neustanthus,8
Streptophyta,Magnoliopsida,Neuwiedia,3
Streptophyta,Magnoliopsida,Newtonia,5
Streptophyta,Magnoliopsida,Nicandra,9
Streptophyta,Magnoliopsida,Nicotiana,2680
Streptophyta,Magnoliopsida,Nierembergia,11
Streptophyta,Magnoliopsida,Nigella,24
Streptophyta,Magnoliopsida,Nitraria,28
Streptophyta,Magnoliopsida,Noccaea,15
Streptophyta,Magnoliopsida,Nolana,10
Streptophyta,Magnoliopsida,Nolina,4
Streptophyta,Magnoliopsida,Nomopyle,15
Streptophyta,Magnoliopsida,Nopalea,4
Streptophyta,Magnoliopsida,Noronhia,28
Streptophyta,Magnoliopsida,Nothapodytes,82
Streptophyta,Magnoliopsida,Nothoalsomitra,3
Streptophyta,Magnoliopsida,Nothofagus,53
Streptophyta,Magnoliopsida,Notholirion,2
Streptophyta,Magnoliopsida,Notholithocarpus,34
Streptophyta,Magnoliopsida,Notothlaspi,4
Streptophyta,Magnoliopsida,Nouelia,2
Streptophyta,Magnoliopsida,Nuphar,53
Streptophyta,Magnoliopsida,Nuytsia,32
Streptophyta,Magnoliopsida,Nyctanthes,4
Streptophyta,Magnoliopsida,Nymania,8
Streptophyta,Magnoliopsida,Nymphaea,684
Streptophyta,Magnoliopsida,Nymphoides,31
Streptophyta,Magnoliopsida,Nypa,3
Streptophyta,Magnoliopsida,Nyssa,243
Streptophyta,Magnoliopsida,Oberonia,60
Streptophyta,Magnoliopsida,Oberonioides,38
Streptophyta,Magnoliopsida,Ochagavia,1
Streptophyta,Magnoliopsida,Ochanostachys,12
Streptophyta,Magnoliopsida,Ochlandra,1
Streptophyta,Magnoliopsida,Ochna,14
Streptophyta,Magnoliopsida,Ochradenus,1
Streptophyta,Magnoliopsida,Ochroma,28
Streptophyta,Magnoliopsida,Ochthocharis,6
Streptophyta,Magnoliopsida,Ochthocosmus,39
Streptophyta,Magnoliopsida,Ocimum,21
Streptophyta,Magnoliopsida,Ocotea,2
Streptophyta,Magnoliopsida,Octoceras,1
Streptophyta,Magnoliopsida,Octoknema,116
Streptophyta,Magnoliopsida,Octomeria,111
Streptophyta,Magnoliopsida,Odonellia,82
Streptophyta,Magnoliopsida,Odontadenia,102
Streptophyta,Magnoliopsida,Odontarrhena,6
Streptophyta,Magnoliopsida,Odontochilus,5
Streptophyta,Magnoliopsida,Oecopetalum,15
Streptophyta,Magnoliopsida,Oenanthe,8
Streptophyta,Magnoliopsida,Oenothera,1123
Streptophyta,Magnoliopsida,Olax,4
Streptophyta,Magnoliopsida,Oldeania,83
Streptophyta,Magnoliopsida,Oldenlandia,78
Streptophyta,Magnoliopsida,Olea,903
Streptophyta,Magnoliopsida,Olimarabidopsis,3
Streptophyta,Magnoliopsida,Olinia,7
Streptophyta,Magnoliopsida,Oliveria,55
Streptophyta,Magnoliopsida,Olmeca,1
Streptophyta,Magnoliopsida,Olmediella,1
Streptophyta,Magnoliopsida,Olneya,5
Streptophyta,Magnoliopsida,Ombrophytum,14
Streptophyta,Magnoliopsida,Omphalea,2
Streptophyta,Magnoliopsida,Omphalogramma,1
Streptophyta,Magnoliopsida,Oncidium,142
Streptophyta,Magnoliopsida,Oncorachis,7
Streptophyta,Magnoliopsida,Oncosperma,2
Streptophyta,Magnoliopsida,Ongokea,41
Streptophyta,Magnoliopsida,Onobrychis,165
Streptophyta,Magnoliopsida,Ononis,123
Streptophyta,Magnoliopsida,Ophiopogon,2
Streptophyta,Magnoliopsida,Ophiorrhiza,155
Streptophyta,Magnoliopsida,Ophrys,5
Streptophyta,Magnoliopsida,Opisthocentra,2
Streptophyta,Magnoliopsida,Oplismenus,7
Streptophyta,Magnoliopsida,Oplopanax,2
Streptophyta,Magnoliopsida,Opuntia,55
Streptophyta,Magnoliopsida,Orania,2
Streptophyta,Magnoliopsida,Orchidantha,13
Streptophyta,Magnoliopsida,Orchis,2
Streptophyta,Magnoliopsida,Oreocharis,46
Streptophyta,Magnoliopsida,Oreojuncus,1
Streptophyta,Magnoliopsida,Oreosparte,1
Streptophyta,Magnoliopsida,Oresitrophe,1
Streptophyta,Magnoliopsida,Origanum,26
Streptophyta,Magnoliopsida,Oritrophium,3
Streptophyta,Magnoliopsida,Orixa,2
Streptophyta,Magnoliopsida,Ormosia,5
Streptophyta,Magnoliopsida,Ornithogalum,32
Streptophyta,Magnoliopsida,Orobanche,40
Streptophyta,Magnoliopsida,Orontium,6
Streptophyta,Magnoliopsida,Oropetium,17
Streptophyta,Magnoliopsida,Orostachys,13
Streptophyta,Magnoliopsida,Orthilia,1
Streptophyta,Magnoliopsida,Orthoclada,1
Streptophyta,Magnoliopsida,Orthomene,3
Streptophyta,Magnoliopsida,Orthophytum,1
Streptophyta,Magnoliopsida,Orthosia,1
Streptophyta,Magnoliopsida,Orychophragmus,6
Streptophyta,Magnoliopsida,Oryza,3621
Streptophyta,Magnoliopsida,Oryzopsis,3
Streptophyta,Magnoliopsida,Osbeckia,38
Streptophyta,Magnoliopsida,Oscularia,4
Streptophyta,Magnoliopsida,Osmanthus,20
Streptophyta,Magnoliopsida,Osteomeles,5
Streptophyta,Magnoliopsida,Ostrowskia,1
Streptophyta,Magnoliopsida,Ostrya,38
Streptophyta,Magnoliopsida,Ostryopsis,16
Streptophyta,Magnoliopsida,Otanthera,4
Streptophyta,Magnoliopsida,Otatea,1
Streptophyta,Magnoliopsida,Otoglyphis,59
Streptophyta,Magnoliopsida,Otopappus,58
Streptophyta,Magnoliopsida,Ottelia,43
Streptophyta,Magnoliopsida,Ottoschulzia,1
Streptophyta,Magnoliopsida,Ouratea,2
Streptophyta,Magnoliopsida,Ourisia,5
Streptophyta,Magnoliopsida,Owenia,2
Streptophyta,Magnoliopsida,Oxalis,207
Streptophyta,Magnoliopsida,Oxybasis,87
Streptophyta,Magnoliopsida,Oxydendrum,1
Streptophyta,Magnoliopsida,Oxypappus,1
Streptophyta,Magnoliopsida,Oxyrhachis,1
Streptophyta,Magnoliopsida,Oxyria,159
Streptophyta,Magnoliopsida,Oxystophyllum,1
Streptophyta,Magnoliopsida,Oxytenanthera,2
Streptophyta,Magnoliopsida,Oxytropis,170
Streptophyta,Magnoliopsida,Oziroe,1
Streptophyta,Magnoliopsida,Ozomelis,1
Streptophyta,Magnoliopsida,Pabstiella,1
Streptophyta,Magnoliopsida,Pachira,1
Streptophyta,Magnoliopsida,Pachycaulos,30
Streptophyta,Magnoliopsida,Pachycladon,210
Streptophyta,Magnoliopsida,Pachyelasma,33
Streptophyta,Magnoliopsida,Pachygone,1
Streptophyta,Magnoliopsida,Pachyphytum,2
Streptophyta,Magnoliopsida,Pachypodium,1
Streptophyta,Magnoliopsida,Pachyrhizus,1
Streptophyta,Magnoliopsida,Pachysandra,15
Streptophyta,Magnoliopsida,Packera,16
Streptophyta,Magnoliopsida,Paederia,1
Streptophyta,Magnoliopsida,Paeonia,319
Streptophyta,Magnoliopsida,Palicourea,11
Streptophyta,Magnoliopsida,Palisota,8
Streptophyta,Magnoliopsida,Paliurus,1
Streptophyta,Magnoliopsida,Palmerella,1
Streptophyta,Magnoliopsida,Pamburus,3
Streptophyta,Magnoliopsida,Panax,330
Streptophyta,Magnoliopsida,Pancheria,3
Streptophyta,Magnoliopsida,Pancratium,2
Streptophyta,Magnoliopsida,Panda,1
Streptophyta,Magnoliopsida,Pandanus,69
Streptophyta,Magnoliopsida,Pandorea,4
Streptophyta,Magnoliopsida,Pangium,1
Streptophyta,Magnoliopsida,Panicum,1589
Streptophyta,Magnoliopsida,Pantadenia,6
Streptophyta,Magnoliopsida,Papaver,363
Streptophyta,Magnoliopsida,Paphiopedilum,100
Streptophyta,Magnoliopsida,Papilionanthe,5
Streptophyta,Magnoliopsida,Pappobolus,1
Streptophyta,Magnoliopsida,Papuasicyos,13
Streptophyta,Magnoliopsida,Papuechites,1
Streptophyta,Magnoliopsida,Parabaena,1
Streptophyta,Magnoliopsida,Paraboea,28
Streptophyta,Magnoliopsida,Paracryphia,4
Streptophyta,Magnoliopsida,Paradrymonia,14
Streptophyta,Magnoliopsida,Paragenipa,3
Streptophyta,Magnoliopsida,Paramongaia,4
Streptophyta,Magnoliopsida,Paraprenanthes,1
Streptophyta,Magnoliopsida,Pararchidendron,2
Streptophyta,Magnoliopsida,Parasassafras,2
Streptophyta,Magnoliopsida,Paraserianthes,1
Streptophyta,Magnoliopsida,Parashorea,1
Streptophyta,Magnoliopsida,Parasponia,246
Streptophyta,Magnoliopsida,Parastemon,1
Streptophyta,Magnoliopsida,Parepigynum,5
Streptophyta,Magnoliopsida,Pariana,1
Streptophyta,Magnoliopsida,Parietaria,3
Streptophyta,Magnoliopsida,Parinari,1
Streptophyta,Magnoliopsida,Paris,135
Streptophyta,Magnoliopsida,Parkia,4
Streptophyta,Magnoliopsida,Parnassia,96
Streptophyta,Magnoliopsida,Parochetus,6
Streptophyta,Magnoliopsida,Paropsia,1
Streptophyta,Magnoliopsida,Parrya,7
Streptophyta,Magnoliopsida,Parsonsia,7
Streptophyta,Magnoliopsida,Parthenium,74
Streptophyta,Magnoliopsida,Parthenocissus,8
Streptophyta,Magnoliopsida,Pascopyrum,1
Streptophyta,Magnoliopsida,Pasithea,3
Streptophyta,Magnoliopsida,Paspalum,47
Streptophyta,Magnoliopsida,Passerina,2
Streptophyta,Magnoliopsida,Passiflora,512
Streptophyta,Magnoliopsida,Pastinaca,1
Streptophyta,Magnoliopsida,Patellifolia,2
Streptophyta,Magnoliopsida,Patrinia,11
Streptophyta,Magnoliopsida,Paulownia,2
Streptophyta,Magnoliopsida,Pavetta,5
Streptophyta,Magnoliopsida,Pavonia,4
Streptophyta,Magnoliopsida,Paxistima,2
Streptophyta,Magnoliopsida,Pectiantia,6
Streptophyta,Magnoliopsida,Peddiea,2
Streptophyta,Magnoliopsida,Pedicularis,15
Streptophyta,Magnoliopsida,Pediomelum,22
Streptophyta,Magnoliopsida,Peganum,5
Streptophyta,Magnoliopsida,Pelagodendron,3
Streptophyta,Magnoliopsida,Pelagodoxa,1
Streptophyta,Magnoliopsida,Pelargonium,1983
Streptophyta,Magnoliopsida,Peliosanthes,1
Streptophyta,Magnoliopsida,Pellacalyx,10
Streptophyta,Magnoliopsida,Peltanthera,119
Streptophyta,Magnoliopsida,Peltoboykinia,11
Streptophyta,Magnoliopsida,Peltophorum,43
Streptophyta,Magnoliopsida,Pennantia,6
Streptophyta,Magnoliopsida,Penstemon,9
Streptophyta,Magnoliopsida,Pentace,16
Streptophyta,Magnoliopsida,Pentaclethra,14
Streptophyta,Magnoliopsida,Pentacme,1
Streptophyta,Magnoliopsida,Pentactina,1
Streptophyta,Magnoliopsida,Pentadiplandra,3
Streptophyta,Magnoliopsida,Pentalinon,1
Streptophyta,Magnoliopsida,Pentaphragma,12
Streptophyta,Magnoliopsida,Pentaphylax,5
Streptophyta,Magnoliopsida,Pentaplaris,10
Streptophyta,Magnoliopsida,Pentapogon,1
Streptophyta,Magnoliopsida,Pentas,19
Streptophyta,Magnoliopsida,Pentasachme,2
Streptophyta,Magnoliopsida,Pentastemona,73
Streptophyta,Magnoliopsida,Penthorum,1
Streptophyta,Magnoliopsida,Peperomia,14
Streptophyta,Magnoliopsida,Peponium,5
Streptophyta,Magnoliopsida,Pera,2
Streptophyta,Magnoliopsida,Pereskia,45
Streptophyta,Magnoliopsida,Pereskiopsis,8
Streptophyta,Magnoliopsida,Pergularia,3
Streptophyta,Magnoliopsida,Pericallis,24
Streptophyta,Magnoliopsida,Pericopsis,1
Streptophyta,Magnoliopsida,Peridiscus,1
Streptophyta,Magnoliopsida,Perilla,90
Streptophyta,Magnoliopsida,Periploca,145
Streptophyta,Magnoliopsida,Peristrophe,3
Streptophyta,Magnoliopsida,Peristylus,35
Streptophyta,Magnoliopsida,Pernettya,2
Streptophyta,Magnoliopsida,Persea,132
Streptophyta,Magnoliopsida,Persicaria,22
Streptophyta,Magnoliopsida,Pertya,1
Streptophyta,Magnoliopsida,Perymenium,1
Streptophyta,Magnoliopsida,Petalonyx,1
Streptophyta,Magnoliopsida,Petalostigma,1
Streptophyta,Magnoliopsida,Petasites,6
Streptophyta,Magnoliopsida,Peteravenia,1
Streptophyta,Magnoliopsida,Peteria,2
Streptophyta,Magnoliopsida,Petermannia,155
Streptophyta,Magnoliopsida,Petiveria,53
Streptophyta,Magnoliopsida,Petrocodon,34
Streptophyta,Magnoliopsida,Petrocoptis,11
Streptophyta,Magnoliopsida,Petrophile,1
Streptophyta,Magnoliopsida,Petrorhagia,1
Streptophyta,Magnoliopsida,Petrosavia,2
Streptophyta,Magnoliopsida,Petroselinum,52
Streptophyta,Magnoliopsida,Petunia,176
Streptophyta,Magnoliopsida,Peucedanum,37
Streptophyta,Magnoliopsida,Phacellanthus,2
Streptophyta,Magnoliopsida,Phalaenopsis,411
Streptophyta,Magnoliopsida,Phalaris,142
Streptophyta,Magnoliopsida,Phaleria,2
Streptophyta,Magnoliopsida,Phanerodiscus,134
Streptophyta,Magnoliopsida,Phaneroglossa,1
Streptophyta,Magnoliopsida,Pharnaceum,10
Streptophyta,Magnoliopsida,Pharus,4
Streptophyta,Magnoliopsida,Phaseolus,450
Streptophyta,Magnoliopsida,Phaulothamnus,2
Streptophyta,Magnoliopsida,Phebalium,20
Streptophyta,Magnoliopsida,Phelipanche,57
Streptophyta,Magnoliopsida,Phelline,2
Streptophyta,Magnoliopsida,Phellodendron,20
Streptophyta,Magnoliopsida,Philactis,1
Streptophyta,Magnoliopsida,Philadelphus,39
Streptophyta,Magnoliopsida,Philenoptera,3
Streptophyta,Magnoliopsida,Phillyrea,54
Streptophyta,Magnoliopsida,Philodendron,6
Streptophyta,Magnoliopsida,Philydrella,3
Streptophyta,Magnoliopsida,Philydrum,4
Streptophyta,Magnoliopsida,Phinaea,14
Streptophyta,Magnoliopsida,Phleum,4
Streptophyta,Magnoliopsida,Phlomoides,52
Streptophyta,Magnoliopsida,Phlox,185
Streptophyta,Magnoliopsida,Phoebe,13
Streptophyta,Magnoliopsida,Phoenix,249
Streptophyta,Magnoliopsida,Pholidocarpus,19
Streptophyta,Magnoliopsida,Pholisma,1
Streptophyta,Magnoliopsida,Phoradendron,92
Streptophyta,Magnoliopsida,Phormium,33
Streptophyta,Magnoliopsida,Photinia,25
Streptophyta,Magnoliopsida,Phragmipedium,44
Streptophyta,Magnoliopsida,Phragmites,51
Streptophyta,Magnoliopsida,Phrodus,1
Streptophyta,Magnoliopsida,Phryma,1
Streptophyta,Magnoliopsida,Phrynium,5
Streptophyta,Magnoliopsida,Phtheirospermum,245
Streptophyta,Magnoliopsida,Phylica,5
Streptophyta,Magnoliopsida,Phyllagathis,26
Streptophyta,Magnoliopsida,Phyllanthus,12
Streptophyta,Magnoliopsida,Phyllodoce,118
Streptophyta,Magnoliopsida,Phyllolobium,5
Streptophyta,Magnoliopsida,Phyllonoma,3
Streptophyta,Magnoliopsida,Phyllorachis,3
Streptophyta,Magnoliopsida,Phyllospadix,22
Streptophyta,Magnoliopsida,Phyllostachys,325
Streptophyta,Magnoliopsida,Physalis,73
Streptophyta,Magnoliopsida,Physaria,13
Streptophyta,Magnoliopsida,Physena,5
Streptophyta,Magnoliopsida,Physocarpus,5
Streptophyta,Magnoliopsida,Physochlaina,139
Streptophyta,Magnoliopsida,Physokentia,1
Streptophyta,Magnoliopsida,Physospermum,1
Streptophyta,Magnoliopsida,Phyteuma,1
Streptophyta,Magnoliopsida,Phytocrene,45
Streptophyta,Magnoliopsida,Phytolacca,70
Streptophyta,Magnoliopsida,Picconia,4
Streptophyta,Magnoliopsida,Pichonia,20
Streptophyta,Magnoliopsida,Picramnia,2
Streptophyta,Magnoliopsida,Picrasma,76
Streptophyta,Magnoliopsida,Picris,9
Streptophyta,Magnoliopsida,Picrorhiza,10
Streptophyta,Magnoliopsida,Pieris,8
Streptophyta,Magnoliopsida,Pigafetta,1
Streptophyta,Magnoliopsida,Pigea,1
Streptophyta,Magnoliopsida,Pilea,9
Streptophyta,Magnoliopsida,Piliostigma,1
Streptophyta,Magnoliopsida,Pilosella,5
Streptophyta,Magnoliopsida,Pilostyles,7
Streptophyta,Magnoliopsida,Pimelea,7
Streptophyta,Magnoliopsida,Pimelodendron,2
Streptophyta,Magnoliopsida,Pimpinella,9
Streptophyta,Magnoliopsida,Pinckneya,124
Streptophyta,Magnoliopsida,Pinellia,41
Streptophyta,Magnoliopsida,Pinguicula,232
Streptophyta,Magnoliopsida,Pinzona,1
Streptophyta,Magnoliopsida,Piper,154
Streptophyta,Magnoliopsida,Piptadeniastrum,16
Streptophyta,Magnoliopsida,Piptanthus,2
Streptophyta,Magnoliopsida,Piptatheropsis,1
Streptophyta,Magnoliopsida,Pipturus,8
Streptophyta,Magnoliopsida,Piqueria,31
Streptophyta,Magnoliopsida,Pistacia,290
Streptophyta,Magnoliopsida,Pistia,16
Streptophyta,Magnoliopsida,Pisum,231
Streptophyta,Magnoliopsida,Pithecellobium,52
Streptophyta,Magnoliopsida,Pittosporopsis,1
Streptophyta,Magnoliopsida,Pittosporum,15
Streptophyta,Magnoliopsida,Pityopsis,5
Streptophyta,Magnoliopsida,Pityopus,4
Streptophyta,Magnoliopsida,Plagiobothrys,28
Streptophyta,Magnoliopsida,Plagiopteron,1
Streptophyta,Magnoliopsida,Plagiostachys,130
Streptophyta,Magnoliopsida,Planchonella,66
Streptophyta,Magnoliopsida,Planchonia,1
Streptophyta,Magnoliopsida,Plantago,1965
Streptophyta,Magnoliopsida,Platanthera,12
Streptophyta,Magnoliopsida,Platanus,185
Streptophyta,Magnoliopsida,Platonia,1
Streptophyta,Magnoliopsida,Platostoma,26
Streptophyta,Magnoliopsida,Platycarya,3
Streptophyta,Magnoliopsida,Platycodon,26
Streptophyta,Magnoliopsida,Platylobium,3
Streptophyta,Magnoliopsida,Platylophus,4
Streptophyta,Magnoliopsida,Plectocephalus,7
Streptophyta,Magnoliopsida,Plectocomia,2
Streptophyta,Magnoliopsida,Plectranthus,43
Streptophyta,Magnoliopsida,Pleea,2
Streptophyta,Magnoliopsida,Pleioblastus,43
Streptophyta,Magnoliopsida,Pleione,3
Streptophyta,Magnoliopsida,Pleroma,15
Streptophyta,Magnoliopsida,Pleurisanthes,11
Streptophyta,Magnoliopsida,Pleurolobus,7
Streptophyta,Magnoliopsida,Pleuropterantha,2
Streptophyta,Magnoliopsida,Plinia,1
Streptophyta,Magnoliopsida,Plocama,3
Streptophyta,Magnoliopsida,Ploiarium,6
Streptophyta,Magnoliopsida,Pluchea,10
Streptophyta,Magnoliopsida,Plukenetia,5
Streptophyta,Magnoliopsida,Plumbagella,6
Streptophyta,Magnoliopsida,Plumbago,7
Streptophyta,Magnoliopsida,Plumeria,11
Streptophyta,Magnoliopsida,Poa,286
Streptophyta,Magnoliopsida,Podalyria,11
Streptophyta,Magnoliopsida,Podocalyx,7
Streptophyta,Magnoliopsida,Podococcus,16
Streptophyta,Magnoliopsida,Podophyllum,1
Streptophyta,Magnoliopsida,Podostemum,17
Streptophyta,Magnoliopsida,Podranea,14
Streptophyta,Magnoliopsida,Pogonatherum,9
Streptophyta,Magnoliopsida,Pogonia,21
Streptophyta,Magnoliopsida,Pogoniopsis,5
Streptophyta,Magnoliopsida,Pogostemon,20
Streptophyta,Magnoliopsida,Polemonium,37
Streptophyta,Magnoliopsida,Poliothyrsis,40
Streptophyta,Magnoliopsida,Pollia,2
Streptophyta,Magnoliopsida,Pollichia,1
Streptophyta,Magnoliopsida,Polyalthia,1
Streptophyta,Magnoliopsida,Polycarpaea,14
Streptophyta,Magnoliopsida,Polygala,30
Streptophyta,Magnoliopsida,Polygonatum,7
Streptophyta,Magnoliopsida,Polygonum,33
Streptophyta,Magnoliopsida,Polypogon,10
Streptophyta,Magnoliopsida,Polypremum,18
Streptophyta,Magnoliopsida,Polyspora,5
Streptophyta,Magnoliopsida,Pometia,1
Streptophyta,Magnoliopsida,Ponerorchis,23
Streptophyta,Magnoliopsida,Pongamia,45
Streptophyta,Magnoliopsida,Pontederia,243
Streptophyta,Magnoliopsida,Populus,3383
Streptophyta,Magnoliopsida,Porana,132
Streptophyta,Magnoliopsida,Poranopsis,55
Streptophyta,Magnoliopsida,Porlieria,2
Streptophyta,Magnoliopsida,Porpax,1
Streptophyta,Magnoliopsida,Porterella,6
Streptophyta,Magnoliopsida,Portulaca,56
Streptophyta,Magnoliopsida,Portulacaria,6
Streptophyta,Magnoliopsida,Posidonia,58
Streptophyta,Magnoliopsida,Potalia,146
Streptophyta,Magnoliopsida,Potameia,7
Streptophyta,Magnoliopsida,Potamogeton,75
Streptophyta,Magnoliopsida,Potamophila,13
Streptophyta,Magnoliopsida,Potarophytum,3
Streptophyta,Magnoliopsida,Potentilla,199
Streptophyta,Magnoliopsida,Pottingeria,2
Streptophyta,Magnoliopsida,Pottsia,5
Streptophyta,Magnoliopsida,Poulsenia,35
Streptophyta,Magnoliopsida,Pourthiaea,4
Streptophyta,Magnoliopsida,Pouteria,54
Streptophyta,Magnoliopsida,Pouzolzia,7
Streptophyta,Magnoliopsida,Prangos,10
Streptophyta,Magnoliopsida,Pratia,3
Streptophyta,Magnoliopsida,Praxelis,1
Streptophyta,Magnoliopsida,Premna,45
Streptophyta,Magnoliopsida,Prestonia,5
Streptophyta,Magnoliopsida,Primula,289
Streptophyta,Magnoliopsida,Primulina,40
Streptophyta,Magnoliopsida,Prinsepia,1
Streptophyta,Magnoliopsida,Priogymnanthus,1
Streptophyta,Magnoliopsida,Prionium,16
Streptophyta,Magnoliopsida,Prioria,1
Streptophyta,Magnoliopsida,Prismatomeris,9
Streptophyta,Magnoliopsida,Pritchardia,40
Streptophyta,Magnoliopsida,Prockia,29
Streptophyta,Magnoliopsida,Prosartes,2
Streptophyta,Magnoliopsida,Prosopanche,6
Streptophyta,Magnoliopsida,Prosopis,249
Streptophyta,Magnoliopsida,Prospero,2
Streptophyta,Magnoliopsida,Prostanthera,1
Streptophyta,Magnoliopsida,Protea,32
Streptophyta,Magnoliopsida,Protium,9
Streptophyta,Magnoliopsida,Prunella,20
Streptophyta,Magnoliopsida,Prunus,2983
Streptophyta,Magnoliopsida,Przewalskia,13
Streptophyta,Magnoliopsida,Psammisia,1
Streptophyta,Magnoliopsida,Psammophora,28
Streptophyta,Magnoliopsida,Psammosilene,1
Streptophyta,Magnoliopsida,Psammotropha,1
Streptophyta,Magnoliopsida,Psathyrostachys,75
Streptophyta,Magnoliopsida,Pseudechinolaena,8
Streptophyta,Magnoliopsida,Pseudeminia,1
Streptophyta,Magnoliopsida,Pseuderanthemum,8
Streptophyta,Magnoliopsida,Pseudocamelina,15
Streptophyta,Magnoliopsida,Pseudocaryopteris,6
Streptophyta,Magnoliopsida,Pseudocayratia,3
Streptophyta,Magnoliopsida,Pseudognaphalium,19
Streptophyta,Magnoliopsida,Pseudolachnostylis,1
Streptophyta,Magnoliopsida,Pseudolmedia,1
Streptophyta,Magnoliopsida,Pseudonemacladus,67
Streptophyta,Magnoliopsida,Pseudopanax,2
Streptophyta,Magnoliopsida,Pseudophoenix,6
Streptophyta,Magnoliopsida,Pseudoroegneria,98
Streptophyta,Magnoliopsida,Pseudosasa,1
Streptophyta,Magnoliopsida,Pseudoscabiosa,5
Streptophyta,Magnoliopsida,Pseudosedum,3
Streptophyta,Magnoliopsida,Pseudostellaria,15
Streptophyta,Magnoliopsida,Pseudoturritis,9
Streptophyta,Magnoliopsida,Pseudoweinmannia,1
Streptophyta,Magnoliopsida,Pseudowintera,1
Streptophyta,Magnoliopsida,Pseuduvaria,1
Streptophyta,Magnoliopsida,Psiadia,9
Streptophyta,Magnoliopsida,Psidium,5
Streptophyta,Magnoliopsida,Psiguria,1
Streptophyta,Magnoliopsida,Psilopeganum,5
Streptophyta,Magnoliopsida,Psophocarpus,18
Streptophyta,Magnoliopsida,Psoralea,12
Streptophyta,Magnoliopsida,Psorothamnus,1
Streptophyta,Magnoliopsida,Psychopsiella,4
Streptophyta,Magnoliopsida,Psychotria,13
Streptophyta,Magnoliopsida,Psydrax,5
Streptophyta,Magnoliopsida,Pteridophyllum,3
Streptophyta,Magnoliopsida,Pterisanthes,1
