Metagenome sample,Phylum,Class,count
D0057A_S3,Basidiomycota,Ustilaginomycetes,0.0005522665794296528
D0057A_S3,Basidiomycota,Wallemiomycetes,0.0003939736108033192
D0057A_S3,Basidiomycota,unknown,3.517621525029636e-06
D0057A_S3,Bigyra,Bigyra,0.0033206347196279764
D0057A_S3,Blastocladiomycota,Blastocladiomycetes,0.00037638550317817103
D0057A_S3,Bolidophyceae,Bolidophyceae,0.0010974979158092464
D0057A_S3,Brachiopoda,Craniata,1.0552864575088908e-05
D0057A_S3,Brachiopoda,Lingulata,0.0005979956592550381
D0057A_S3,Breviatea,Breviatea,3.517621525029636e-06
D0057A_S3,Bryozoa,Gymnolaemata,0.0003165859372526672
D0057A_S3,Centroplasthelida,Centroplasthelida,2.1105729150177816e-05
D0057A_S3,Cercozoa,Cercomonadida,1.758810762514818e-05
D0057A_S3,Cercozoa,Chlorarachniophyceae,8.79405381257409e-05
D0057A_S3,Cercozoa,Glissomonadida,1.4070486100118544e-05
D0057A_S3,Cercozoa,Imbricatea,0.000608548523830127
D0057A_S3,Cercozoa,Thecofilosea,3.517621525029636e-06
D0057A_S3,Cercozoa,unknown,3.517621525029636e-06
D0057A_S3,Chaetognatha,Sagittoidea,1.0552864575088908e-05
D0057A_S3,Chaetognatha,unknown,1.0552864575088908e-05
D0057A_S3,Chlorophyta,Chlorodendrophyceae,0.0005100551211292972
D0057A_S3,Chlorophyta,Chlorophyceae,0.022495189652564522
D0057A_S3,Chlorophyta,Chloropicophyceae,0.003799031247032007
D0057A_S3,Chlorophyta,Mamiellophyceae,0.1545889131604774
D0057A_S3,Chlorophyta,Nephroselmidophyceae,0.000685936197380779
D0057A_S3,Chlorophyta,Palmophyllophyceae,0.00011608151032597798
D0057A_S3,Chlorophyta,Pedinophyceae,0.00042563220452858597
D0057A_S3,Chlorophyta,Picocystophyceae,0.00017236345472645216
D0057A_S3,Chlorophyta,Pyramimonadophyceae,0.001188956075460017
D0057A_S3,Chlorophyta,Trebouxiophyceae,0.016286587660887215
D0057A_S3,Chlorophyta,Ulvophyceae,0.0028070619769736496
D0057A_S3,Chlorophyta,unknown,0.003208070830827028
D0057A_S3,Choanoflagellata,Choanoflagellata,0.000541713714854564
D0057A_S3,Chordata,Actinopteri,0.01824238522880369
D0057A_S3,Chordata,Amphibia,0.002821132463073768
D0057A_S3,Chordata,Appendicularia,0.028844496505243015
D0057A_S3,Chordata,Ascidiacea,0.0014422248252621507
D0057A_S3,Chordata,Aves,0.0076754501676146655
D0057A_S3,Chordata,Ceratodontiformes,0.00011256388880094835
D0057A_S3,Chordata,Chondrichthyes,0.0014070486100118543
D0057A_S3,Chordata,Cladistia,0.00038693836775325995
D0057A_S3,Chordata,Coelacanthiformes,0.0001582929686263336
D0057A_S3,Chordata,Crocodylia,0.0003201035587776969
D0057A_S3,Chordata,Hyperoartia,0.00023216302065195597
D0057A_S3,Chordata,Lepidosauria,0.0021598196163681964
D0057A_S3,Chordata,Leptocardii,0.0011080507803843352
D0057A_S3,Chordata,Mammalia,0.01304685823633492
D0057A_S3,Chordata,Myxini,1.0552864575088908e-05
D0057A_S3,Chordata,Testudines,0.0011643327247848096
D0057A_S3,Chordata,unknown,9.84934027008298e-05
D0057A_S3,Chrysomerophyceae,Chrysomerophyceae,3.517621525029636e-06
D0057A_S3,Chrysophyceae,Chrysophyceae,0.00042914982605361557
D0057A_S3,Chytridiomycota,Chytridiomycetes,0.0016743878459141066
D0057A_S3,Chytridiomycota,Monoblepharidomycetes,9.84934027008298e-05
D0057A_S3,Chytridiomycota,Neocallimastigomycetes,0.0006789009543307198
D0057A_S3,Ciliophora,Heterotrichea,0.0004959846350291786
D0057A_S3,Ciliophora,Litostomatea,1.0552864575088908e-05
D0057A_S3,Ciliophora,Nassophorea,3.517621525029636e-06
D0057A_S3,Ciliophora,Oligohymenophorea,0.0016532821167639289
D0057A_S3,Ciliophora,Phyllopharyngea,3.517621525029636e-06
D0057A_S3,Ciliophora,Spirotrichea,0.0027191214388479087
D0057A_S3,Cnidaria,Anthozoa,0.006081967616776241
D0057A_S3,Cnidaria,Cubozoa,1.0552864575088908e-05
D0057A_S3,Cnidaria,Hydrozoa,0.0005100551211292972
D0057A_S3,Cnidaria,Myxozoa,6.683480897556308e-05
D0057A_S3,Cnidaria,Scyphozoa,2.1105729150177816e-05
D0057A_S3,Cryptomycota,unknown,0.00023216302065195597
D0057A_S3,Cryptophyceae,Cryptophyceae,0.01751423757312256
D0057A_S3,Ctenophora,Tentaculata,3.517621525029636e-06
D0057A_S3,Dictyochophyceae,Dictyochophyceae,0.004650295656089179
