Metagenome sample,Phylum,Class,percent_TPM,ASV sample,18S reads
1903c119_11m-1,Chlorophyta,Nephroselmidophyceae,0.0,CN19_Nisk_SM_Dawn_11m_1,1.0113575452329662e-05
1903c119_11m-2,Chlorophyta,Nephroselmidophyceae,4.069204326036048e-06,CN19_Nisk_SM_Dawn_11m_2,0.0
1903c119_5m-2,Chlorophyta,Nephroselmidophyceae,0.0,CN19_Nisk_SM_Dawn_5m_1,3.293048374880627e-05
1903c114_100m-1,Chlorophyta,Nephroselmidophyceae,0.0,CN19_Nisk_SM_Day_100m_1,2.449539486576524e-05
1903c114_10m-1,Chlorophyta,Nephroselmidophyceae,0.0,CN19_Nisk_SM_Day_10m_1,1.44306391330072e-05
1903c114_10m-2,Chlorophyta,Nephroselmidophyceae,0.0,CN19_Nisk_SM_Day_10m_2,1.568725880839582e-05
1903c114_5m-2,Chlorophyta,Nephroselmidophyceae,0.0,CN19_Nisk_SM_Day_5m_2,4.451071595486613e-05
1903c117_100m-3,Chlorophyta,Nephroselmidophyceae,0.0,CN19_Nisk_SM_Dusk_100m_3,0.0001748529645525
1903c117_50m-1,Chlorophyta,Nephroselmidophyceae,5.164519380692082e-06,CN19_Nisk_SM_Dusk_50m_1,9.893643334157803e-06
1903c118_100m-1,Chlorophyta,Nephroselmidophyceae,0.0,CN19_Nisk_SM_Night_100m_1,5.3561146744151794e-05
1903c118_100m-2,Chlorophyta,Nephroselmidophyceae,0.0,CN19_Nisk_SM_Night_100m_2,4.327692906911326e-05
D0052A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc122_3_D0052,8.332916687498959e-05
D0053A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc122_5_D0053,6.658343736995423e-05
D0068A,Chlorophyta,Nephroselmidophyceae,7.82224202588178e-07,Lasker18Sc123_17_D0068,0.0
D0069A,Chlorophyta,Nephroselmidophyceae,1.656145197320427e-07,Lasker18Sc123_19_D0069,0.0
D0073A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc124_3_D0073,4.566557576680112e-05
D0074A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc124_5_D0074,0.0002620967741935
D0090A,Chlorophyta,Nephroselmidophyceae,2.844726879075815e-07,Lasker18Sc126_17_D0090,0.0
D0085A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc126_3_D0085,2.620201755535176e-05
D0086A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc126_5_D0086,3.101304098373366e-05
D0095A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc127_3_D0095,4.800307219662058e-05
D0096A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc127_5_D0096,4.236929073807304e-05
D0111A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc128_19_D0111,9.223645738214486e-06
D0105A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc128_3_D0105,2.5203836023842828e-05
D0107A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc128_7_D0107,3.001590843146868e-05
D0121A,Chlorophyta,Nephroselmidophyceae,2.3343587224377866e-07,Lasker18Sc129_17_D0121,2.128384130767921e-05
D0122A,Chlorophyta,Nephroselmidophyceae,7.95122989045475e-07,Lasker18Sc129_19_D0122,0.0
D0117A,Chlorophyta,Nephroselmidophyceae,1.114576845629247e-07,Lasker18Sc129_5_D0117,1.8521262409245813e-05
D0132A,Chlorophyta,Nephroselmidophyceae,1.7033816161814136e-06,Lasker18Sc130_17_D0132,0.0
D0133A,Chlorophyta,Nephroselmidophyceae,8.440433861758132e-07,Lasker18Sc130_19_D0133,0.0
D0127A,Chlorophyta,Nephroselmidophyceae,2.579509793203416e-07,Lasker18Sc130_3_D0127,4.81881264456438e-05
D0128A,Chlorophyta,Nephroselmidophyceae,2.4980470385987745e-07,Lasker18Sc130_5_D0128,8.33861445582202e-05
D0142A,Chlorophyta,Nephroselmidophyceae,1.5152926892479134e-05,Lasker18Sc132_17_D0142,0.0001521130289283
D0143A,Chlorophyta,Nephroselmidophyceae,1.3632045068073084e-05,Lasker18Sc132_19_D0143,0.0001156559620648
D0137A,Chlorophyta,Nephroselmidophyceae,0.0,Lasker18Sc132_3_D0137,5.017309718528925e-05
D0138A,Chlorophyta,Nephroselmidophyceae,3.0488941311291665e-07,Lasker18Sc132_5_D0138,4.497110606435365e-05
D0152A,Chlorophyta,Nephroselmidophyceae,6.022566389318452e-06,Lasker18Sc133_17_D0152,4.4517155798916006e-05
D0153A,Chlorophyta,Nephroselmidophyceae,4.254343025927471e-06,Lasker18Sc133_19_D0153,3.776235395409608e-05
D0147A,Chlorophyta,Nephroselmidophyceae,2.980204825330601e-07,Lasker18Sc133_3_D0147,4.8788817603005394e-05
D0148A,Chlorophyta,Nephroselmidophyceae,2.020517539044084e-07,Lasker18Sc133_5_D0148,1.5385088771962213e-05
D0163A,Chlorophyta,Nephroselmidophyceae,3.323566900835139e-05,Lasker18Sc134_17_D0163,0.0006671895990551
D0164A,Chlorophyta,Nephroselmidophyceae,2.489957305060736e-05,Lasker18Sc134_19_D0164,0.0003834951013066
D0158A,Chlorophyta,Nephroselmidophyceae,9.409357233998656e-06,Lasker18Sc134_3_D0158,0.000443327914881
D0159A,Chlorophyta,Nephroselmidophyceae,9.765667453404965e-06,Lasker18Sc134_5_D0159,0.000299719353696
D0174A,Chlorophyta,Nephroselmidophyceae,1.6835198875725966e-07,Lasker18Sc135_19_D0174,0.0
D0275A,Chlorophyta,Nephroselmidophyceae,2.282373563080985e-06,Lasker18Sc158_17_D0275,6.259584989515195e-06
D0276A,Chlorophyta,Nephroselmidophyceae,8.844326846246626e-07,Lasker18Sc158_19_D0276,0.0
D0270A,Chlorophyta,Nephroselmidophyceae,8.848595821379339e-07,Lasker18Sc158_3_D0270,3.455624028105742e-05
D0271A,Chlorophyta,Nephroselmidophyceae,4.53047765955421e-07,Lasker18Sc158_5_D0271,5.194805194805195e-05
zr2760_56,Chlorophyta,Palmophyllophyceae,2.743024105012184e-07,CN18FESPkoa_SC49,0.0
zr2760_45,Chlorophyta,Palmophyllophyceae,3.233195967209501e-07,CN18Fc12_8_eDNA,0.0
zr2760_16,Chlorophyta,Palmophyllophyceae,2.566475974325856e-07,CN18Fc29_6_eDNA,0.0
zr2760_57,Chlorophyta,Palmophyllophyceae,6.35381950117413e-07,CN18Fc41_6_eDNA,0.0
zr2760_74,Chlorophyta,Palmophyllophyceae,1.956217949373208e-06,CN18SESPkoa_SC41,0.0
zr2760_12,Chlorophyta,Palmophyllophyceae,4.8866063805252775e-08,CN18SESPkoa_SC49,0.0
zr2760_24,Chlorophyta,Palmophyllophyceae,3.415670266397349e-07,CN18Sc10_2_eDNA,0.0
zr2760_77,Chlorophyta,Palmophyllophyceae,5.10413391665317e-07,CN18Sc15_8_eDNA,0.0
zr2760_29,Chlorophyta,Palmophyllophyceae,3.1172162952400176e-07,CN18Sc18_2_eDNA,0.0
1903c144_60m-3,Chlorophyta,Palmophyllophyceae,7.538295906409143e-07,CN19_Nisk_Far_60m_3,0.0
1903c126_5m-2,Chlorophyta,Palmophyllophyceae,3.931915069024823e-07,CN19_Nisk_PB_Dawn_5m_2,0.0
1903c111_10m-1,Chlorophyta,Palmophyllophyceae,2.6131910214879238e-06,CN19_Nisk_PS_Dawn_10m_1,0.0
1903c111_10m-2,Chlorophyta,Palmophyllophyceae,1.3589815727006442e-06,CN19_Nisk_PS_Dawn_10m_2,0.0
Las19c107_5m-1,Chlorophyta,Palmophyllophyceae,1.3768354433985828e-06,CN19_Nisk_PS_Dusk_5m_1,0.0
1903c117_50m-2,Chlorophyta,Palmophyllophyceae,8.530080440652523e-07,CN19_Nisk_SM_Dusk_50m_2,0.0
1903c118_100m-2,Chlorophyta,Palmophyllophyceae,4.969121202471631e-07,CN19_Nisk_SM_Night_100m_2,0.0
D0057A,Chlorophyta,Palmophyllophyceae,1.9021841266925058e-07,Lasker18Sc122_17_D0057,0.0
D0079A,Chlorophyta,Palmophyllophyceae,3.03942153922417e-07,Lasker18Sc124_19_D0079,0.0
D0133A,Chlorophyta,Palmophyllophyceae,3.996017892168286e-07,Lasker18Sc130_19_D0133,0.0
D0158A,Chlorophyta,Palmophyllophyceae,1.1452405454838543e-07,Lasker18Sc134_3_D0158,0.0
zr2760_52,Chlorophyta,Pedinophyceae,5.441841637432927e-06,CN18FESPkoa_SC24,1.003693592420106e-05
zr2760_64,Chlorophyta,Pedinophyceae,4.701561370455912e-06,CN18FESPkoa_SC26,0.0
zr2760_79,Chlorophyta,Pedinophyceae,6.597711866866821e-06,CN18FESPkoa_SC29,0.0
zr2760_59,Chlorophyta,Pedinophyceae,3.5190101998668666e-06,CN18FESPkoa_SC30,0.0
zr2760_48,Chlorophyta,Pedinophyceae,4.640575055826663e-06,CN18FESPkoa_SC31,0.0
zr2760_50,Chlorophyta,Pedinophyceae,3.7474049088469833e-06,CN18FESPkoa_SC32,0.0
zr2760_38,Chlorophyta,Pedinophyceae,3.362023801043294e-06,CN18FESPkoa_SC34,0.0
zr2760_62,Chlorophyta,Pedinophyceae,3.639318523847267e-06,CN18FESPkoa_SC35,0.0
zr2760_53,Chlorophyta,Pedinophyceae,3.682818982051328e-06,CN18FESPkoa_SC37,1.224919767755212e-05
zr2760_49,Chlorophyta,Pedinophyceae,5.756245373574383e-06,CN18FESPkoa_SC40,0.0
zr2760_31,Chlorophyta,Pedinophyceae,6.291679093266585e-06,CN18FESPkoa_SC41,0.0
zr2760_37,Chlorophyta,Pedinophyceae,3.534481350614257e-06,CN18FESPkoa_SC43,0.0
zr2760_34,Chlorophyta,Pedinophyceae,2.1025016790288534e-06,CN18FESPkoa_SC44,0.0
zr2760_46,Chlorophyta,Pedinophyceae,4.132293371127439e-06,CN18FESPkoa_SC46,0.0
zr2760_18,Chlorophyta,Pedinophyceae,1.420480788698498e-06,CN18FESPkoa_SC47,0.0
zr2760_56,Chlorophyta,Pedinophyceae,2.8790470803097896e-06,CN18FESPkoa_SC49,0.0
zr2760_41,Chlorophyta,Pedinophyceae,2.631159971866108e-06,CN18FESPkoa_SC52,0.0
zr2760_35,Chlorophyta,Pedinophyceae,4.225727625940926e-06,CN18FESPkoa_SC53,0.0
zr2760_33,Chlorophyta,Pedinophyceae,9.121804183008256e-07,CN18FESPkoa_SC55,0.0
zr2760_51,Chlorophyta,Pedinophyceae,2.5717328385630264e-06,CN18FESPkoa_SC56,0.0
zr2760_39,Chlorophyta,Pedinophyceae,8.505632475887177e-07,CN18FESPkoa_SC57,0.0
zr2760_44,Chlorophyta,Pedinophyceae,1.7170158857373305e-06,CN18FESPkoa_SC58,0.0
zr2760_45,Chlorophyta,Pedinophyceae,2.566307235093008e-06,CN18Fc12_8_eDNA,0.0
zr2760_67,Chlorophyta,Pedinophyceae,4.99024204276486e-06,CN18Fc19_5_eDNA,0.0
zr2760_54,Chlorophyta,Pedinophyceae,1.6758420241839329e-06,CN18Fc21_6_eDNA,0.0
zr2760_63,Chlorophyta,Pedinophyceae,5.00693581752123e-06,CN18Fc22_6_eDNA,0.0
zr2760_65,Chlorophyta,Pedinophyceae,4.752997001293948e-06,CN18Fc24_6_eDNA,0.0
zr2760_42,Chlorophyta,Pedinophyceae,3.1317872297065165e-06,CN18Fc25_5_eDNA,0.0
zr2760_66,Chlorophyta,Pedinophyceae,2.8150718101134062e-06,CN18Fc27_4_eDNA,0.0
zr2760_16,Chlorophyta,Pedinophyceae,5.081635274377445e-06,CN18Fc29_6_eDNA,0.0
zr2760_28,Chlorophyta,Pedinophyceae,4.197793736850642e-06,CN18Fc30_4_eDNA,0.0
zr2760_58,Chlorophyta,Pedinophyceae,4.2690321978822025e-06,CN18Fc32_4_eDNA,0.0
zr2760_40,Chlorophyta,Pedinophyceae,4.97888539271351e-06,CN18Fc33_5_eDNA,0.0
zr2760_36,Chlorophyta,Pedinophyceae,4.283089909649835e-06,CN18Fc35_5_eDNA,0.0
zr2760_47,Chlorophyta,Pedinophyceae,4.543814163175644e-06,CN18Fc36_6_eDNA,0.0
zr2760_60,Chlorophyta,Pedinophyceae,4.529585860777646e-06,CN18Fc38_5_eDNA,0.0
zr2760_68,Chlorophyta,Pedinophyceae,3.180374040514109e-06,CN18Fc40_6_eDNA,0.0
zr2760_57,Chlorophyta,Pedinophyceae,6.371618743914666e-06,CN18Fc41_6_eDNA,0.0
zr2760_55,Chlorophyta,Pedinophyceae,3.0534646272067846e-06,CN18Fc43_5_eDNA,0.0
zr2760_32,Chlorophyta,Pedinophyceae,4.368214981478831e-06,CN18Fc44_8_eDNA,0.0
zr2760_76,Chlorophyta,Pedinophyceae,5.610813239822083e-06,CN18Fc46_8_eDNA,0.0
zr2760_69,Chlorophyta,Pedinophyceae,3.7430531917084193e-06,CN18Fc47_6_eDNA,0.0
zr2760_75,Chlorophyta,Pedinophyceae,6.39950655172158e-06,CN18Fc49_6_eDNA,0.0
zr2760_71,Chlorophyta,Pedinophyceae,9.249246242720234e-06,CN18Fc51_5_eDNA,0.0
zr2760_61,Chlorophyta,Pedinophyceae,4.803373052925809e-06,CN18SESPkoa_SC36,4.379338281985592e-05
zr2760_25,Chlorophyta,Pedinophyceae,1.0548257413191552e-06,CN18SESPkoa_SC37,0.0
zr2760_73,Chlorophyta,Pedinophyceae,7.354820107445362e-06,CN18SESPkoa_SC39,4.4271294492650965e-05
zr2760_17,Chlorophyta,Pedinophyceae,2.2076737270725613e-07,CN18SESPkoa_SC40,7.81677479871805e-05
zr2760_74,Chlorophyta,Pedinophyceae,6.286714618779484e-06,CN18SESPkoa_SC41,0.0
zr2760_78,Chlorophyta,Pedinophyceae,8.867847611009051e-06,CN18SESPkoa_SC44,0.0
zr2760_23,Chlorophyta,Pedinophyceae,1.7515648398029918e-06,CN18SESPkoa_SC45,0.0
zr2760_10,Chlorophyta,Pedinophyceae,1.7024213824244957e-06,CN18SESPkoa_SC47,0.0007447722715554
zr2760_12,Chlorophyta,Pedinophyceae,2.9338072222095364e-06,CN18SESPkoa_SC49,0.0011864561467554
zr2760_30,Chlorophyta,Pedinophyceae,1.8895776481116867e-06,CN18Sc09_2_eDNA,0.0
zr2760_24,Chlorophyta,Pedinophyceae,5.198656576025319e-06,CN18Sc10_2_eDNA,0.0
zr2760_27,Chlorophyta,Pedinophyceae,2.4715253907349696e-06,CN18Sc14_2_eDNA,0.0
zr2760_26,Chlorophyta,Pedinophyceae,1.2644072941117627e-06,CN18Sc14_8_eDNA,0.0
zr2760_20,Chlorophyta,Pedinophyceae,2.884434777326587e-06,CN18Sc15_2_eDNA,0.0
zr2760_77,Chlorophyta,Pedinophyceae,8.122760186049926e-06,CN18Sc15_8_eDNA,0.0002692317106003
zr2760_29,Chlorophyta,Pedinophyceae,1.3058910887401924e-06,CN18Sc18_2_eDNA,0.0
zr2760_43,Chlorophyta,Pedinophyceae,4.578867488315332e-06,CN18Sc18_8_eDNA,0.0002642007926023
zr2760_21,Chlorophyta,Pedinophyceae,3.5573906002285018e-06,CN18Sc27_2_eDNA,0.0
zr2760_70,Chlorophyta,Pedinophyceae,4.51496435511124e-06,CN18Sc27_8_eDNA,0.0003604469542232
1903buk1_0m-2,Chlorophyta,Pedinophyceae,0.0,CN19_Buck1_SN_0m_2,0.000205554816633
1903buk2_0m-2,Chlorophyta,Pedinophyceae,2.1359931990678054e-06,CN19_Buck2_SN_0m_2,0.0
1903_buk5-1,Chlorophyta,Pedinophyceae,1.430933855521628e-05,CN19_Buck5_0m_1,0.0
1903_buk5-2,Chlorophyta,Pedinophyceae,7.496671739950848e-06,CN19_Buck5_0m_2,0.0
1903_buk6-1,Chlorophyta,Pedinophyceae,5.498452948533283e-06,CN19_Buck6_Dav_Night_0m_1,0.000357162699515
1903_buk6-2,Chlorophyta,Pedinophyceae,8.22461251802586e-06,CN19_Buck6_Dav_Night_0m_2,6.384065372829418e-05
Las19c138_100m-1,Chlorophyta,Pedinophyceae,4.361652927154513e-06,CN19_Nisk_Dav_Dawn_100m_1,0.0
Las19c138_100m-2,Chlorophyta,Pedinophyceae,8.114134271852346e-07,CN19_Nisk_Dav_Dawn_100m_2,1.7340038148083925e-05
Las19c138_27m-1,Chlorophyta,Pedinophyceae,2.3281855814701996e-05,CN19_Nisk_Dav_Dawn_27m_1,7.381254075067355e-05
Las19c138_5m-1,Chlorophyta,Pedinophyceae,3.934847366020301e-06,CN19_Nisk_Dav_Dawn_5m_1,0.0
Las19c138_5m-2,Chlorophyta,Pedinophyceae,2.202303131382636e-05,CN19_Nisk_Dav_Dawn_5m_2,1.6099170892699026e-05
Las19c135_13m-1,Chlorophyta,Pedinophyceae,2.519658563524527e-06,CN19_Nisk_Dav_Dusk_13m_1,0.0002318180860255
Las19c135_13m-3,Chlorophyta,Pedinophyceae,0.0,CN19_Nisk_Dav_Dusk_13m_3,0.0001675421565632
Las19c135_5m-1,Chlorophyta,Pedinophyceae,3.574323722006932e-06,CN19_Nisk_Dav_Dusk_5m_1,7.994599204093235e-05
Las19c135_5m-2,Chlorophyta,Pedinophyceae,6.887268268072912e-06,CN19_Nisk_Dav_Dusk_5m_2,0.0001842179406601
Las19c135_70m-1,Chlorophyta,Pedinophyceae,2.692234292881074e-06,CN19_Nisk_Dav_Dusk_70m_1,0.0
Las19c135_70m-2,Chlorophyta,Pedinophyceae,9.430355977747857e-06,CN19_Nisk_Dav_Dusk_70m_2,0.0
Las19c135_70m-3,Chlorophyta,Pedinophyceae,1.2775870568446984e-06,CN19_Nisk_Dav_Dusk_70m_3,7.893104809156002e-05
1903c134_12m-1,Chlorophyta,Pedinophyceae,2.0691234766654605e-05,CN19_Nisk_Dav_Predusk_12m_1,0.0
1903c144_13m-1,Chlorophyta,Pedinophyceae,0.0,CN19_Nisk_Far_13m_1,0.0024544036883856
1903c144_13m-2,Chlorophyta,Pedinophyceae,7.700969595897124e-06,CN19_Nisk_Far_13m_2,0.0035176568912395323
1903c144_5m-1,Chlorophyta,Pedinophyceae,1.0342021942212594e-05,CN19_Nisk_Far_5m_1,0.0019875213847237176
1903c144_5m-2,Chlorophyta,Pedinophyceae,1.5092397489579234e-05,CN19_Nisk_Far_5m_2,0.002207560583195068
1903c144_60m-1,Chlorophyta,Pedinophyceae,1.993538199512597e-06,CN19_Nisk_Far_60m_1,0.0001552003192692
1903c144_60m-2,Chlorophyta,Pedinophyceae,8.256934903501298e-06,CN19_Nisk_Far_60m_2,0.0
1903c144_60m-3,Chlorophyta,Pedinophyceae,7.85540829880344e-06,CN19_Nisk_Far_60m_3,1.1234187880558114e-05
1903c129_100m-1,Chlorophyta,Pedinophyceae,1.0380675686397523e-05,CN19_Nisk_MO_Dawn_100m_1,0.0
1903c129_100m-2,Chlorophyta,Pedinophyceae,1.2085465856490569e-05,CN19_Nisk_MO_Dawn_100m_2,0.0
1903c129_100m-3,Chlorophyta,Pedinophyceae,9.77798075739531e-06,CN19_Nisk_MO_Dawn_100m_3,0.0
1903c129_26m-1,Chlorophyta,Pedinophyceae,1.0493561211837696e-05,CN19_Nisk_MO_Dawn_26m_1,0.0
1903c129_26m-2,Chlorophyta,Pedinophyceae,2.4650450857681155e-05,CN19_Nisk_MO_Dawn_26m_2,0.0
1903c129_5m-1,Chlorophyta,Pedinophyceae,6.081309670163377e-06,CN19_Nisk_MO_Dawn_5m_1,4.843494581340437e-05
1903c129_5m-2,Chlorophyta,Pedinophyceae,1.5625682825843292e-05,CN19_Nisk_MO_Dawn_5m_2,6.313928526329082e-05
1903c127_100m-2,Chlorophyta,Pedinophyceae,3.099135069992328e-06,CN19_Nisk_MO_Night_100m_2,0.0
1903c127_100m-3,Chlorophyta,Pedinophyceae,4.1189248759036895e-06,CN19_Nisk_MO_Night_100m_3,0.0
1903c127_5m-1,Chlorophyta,Pedinophyceae,4.530791987176088e-06,CN19_Nisk_MO_Night_5m_1,2.679277131030048e-05
1903c127_5m-2,Chlorophyta,Pedinophyceae,4.63930828034154e-06,CN19_Nisk_MO_Night_5m_2,0.0
1903c127_7m-1,Chlorophyta,Pedinophyceae,0.0,CN19_Nisk_MO_Night_7m_1,7.228915662650602e-05
1903c127_7m-2,Chlorophyta,Pedinophyceae,0.0,CN19_Nisk_MO_Night_7m_2,0.0001673880293646
1903c126_100m-1,Chlorophyta,Pedinophyceae,4.388820452116006e-06,CN19_Nisk_PB_Dawn_100m_1,0.0
1903c126_100m-2,Chlorophyta,Pedinophyceae,1.6155346349878716e-05,CN19_Nisk_PB_Dawn_100m_2,0.0
1903c126_100m-3,Chlorophyta,Pedinophyceae,7.31076731261865e-06,CN19_Nisk_PB_Dawn_100m_3,0.0
1903c126_45m-1,Chlorophyta,Pedinophyceae,1.2193824732856878e-05,CN19_Nisk_PB_Dawn_45m_1,0.0
1903c126_45m-2,Chlorophyta,Pedinophyceae,2.00739930632882e-05,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_5m-1,Chlorophyta,Pedinophyceae,9.111011277633673e-06,CN19_Nisk_PB_Dawn_5m_1,0.0
1903c126_5m-2,Chlorophyta,Pedinophyceae,9.879182410199163e-06,CN19_Nisk_PB_Dawn_5m_2,0.0
1903c122_100m-1,Chlorophyta,Pedinophyceae,1.7884737596846357e-05,CN19_Nisk_PB_Day_100m_1,0.0
1903c122_100m-2,Chlorophyta,Pedinophyceae,4.974322626824283e-06,CN19_Nisk_PB_Day_100m_2,0.0
1903c122_100m-3,Chlorophyta,Pedinophyceae,4.998153878233628e-06,CN19_Nisk_PB_Day_100m_3,0.0
1903c122_28m-1,Chlorophyta,Pedinophyceae,7.608367480257729e-06,CN19_Nisk_PB_Day_28m_1,0.0
1903c122_28m-2,Chlorophyta,Pedinophyceae,2.3475580812074808e-05,CN19_Nisk_PB_Day_28m_2,0.0
1903c122_5m-1,Chlorophyta,Pedinophyceae,9.80414722727237e-06,CN19_Nisk_PB_Day_5m_1,0.0
1903c122_5m-2,Chlorophyta,Pedinophyceae,1.1188393132715816e-05,CN19_Nisk_PB_Day_5m_2,0.0
1903c123_10m-1,Chlorophyta,Pedinophyceae,3.028819739176919e-06,CN19_Nisk_PB_Dusk_10m_1,0.0
1903c123_10m-2,Chlorophyta,Pedinophyceae,1.3298860711815663e-05,CN19_Nisk_PB_Dusk_10m_2,0.0
1903c123_5m-2,Chlorophyta,Pedinophyceae,1.8142535927449525e-06,CN19_Nisk_PB_Dusk_5m_2,0.0
1903c123_70m-1,Chlorophyta,Pedinophyceae,1.6070976834706802e-05,CN19_Nisk_PB_Dusk_70m_1,0.0
1903c123_70m-2,Chlorophyta,Pedinophyceae,6.204589541230093e-06,CN19_Nisk_PB_Dusk_70m_2,0.0
1903c123_70m-3,Chlorophyta,Pedinophyceae,1.1528219330630456e-05,CN19_Nisk_PB_Dusk_70m_3,1.1708916339792752e-05
1903c124_100m-2,Chlorophyta,Pedinophyceae,8.429282861622896e-06,CN19_Nisk_PB_Night_100m_2,0.0
1903c124_100m-3,Chlorophyta,Pedinophyceae,7.2470668467295646e-06,CN19_Nisk_PB_Night_100m_3,0.0
1903c124_15m-1,Chlorophyta,Pedinophyceae,6.269486683531847e-06,CN19_Nisk_PB_Night_15m_1,0.0
1903c124_15m-2,Chlorophyta,Pedinophyceae,7.428414956106686e-06,CN19_Nisk_PB_Night_15m_2,0.0
1903c124_5m-1,Chlorophyta,Pedinophyceae,7.957448500026074e-06,CN19_Nisk_PB_Night_5m_1,0.0
1903c124_5m-2,Chlorophyta,Pedinophyceae,1.2345305712382554e-06,CN19_Nisk_PB_Night_5m_2,0.0
1903c111_100m-1,Chlorophyta,Pedinophyceae,6.548084486078799e-06,CN19_Nisk_PS_Dawn_100m_1,0.0
1903c111_100m-2,Chlorophyta,Pedinophyceae,9.200179521086515e-06,CN19_Nisk_PS_Dawn_100m_2,0.0
1903c111_100m-3,Chlorophyta,Pedinophyceae,4.416037842392815e-06,CN19_Nisk_PS_Dawn_100m_3,0.0
1903c111_10m-1,Chlorophyta,Pedinophyceae,5.888686348580208e-06,CN19_Nisk_PS_Dawn_10m_1,0.0
1903c111_10m-2,Chlorophyta,Pedinophyceae,1.0637225405394958e-05,CN19_Nisk_PS_Dawn_10m_2,5.717961546708598e-05
1903c111_5m-1,Chlorophyta,Pedinophyceae,8.123634980631222e-06,CN19_Nisk_PS_Dawn_5m_1,0.0
Las19c107_10m-1,Chlorophyta,Pedinophyceae,6.405365630184268e-06,CN19_Nisk_PS_Dusk_10m_1,0.0
Las19c107_10m-2,Chlorophyta,Pedinophyceae,1.1784630177822053e-05,CN19_Nisk_PS_Dusk_10m_2,0.0
Las19c107_5m-1,Chlorophyta,Pedinophyceae,7.863052216598882e-06,CN19_Nisk_PS_Dusk_5m_1,0.0
Las19c107_5m-2,Chlorophyta,Pedinophyceae,3.905483629966806e-06,CN19_Nisk_PS_Dusk_5m_2,0.0
Las19c107_75m-1,Chlorophyta,Pedinophyceae,3.6531594250478808e-06,CN19_Nisk_PS_Dusk_75m_1,1.769660932965244e-05
Las19c107_75m-2,Chlorophyta,Pedinophyceae,9.758195442138314e-06,CN19_Nisk_PS_Dusk_75m_2,0.0
Las19c107_75m-3,Chlorophyta,Pedinophyceae,7.489285302737976e-06,CN19_Nisk_PS_Dusk_75m_3,0.0
1903c119_100m-1,Chlorophyta,Pedinophyceae,4.862198046250439e-06,CN19_Nisk_SM_Dawn_100m_1,0.0
1903c119_100m-2,Chlorophyta,Pedinophyceae,1.7189095859790205e-06,CN19_Nisk_SM_Dawn_100m_2,0.0
1903c119_100m-3,Chlorophyta,Pedinophyceae,4.006707644450096e-06,CN19_Nisk_SM_Dawn_100m_3,0.0
1903c119_11m-1,Chlorophyta,Pedinophyceae,0.0,CN19_Nisk_SM_Dawn_11m_1,5.056787726164831e-05
1903c119_11m-2,Chlorophyta,Pedinophyceae,5.259738901596873e-06,CN19_Nisk_SM_Dawn_11m_2,0.0001071862420503
1903c114_100m-1,Chlorophyta,Pedinophyceae,5.983768967880415e-06,CN19_Nisk_SM_Day_100m_1,0.0
1903c114_100m-2,Chlorophyta,Pedinophyceae,5.759196981182537e-06,CN19_Nisk_SM_Day_100m_2,0.0
1903c114_100m-3,Chlorophyta,Pedinophyceae,3.903705141287765e-06,CN19_Nisk_SM_Day_100m_3,0.0
1903c114_10m-2,Chlorophyta,Pedinophyceae,9.777301536303384e-06,CN19_Nisk_SM_Day_10m_2,0.0
1903c117_100m-1,Chlorophyta,Pedinophyceae,6.889336608565963e-06,CN19_Nisk_SM_Dusk_100m_1,0.0
1903c117_100m-3,Chlorophyta,Pedinophyceae,4.176720879878001e-06,CN19_Nisk_SM_Dusk_100m_3,0.0
1903c117_50m-1,Chlorophyta,Pedinophyceae,2.1806171455443933e-06,CN19_Nisk_SM_Dusk_50m_1,0.0
1903c117_50m-2,Chlorophyta,Pedinophyceae,5.968175294301704e-06,CN19_Nisk_SM_Dusk_50m_2,0.0
1903c117_5m-1,Chlorophyta,Pedinophyceae,4.870181709066949e-06,CN19_Nisk_SM_Dusk_5m_1,0.0
1903c118_100m-1,Chlorophyta,Pedinophyceae,8.102312799339461e-06,CN19_Nisk_SM_Night_100m_1,0.0
1903c118_100m-2,Chlorophyta,Pedinophyceae,2.567662552851031e-06,CN19_Nisk_SM_Night_100m_2,0.0
D0057A,Chlorophyta,Pedinophyceae,7.84162201266778e-06,Lasker18Sc122_17_D0057,0.0
D0058A,Chlorophyta,Pedinophyceae,8.661912432998386e-06,Lasker18Sc122_19_D0058,0.0
D0052A,Chlorophyta,Pedinophyceae,1.3308480173890012e-06,Lasker18Sc122_3_D0052,0.0
D0053A,Chlorophyta,Pedinophyceae,1.2442374161416414e-06,Lasker18Sc122_5_D0053,0.0
