Metagenome sample,Phylum,Class,percent_TPM,ASV sample,18S reads
zr2760_59,Streptophyta,Polypodiopsida,1.8801867099765248e-06,CN18FESPkoa_SC30,0.0
zr2760_48,Streptophyta,Polypodiopsida,3.7525976244369662e-06,CN18FESPkoa_SC31,0.0
zr2760_50,Streptophyta,Polypodiopsida,2.0424862260682333e-06,CN18FESPkoa_SC32,0.0
zr2760_38,Streptophyta,Polypodiopsida,1.9400257043976283e-06,CN18FESPkoa_SC34,0.0
zr2760_62,Streptophyta,Polypodiopsida,1.5600590632381617e-06,CN18FESPkoa_SC35,0.0
zr2760_53,Streptophyta,Polypodiopsida,4.6118921341281725e-06,CN18FESPkoa_SC37,0.0
zr2760_49,Streptophyta,Polypodiopsida,2.0477976107877785e-05,CN18FESPkoa_SC40,0.0
zr2760_31,Streptophyta,Polypodiopsida,1.968576230592523e-06,CN18FESPkoa_SC41,0.0
zr2760_37,Streptophyta,Polypodiopsida,2.823503188080565e-06,CN18FESPkoa_SC43,0.0
zr2760_34,Streptophyta,Polypodiopsida,6.743817353004523e-07,CN18FESPkoa_SC44,0.0
zr2760_46,Streptophyta,Polypodiopsida,5.9702720897454094e-06,CN18FESPkoa_SC46,0.0
zr2760_18,Streptophyta,Polypodiopsida,2.176807632078995e-06,CN18FESPkoa_SC47,0.0
zr2760_56,Streptophyta,Polypodiopsida,7.961320158321331e-07,CN18FESPkoa_SC49,0.0
zr2760_41,Streptophyta,Polypodiopsida,2.1080774681888e-06,CN18FESPkoa_SC52,0.0
zr2760_35,Streptophyta,Polypodiopsida,1.4765545294296946e-06,CN18FESPkoa_SC53,0.0
zr2760_33,Streptophyta,Polypodiopsida,2.946674167413785e-06,CN18FESPkoa_SC55,0.0
zr2760_51,Streptophyta,Polypodiopsida,2.858768627186485e-06,CN18FESPkoa_SC56,0.0
zr2760_39,Streptophyta,Polypodiopsida,2.659306121335797e-06,CN18FESPkoa_SC57,0.0
zr2760_44,Streptophyta,Polypodiopsida,7.861844153448348e-07,CN18FESPkoa_SC58,0.0
zr2760_45,Streptophyta,Polypodiopsida,2.486419693986693e-06,CN18Fc12_8_eDNA,0.0
zr2760_67,Streptophyta,Polypodiopsida,5.42751562821599e-06,CN18Fc19_5_eDNA,0.0
zr2760_54,Streptophyta,Polypodiopsida,3.728535198181932e-06,CN18Fc21_6_eDNA,0.0
zr2760_63,Streptophyta,Polypodiopsida,5.255482098367279e-06,CN18Fc22_6_eDNA,0.0
zr2760_65,Streptophyta,Polypodiopsida,4.698662556448142e-06,CN18Fc24_6_eDNA,0.0
zr2760_42,Streptophyta,Polypodiopsida,6.732795052649052e-06,CN18Fc25_5_eDNA,0.0
zr2760_66,Streptophyta,Polypodiopsida,6.030072598622823e-06,CN18Fc27_4_eDNA,0.0
zr2760_16,Streptophyta,Polypodiopsida,3.797592401851829e-06,CN18Fc29_6_eDNA,0.0
zr2760_28,Streptophyta,Polypodiopsida,1.548097904197104e-06,CN18Fc30_4_eDNA,0.0
zr2760_58,Streptophyta,Polypodiopsida,3.225505989230147e-06,CN18Fc32_4_eDNA,0.0
zr2760_40,Streptophyta,Polypodiopsida,3.538157431881658e-06,CN18Fc33_5_eDNA,0.0
zr2760_36,Streptophyta,Polypodiopsida,4.7637311010651655e-06,CN18Fc35_5_eDNA,0.0
zr2760_47,Streptophyta,Polypodiopsida,1.7442814132133932e-06,CN18Fc36_6_eDNA,0.0
zr2760_60,Streptophyta,Polypodiopsida,1.272461056739046e-06,CN18Fc38_5_eDNA,0.0
zr2760_68,Streptophyta,Polypodiopsida,3.103178366889525e-06,CN18Fc40_6_eDNA,0.0
zr2760_57,Streptophyta,Polypodiopsida,5.299736725877538e-06,CN18Fc41_6_eDNA,0.0
zr2760_55,Streptophyta,Polypodiopsida,3.4187070401167183e-06,CN18Fc43_5_eDNA,0.0
zr2760_32,Streptophyta,Polypodiopsida,2.6592944193263955e-06,CN18Fc44_8_eDNA,0.0
zr2760_76,Streptophyta,Polypodiopsida,6.442841260775088e-05,CN18Fc46_8_eDNA,0.0
zr2760_69,Streptophyta,Polypodiopsida,5.450995062918348e-06,CN18Fc47_6_eDNA,0.0
zr2760_75,Streptophyta,Polypodiopsida,5.702914050917917e-06,CN18Fc49_6_eDNA,0.0
zr2760_71,Streptophyta,Polypodiopsida,8.18364404636358e-06,CN18Fc51_5_eDNA,0.0
zr2760_61,Streptophyta,Polypodiopsida,8.058318730670791e-06,CN18SESPkoa_SC36,0.0
zr2760_25,Streptophyta,Polypodiopsida,2.2963118801127717e-06,CN18SESPkoa_SC37,0.0
zr2760_73,Streptophyta,Polypodiopsida,9.332160762055044e-06,CN18SESPkoa_SC39,0.0
zr2760_17,Streptophyta,Polypodiopsida,4.7111991760644536e-06,CN18SESPkoa_SC40,0.0
zr2760_74,Streptophyta,Polypodiopsida,4.265031649579791e-06,CN18SESPkoa_SC41,0.0
zr2760_78,Streptophyta,Polypodiopsida,5.209395041838043e-06,CN18SESPkoa_SC44,0.0
zr2760_23,Streptophyta,Polypodiopsida,2.5714562722602734e-06,CN18SESPkoa_SC45,0.0
zr2760_10,Streptophyta,Polypodiopsida,4.3162008295381605e-06,CN18SESPkoa_SC47,0.0
zr2760_12,Streptophyta,Polypodiopsida,2.149983668097428e-06,CN18SESPkoa_SC49,0.0
zr2760_30,Streptophyta,Polypodiopsida,1.7967283544291493e-06,CN18Sc09_2_eDNA,0.0
zr2760_24,Streptophyta,Polypodiopsida,3.235362097334681e-06,CN18Sc10_2_eDNA,0.0
zr2760_27,Streptophyta,Polypodiopsida,3.6895975695558935e-06,CN18Sc14_2_eDNA,0.0
zr2760_26,Streptophyta,Polypodiopsida,4.909837603861808e-06,CN18Sc14_8_eDNA,0.0
zr2760_20,Streptophyta,Polypodiopsida,3.077806202488597e-06,CN18Sc15_2_eDNA,0.0
zr2760_77,Streptophyta,Polypodiopsida,8.832800644750717e-06,CN18Sc15_8_eDNA,0.0
zr2760_29,Streptophyta,Polypodiopsida,1.7712093010666484e-06,CN18Sc18_2_eDNA,0.0
zr2760_43,Streptophyta,Polypodiopsida,4.0358861279397e-06,CN18Sc18_8_eDNA,0.0
zr2760_21,Streptophyta,Polypodiopsida,3.97085448497069e-06,CN18Sc27_2_eDNA,0.0
zr2760_70,Streptophyta,Polypodiopsida,3.885449690330398e-06,CN18Sc27_8_eDNA,0.0
1903buk2_0m-1,Streptophyta,Polypodiopsida,2.082301188388384e-05,CN19_Buck2_SN_0m_1,0.0
1903buk2_0m-2,Streptophyta,Polypodiopsida,1.6679724168800403e-05,CN19_Buck2_SN_0m_2,0.0
1903buk3_0m-1,Streptophyta,Polypodiopsida,1.7869649947913948e-05,CN19_Buck3_SN_0m_1,0.0
1903buk4_0m-1,Streptophyta,Polypodiopsida,0.0003315854914749,CN19_Buck4_SM_Night_0m_1,0.0
1903buk4_0m-2,Streptophyta,Polypodiopsida,3.307480790567499e-05,CN19_Buck4_SM_Night_0m_2,0.0
1903_buk5-1,Streptophyta,Polypodiopsida,9.625734123474098e-06,CN19_Buck5_0m_1,0.0
1903_buk5-2,Streptophyta,Polypodiopsida,2.0800878598524183e-05,CN19_Buck5_0m_2,0.0
1903_buk6-1,Streptophyta,Polypodiopsida,3.942795374201715e-06,CN19_Buck6_Dav_Night_0m_1,0.0
1903_buk6-2,Streptophyta,Polypodiopsida,3.798605543494477e-06,CN19_Buck6_Dav_Night_0m_2,0.0
Las19c138_100m-1,Streptophyta,Polypodiopsida,2.327431257396124e-06,CN19_Nisk_Dav_Dawn_100m_1,0.0
Las19c138_100m-2,Streptophyta,Polypodiopsida,7.982050284500223e-06,CN19_Nisk_Dav_Dawn_100m_2,0.0
Las19c138_27m-1,Streptophyta,Polypodiopsida,1.8108158905289785e-05,CN19_Nisk_Dav_Dawn_27m_1,0.0
Las19c138_5m-1,Streptophyta,Polypodiopsida,3.425400630619808e-06,CN19_Nisk_Dav_Dawn_5m_1,0.0
Las19c138_5m-2,Streptophyta,Polypodiopsida,1.500635059980514e-05,CN19_Nisk_Dav_Dawn_5m_2,0.0
Las19c135_13m-1,Streptophyta,Polypodiopsida,1.6560159150189836e-06,CN19_Nisk_Dav_Dusk_13m_1,0.0
Las19c135_13m-3,Streptophyta,Polypodiopsida,2.0602903664751603e-05,CN19_Nisk_Dav_Dusk_13m_3,0.0
Las19c135_5m-1,Streptophyta,Polypodiopsida,1.5955873015985775e-05,CN19_Nisk_Dav_Dusk_5m_1,0.0
Las19c135_5m-2,Streptophyta,Polypodiopsida,6.359189251439491e-06,CN19_Nisk_Dav_Dusk_5m_2,0.0
Las19c135_70m-1,Streptophyta,Polypodiopsida,7.561404998235428e-06,CN19_Nisk_Dav_Dusk_70m_1,0.0
Las19c135_70m-2,Streptophyta,Polypodiopsida,4.516199928179561e-06,CN19_Nisk_Dav_Dusk_70m_2,0.0
Las19c135_70m-3,Streptophyta,Polypodiopsida,6.601013794304503e-06,CN19_Nisk_Dav_Dusk_70m_3,0.0
1903c134_12m-1,Streptophyta,Polypodiopsida,1.1321633080726164e-05,CN19_Nisk_Dav_Predusk_12m_1,0.0
1903c144_13m-1,Streptophyta,Polypodiopsida,3.318338895261791e-06,CN19_Nisk_Far_13m_1,0.0
1903c144_13m-2,Streptophyta,Polypodiopsida,2.697466141838348e-06,CN19_Nisk_Far_13m_2,0.0
1903c144_5m-1,Streptophyta,Polypodiopsida,1.8331128451385465e-05,CN19_Nisk_Far_5m_1,0.0
1903c144_5m-2,Streptophyta,Polypodiopsida,1.4774083866724368e-05,CN19_Nisk_Far_5m_2,0.0
1903c144_60m-1,Streptophyta,Polypodiopsida,1.6489228922066336e-05,CN19_Nisk_Far_60m_1,0.0
1903c144_60m-2,Streptophyta,Polypodiopsida,1.2828365144736043e-05,CN19_Nisk_Far_60m_2,0.0
1903c144_60m-3,Streptophyta,Polypodiopsida,6.425575693220791e-06,CN19_Nisk_Far_60m_3,0.0
1903c129_100m-1,Streptophyta,Polypodiopsida,2.098976624456383e-05,CN19_Nisk_MO_Dawn_100m_1,0.0
1903c129_100m-2,Streptophyta,Polypodiopsida,1.1528194009447747e-05,CN19_Nisk_MO_Dawn_100m_2,0.0
1903c129_100m-3,Streptophyta,Polypodiopsida,1.6019085286429896e-05,CN19_Nisk_MO_Dawn_100m_3,0.0
1903c129_26m-1,Streptophyta,Polypodiopsida,6.234607723506623e-06,CN19_Nisk_MO_Dawn_26m_1,0.0
1903c129_26m-2,Streptophyta,Polypodiopsida,1.6892091878403584e-05,CN19_Nisk_MO_Dawn_26m_2,0.0
1903c129_5m-1,Streptophyta,Polypodiopsida,4.409093177493416e-06,CN19_Nisk_MO_Dawn_5m_1,0.0
1903c129_5m-2,Streptophyta,Polypodiopsida,6.409438483609425e-06,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c127_100m-2,Streptophyta,Polypodiopsida,4.711768457843595e-06,CN19_Nisk_MO_Night_100m_2,0.0
1903c127_100m-3,Streptophyta,Polypodiopsida,5.785831120914769e-06,CN19_Nisk_MO_Night_100m_3,0.0
1903c127_5m-1,Streptophyta,Polypodiopsida,2.580169645608515e-05,CN19_Nisk_MO_Night_5m_1,0.0
1903c127_5m-2,Streptophyta,Polypodiopsida,4.756212491042563e-06,CN19_Nisk_MO_Night_5m_2,0.0
1903c127_7m-1,Streptophyta,Polypodiopsida,2.3177460923058824e-06,CN19_Nisk_MO_Night_7m_1,0.0
1903c126_100m-1,Streptophyta,Polypodiopsida,8.179849020866965e-06,CN19_Nisk_PB_Dawn_100m_1,0.0
1903c126_100m-2,Streptophyta,Polypodiopsida,1.1967801515491557e-05,CN19_Nisk_PB_Dawn_100m_2,0.0
1903c126_100m-3,Streptophyta,Polypodiopsida,5.762846182387474e-06,CN19_Nisk_PB_Dawn_100m_3,0.0
1903c126_45m-1,Streptophyta,Polypodiopsida,5.871662307887531e-06,CN19_Nisk_PB_Dawn_45m_1,0.0
1903c126_45m-2,Streptophyta,Polypodiopsida,1.13150433978234e-05,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_5m-1,Streptophyta,Polypodiopsida,9.879938719726678e-06,CN19_Nisk_PB_Dawn_5m_1,0.0
1903c126_5m-2,Streptophyta,Polypodiopsida,1.798126573663324e-05,CN19_Nisk_PB_Dawn_5m_2,0.0
1903c122_100m-1,Streptophyta,Polypodiopsida,2.2823587123782167e-05,CN19_Nisk_PB_Day_100m_1,0.0
1903c122_100m-2,Streptophyta,Polypodiopsida,7.760668658778515e-06,CN19_Nisk_PB_Day_100m_2,0.0
1903c122_100m-3,Streptophyta,Polypodiopsida,8.059621177731797e-06,CN19_Nisk_PB_Day_100m_3,0.0
1903c122_28m-1,Streptophyta,Polypodiopsida,8.278955457938155e-06,CN19_Nisk_PB_Day_28m_1,0.0
1903c122_28m-2,Streptophyta,Polypodiopsida,9.317935013543035e-06,CN19_Nisk_PB_Day_28m_2,0.0
1903c122_5m-1,Streptophyta,Polypodiopsida,7.58527874641055e-06,CN19_Nisk_PB_Day_5m_1,0.0
1903c122_5m-2,Streptophyta,Polypodiopsida,1.1110585619613746e-05,CN19_Nisk_PB_Day_5m_2,0.0
1903c123_10m-1,Streptophyta,Polypodiopsida,1.6146945279285824e-05,CN19_Nisk_PB_Dusk_10m_1,0.0
1903c123_10m-2,Streptophyta,Polypodiopsida,1.5275350109628262e-05,CN19_Nisk_PB_Dusk_10m_2,0.0
1903c123_5m-2,Streptophyta,Polypodiopsida,1.5161227811603218e-05,CN19_Nisk_PB_Dusk_5m_2,0.0
1903c123_70m-1,Streptophyta,Polypodiopsida,1.0611936645102543e-05,CN19_Nisk_PB_Dusk_70m_1,0.0
1903c123_70m-2,Streptophyta,Polypodiopsida,7.684960260957848e-06,CN19_Nisk_PB_Dusk_70m_2,0.0
1903c123_70m-3,Streptophyta,Polypodiopsida,1.1441197460065722e-05,CN19_Nisk_PB_Dusk_70m_3,0.0
1903c124_100m-2,Streptophyta,Polypodiopsida,1.345534434021608e-05,CN19_Nisk_PB_Night_100m_2,0.0
1903c124_100m-3,Streptophyta,Polypodiopsida,9.918694614077336e-06,CN19_Nisk_PB_Night_100m_3,0.0
1903c124_15m-1,Streptophyta,Polypodiopsida,4.002538178317407e-06,CN19_Nisk_PB_Night_15m_1,0.0
1903c124_5m-1,Streptophyta,Polypodiopsida,1.03875677835767e-05,CN19_Nisk_PB_Night_5m_1,0.0
1903c124_5m-2,Streptophyta,Polypodiopsida,6.109194429627407e-06,CN19_Nisk_PB_Night_5m_2,0.0
1903c111_100m-1,Streptophyta,Polypodiopsida,7.605619790414342e-06,CN19_Nisk_PS_Dawn_100m_1,0.0
1903c111_100m-2,Streptophyta,Polypodiopsida,1.6451526108283385e-05,CN19_Nisk_PS_Dawn_100m_2,0.0
1903c111_100m-3,Streptophyta,Polypodiopsida,1.326351113546801e-05,CN19_Nisk_PS_Dawn_100m_3,0.0
1903c111_10m-1,Streptophyta,Polypodiopsida,1.2419580812162992e-05,CN19_Nisk_PS_Dawn_10m_1,0.0
1903c111_10m-2,Streptophyta,Polypodiopsida,1.349412276078698e-05,CN19_Nisk_PS_Dawn_10m_2,0.0
1903c111_5m-1,Streptophyta,Polypodiopsida,8.919893076326459e-06,CN19_Nisk_PS_Dawn_5m_1,0.0
Las19c107_10m-1,Streptophyta,Polypodiopsida,8.532075659996876e-06,CN19_Nisk_PS_Dusk_10m_1,0.0
Las19c107_10m-2,Streptophyta,Polypodiopsida,1.0750220545462364e-05,CN19_Nisk_PS_Dusk_10m_2,0.0
Las19c107_5m-1,Streptophyta,Polypodiopsida,8.135235420035372e-06,CN19_Nisk_PS_Dusk_5m_1,0.0
Las19c107_5m-2,Streptophyta,Polypodiopsida,4.900424218330143e-06,CN19_Nisk_PS_Dusk_5m_2,0.0
Las19c107_75m-1,Streptophyta,Polypodiopsida,4.341385847937114e-06,CN19_Nisk_PS_Dusk_75m_1,0.0
Las19c107_75m-2,Streptophyta,Polypodiopsida,1.367102869919196e-05,CN19_Nisk_PS_Dusk_75m_2,0.0
Las19c107_75m-3,Streptophyta,Polypodiopsida,7.903793681248824e-06,CN19_Nisk_PS_Dusk_75m_3,0.0
1903c119_100m-1,Streptophyta,Polypodiopsida,5.823321191203963e-06,CN19_Nisk_SM_Dawn_100m_1,0.0
1903c119_100m-2,Streptophyta,Polypodiopsida,9.752603718583252e-06,CN19_Nisk_SM_Dawn_100m_2,0.0
1903c119_100m-3,Streptophyta,Polypodiopsida,1.115954330748726e-05,CN19_Nisk_SM_Dawn_100m_3,0.0
1903c119_11m-1,Streptophyta,Polypodiopsida,2.2318290586733108e-05,CN19_Nisk_SM_Dawn_11m_1,0.0
1903c119_5m-2,Streptophyta,Polypodiopsida,3.2629552464497148e-06,CN19_Nisk_SM_Dawn_5m_1,0.0
1903c114_100m-1,Streptophyta,Polypodiopsida,4.671996994063064e-06,CN19_Nisk_SM_Day_100m_1,0.0
1903c114_100m-2,Streptophyta,Polypodiopsida,7.875256294076097e-06,CN19_Nisk_SM_Day_100m_2,0.0
1903c114_100m-3,Streptophyta,Polypodiopsida,1.2664700469656524e-05,CN19_Nisk_SM_Day_100m_3,0.0
1903c114_10m-1,Streptophyta,Polypodiopsida,2.4239483733208844e-05,CN19_Nisk_SM_Day_10m_1,0.0
1903c114_10m-2,Streptophyta,Polypodiopsida,7.247732070507095e-06,CN19_Nisk_SM_Day_10m_2,0.0
1903c117_100m-1,Streptophyta,Polypodiopsida,1.8813006211537904e-05,CN19_Nisk_SM_Dusk_100m_1,0.0
1903c117_100m-2,Streptophyta,Polypodiopsida,1.1828320134682484e-05,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-3,Streptophyta,Polypodiopsida,1.610905614469968e-05,CN19_Nisk_SM_Dusk_100m_3,0.0
1903c117_50m-1,Streptophyta,Polypodiopsida,6.664375996667684e-06,CN19_Nisk_SM_Dusk_50m_1,0.0
1903c117_50m-2,Streptophyta,Polypodiopsida,2.400316648759019e-05,CN19_Nisk_SM_Dusk_50m_2,0.0
1903c117_5m-1,Streptophyta,Polypodiopsida,1.4249415314181927e-05,CN19_Nisk_SM_Dusk_5m_1,0.0
1903c118_100m-1,Streptophyta,Polypodiopsida,7.312404013022896e-06,CN19_Nisk_SM_Night_100m_1,0.0
1903c118_100m-2,Streptophyta,Polypodiopsida,5.169300085552069e-06,CN19_Nisk_SM_Night_100m_2,0.0
D0057A,Streptophyta,Polypodiopsida,3.663001295955129e-06,Lasker18Sc122_17_D0057,0.0
D0058A,Streptophyta,Polypodiopsida,4.370868650223088e-06,Lasker18Sc122_19_D0058,0.0
D0052A,Streptophyta,Polypodiopsida,2.4437941755885057e-06,Lasker18Sc122_3_D0052,0.0
D0053A,Streptophyta,Polypodiopsida,3.939788525347356e-06,Lasker18Sc122_5_D0053,0.0
D0068A,Streptophyta,Polypodiopsida,1.6481467508939055e-06,Lasker18Sc123_17_D0068,0.0
D0069A,Streptophyta,Polypodiopsida,2.8957152161800955e-06,Lasker18Sc123_19_D0069,0.0
D0063A,Streptophyta,Polypodiopsida,4.325178141923305e-06,Lasker18Sc123_3_D0063,0.0
D0064A,Streptophyta,Polypodiopsida,2.3106073917025187e-06,Lasker18Sc123_5_D0064,0.0
D0079A,Streptophyta,Polypodiopsida,1.909891788649258e-05,Lasker18Sc124_19_D0079,0.0
D0073A,Streptophyta,Polypodiopsida,4.924349484931003e-06,Lasker18Sc124_3_D0073,0.0
D0074A,Streptophyta,Polypodiopsida,4.016584583838165e-06,Lasker18Sc124_5_D0074,0.0
D0090A,Streptophyta,Polypodiopsida,1.141584943933015e-05,Lasker18Sc126_17_D0090,0.0
D0085A,Streptophyta,Polypodiopsida,1.5043127204342883e-06,Lasker18Sc126_3_D0085,0.0
D0086A,Streptophyta,Polypodiopsida,1.340144796388545e-06,Lasker18Sc126_5_D0086,0.0
D0100A,Streptophyta,Polypodiopsida,1.6727077916969383e-05,Lasker18Sc127_17_D0100,0.0
D0101A,Streptophyta,Polypodiopsida,1.492693629654558e-05,Lasker18Sc127_19_D0101,0.0
D0095A,Streptophyta,Polypodiopsida,1.3239359860587045e-06,Lasker18Sc127_3_D0095,0.0
D0096A,Streptophyta,Polypodiopsida,1.1239210044745042e-06,Lasker18Sc127_5_D0096,0.0
D0110A,Streptophyta,Polypodiopsida,4.576144158745417e-06,Lasker18Sc128_16_D0110,0.0
D0111A,Streptophyta,Polypodiopsida,3.0432769672077807e-06,Lasker18Sc128_19_D0111,0.0
D0105A,Streptophyta,Polypodiopsida,1.93511162361164e-06,Lasker18Sc128_3_D0105,0.0
D0107A,Streptophyta,Polypodiopsida,1.5779935808007858e-06,Lasker18Sc128_7_D0107,0.0
D0121A,Streptophyta,Polypodiopsida,4.900465626359365e-06,Lasker18Sc129_17_D0121,0.0
D0122A,Streptophyta,Polypodiopsida,6.936327492311182e-06,Lasker18Sc129_19_D0122,0.0
D0116A,Streptophyta,Polypodiopsida,3.141980752091105e-06,Lasker18Sc129_3_D0116,0.0
D0117A,Streptophyta,Polypodiopsida,5.339051434481713e-06,Lasker18Sc129_5_D0117,0.0
D0132A,Streptophyta,Polypodiopsida,5.882650730377217e-06,Lasker18Sc130_17_D0132,0.0
D0133A,Streptophyta,Polypodiopsida,1.864171692110648e-06,Lasker18Sc130_19_D0133,0.0
D0127A,Streptophyta,Polypodiopsida,2.6437454870734163e-06,Lasker18Sc130_3_D0127,0.0
D0128A,Streptophyta,Polypodiopsida,3.13485985568626e-06,Lasker18Sc130_5_D0128,0.0
D0142A,Streptophyta,Polypodiopsida,8.47361832788353e-06,Lasker18Sc132_17_D0142,0.0
D0143A,Streptophyta,Polypodiopsida,8.744235458280072e-06,Lasker18Sc132_19_D0143,0.0
D0137A,Streptophyta,Polypodiopsida,2.011543287131466e-06,Lasker18Sc132_3_D0137,0.0
D0138A,Streptophyta,Polypodiopsida,3.1886906264610893e-06,Lasker18Sc132_5_D0138,0.0
D0152A,Streptophyta,Polypodiopsida,5.9569773426417744e-05,Lasker18Sc133_17_D0152,0.0
D0153A,Streptophyta,Polypodiopsida,4.880459850347113e-06,Lasker18Sc133_19_D0153,0.0
D0147A,Streptophyta,Polypodiopsida,4.325118118499753e-06,Lasker18Sc133_3_D0147,0.0
D0148A,Streptophyta,Polypodiopsida,0.0001041924361964,Lasker18Sc133_5_D0148,0.0
D0163A,Streptophyta,Polypodiopsida,1.18214832030037e-05,Lasker18Sc134_17_D0163,0.0
D0164A,Streptophyta,Polypodiopsida,4.840028379276439e-06,Lasker18Sc134_19_D0164,0.0
D0158A,Streptophyta,Polypodiopsida,2.295750910208286e-06,Lasker18Sc134_3_D0158,0.0
D0159A,Streptophyta,Polypodiopsida,4.2698568023036064e-06,Lasker18Sc134_5_D0159,0.0
D0173A,Streptophyta,Polypodiopsida,1.125013282594426e-05,Lasker18Sc135_17_D0173,0.0
D0174A,Streptophyta,Polypodiopsida,6.753858128780742e-05,Lasker18Sc135_19_D0174,0.0
D0275A,Streptophyta,Polypodiopsida,2.400698069786146e-06,Lasker18Sc158_17_D0275,0.0
D0276A,Streptophyta,Polypodiopsida,1.2855271860832237e-06,Lasker18Sc158_19_D0276,0.0
D0270A,Streptophyta,Polypodiopsida,3.3672642221197247e-06,Lasker18Sc158_3_D0270,0.0
D0271A,Streptophyta,Polypodiopsida,2.954360311632481e-06,Lasker18Sc158_5_D0271,0.0
Las19c135_13m-1,Streptophyta,Sphagnopsida,1.8359700222447175e-06,CN19_Nisk_Dav_Dusk_13m_1,0.0
D0275A,Streptophyta,Sphagnopsida,3.103209325862416e-07,Lasker18Sc158_17_D0275,0.0
zr2760_52,Streptophyta,Unclassified,0.0001205834638371,CN18FESPkoa_SC24,0.0
zr2760_64,Streptophyta,Unclassified,9.82565380216818e-05,CN18FESPkoa_SC26,0.0
zr2760_79,Streptophyta,Unclassified,7.123429559659647e-05,CN18FESPkoa_SC29,0.0
zr2760_59,Streptophyta,Unclassified,8.055053423047558e-05,CN18FESPkoa_SC30,0.0
zr2760_48,Streptophyta,Unclassified,7.221545761108473e-05,CN18FESPkoa_SC31,0.0
zr2760_50,Streptophyta,Unclassified,6.88193904526121e-05,CN18FESPkoa_SC32,0.0
zr2760_38,Streptophyta,Unclassified,7.237163222788046e-05,CN18FESPkoa_SC34,0.0
zr2760_62,Streptophyta,Unclassified,4.4276784610150296e-05,CN18FESPkoa_SC35,0.0
zr2760_53,Streptophyta,Unclassified,5.7453933064425617e-05,CN18FESPkoa_SC37,0.0
zr2760_49,Streptophyta,Unclassified,6.371702266598542e-05,CN18FESPkoa_SC40,0.0
zr2760_31,Streptophyta,Unclassified,7.150050485456556e-05,CN18FESPkoa_SC41,0.0
zr2760_37,Streptophyta,Unclassified,6.431753888538041e-05,CN18FESPkoa_SC43,0.0
zr2760_34,Streptophyta,Unclassified,3.906768303596816e-05,CN18FESPkoa_SC44,0.0
zr2760_46,Streptophyta,Unclassified,0.000106251481408,CN18FESPkoa_SC46,0.0
zr2760_18,Streptophyta,Unclassified,6.157034908535064e-05,CN18FESPkoa_SC47,0.0
zr2760_56,Streptophyta,Unclassified,5.5920587368674166e-05,CN18FESPkoa_SC49,0.0
zr2760_41,Streptophyta,Unclassified,4.28563186486477e-05,CN18FESPkoa_SC52,0.0
zr2760_35,Streptophyta,Unclassified,6.492788513254088e-05,CN18FESPkoa_SC53,0.0
zr2760_33,Streptophyta,Unclassified,4.30689522080293e-05,CN18FESPkoa_SC55,0.0
zr2760_51,Streptophyta,Unclassified,5.781302725148675e-05,CN18FESPkoa_SC56,0.0
zr2760_39,Streptophyta,Unclassified,5.422076980300156e-05,CN18FESPkoa_SC57,0.0
zr2760_44,Streptophyta,Unclassified,4.446537639832038e-05,CN18FESPkoa_SC58,0.0
zr2760_45,Streptophyta,Unclassified,0.000103558022157,CN18Fc12_8_eDNA,0.0
zr2760_67,Streptophyta,Unclassified,0.000108204359601,CN18Fc19_5_eDNA,0.0
zr2760_54,Streptophyta,Unclassified,6.820867714282007e-05,CN18Fc21_6_eDNA,0.0
zr2760_63,Streptophyta,Unclassified,0.0001239408522774,CN18Fc22_6_eDNA,0.0
zr2760_65,Streptophyta,Unclassified,0.0001201160838499,CN18Fc24_6_eDNA,0.0
zr2760_42,Streptophyta,Unclassified,6.71156906866933e-05,CN18Fc25_5_eDNA,0.0
zr2760_66,Streptophyta,Unclassified,0.0001576143693762,CN18Fc27_4_eDNA,0.0
zr2760_16,Streptophyta,Unclassified,0.0001326169566735,CN18Fc29_6_eDNA,0.0
zr2760_28,Streptophyta,Unclassified,0.0001044582076401,CN18Fc30_4_eDNA,0.0
zr2760_58,Streptophyta,Unclassified,7.518637867611654e-05,CN18Fc32_4_eDNA,0.0
zr2760_40,Streptophyta,Unclassified,8.482435591916652e-05,CN18Fc33_5_eDNA,0.0
zr2760_36,Streptophyta,Unclassified,8.570098575705756e-05,CN18Fc35_5_eDNA,0.0
zr2760_47,Streptophyta,Unclassified,8.235517741775862e-05,CN18Fc36_6_eDNA,0.0
zr2760_60,Streptophyta,Unclassified,9.447796116654862e-05,CN18Fc38_5_eDNA,0.0
zr2760_68,Streptophyta,Unclassified,8.811235816946751e-05,CN18Fc40_6_eDNA,0.0
zr2760_57,Streptophyta,Unclassified,9.019841595587066e-05,CN18Fc41_6_eDNA,0.0
zr2760_55,Streptophyta,Unclassified,7.97091433575845e-05,CN18Fc43_5_eDNA,0.0
zr2760_32,Streptophyta,Unclassified,0.0001210236563233,CN18Fc44_8_eDNA,0.0
zr2760_76,Streptophyta,Unclassified,0.0001358976929887,CN18Fc46_8_eDNA,0.0
zr2760_69,Streptophyta,Unclassified,0.0001168593455059,CN18Fc47_6_eDNA,0.0
zr2760_75,Streptophyta,Unclassified,0.0001618279641712,CN18Fc49_6_eDNA,0.0
