Phylum,Class,18S sample,18S reads
Ctenophora,Tentaculata,Lasker18Sc123_17_D0068,0
Ctenophora,Tentaculata,Lasker18Sc123_19_D0069,0
Ctenophora,Tentaculata,Lasker18Sc123_3_D0063,0.000801641
Ctenophora,Tentaculata,Lasker18Sc123_5_D0064,0.000303526
Ctenophora,Tentaculata,Lasker18Sc124_17_D0078,6.44E-05
Ctenophora,Tentaculata,Lasker18Sc124_19_D0079,0.00021243
Ctenophora,Tentaculata,Lasker18Sc124_3_D0073,0.001276441
Ctenophora,Tentaculata,Lasker18Sc124_5_D0074,0.000877311
Ctenophora,Tentaculata,Lasker18Sc126_17_D0090,0
Ctenophora,Tentaculata,Lasker18Sc126_3_D0085,0.000242248
Ctenophora,Tentaculata,Lasker18Sc126_5_D0086,5.03E-05
Ctenophora,Tentaculata,Lasker18Sc127_17_D0100,6.84E-05
Ctenophora,Tentaculata,Lasker18Sc127_19_D0101,0.000167496
Ctenophora,Tentaculata,Lasker18Sc127_3_D0095,0.000210622
Ctenophora,Tentaculata,Lasker18Sc127_5_D0096,0.001011926
Ctenophora,Tentaculata,Lasker18Sc128_16_D0110,0.000118469
Ctenophora,Tentaculata,Lasker18Sc128_19_D0111,0.000332662
Ctenophora,Tentaculata,Lasker18Sc128_3_D0105,0.006190777
Ctenophora,Tentaculata,Lasker18Sc128_7_D0107,0.002422645
Ctenophora,Tentaculata,Lasker18Sc129_17_D0121,7.98E-05
Ctenophora,Tentaculata,Lasker18Sc129_19_D0122,0.000741008
Ctenophora,Tentaculata,Lasker18Sc129_3_D0116,0.000125007
Ctenophora,Tentaculata,Lasker18Sc129_5_D0117,0.000627648
Ctenophora,Tentaculata,Lasker18Sc130_17_D0132,2.08E-05
Ctenophora,Tentaculata,Lasker18Sc130_19_D0133,0
Ctenophora,Tentaculata,Lasker18Sc130_3_D0127,0.000948734
Ctenophora,Tentaculata,Lasker18Sc130_5_D0128,0.001304736
Ctenophora,Tentaculata,Lasker18Sc132_17_D0142,0
Ctenophora,Tentaculata,Lasker18Sc132_19_D0143,0
Ctenophora,Tentaculata,Lasker18Sc132_3_D0137,0.000593098
Ctenophora,Tentaculata,Lasker18Sc132_5_D0138,0.000434751
Ctenophora,Tentaculata,Lasker18Sc133_17_D0152,0.002439355
Ctenophora,Tentaculata,Lasker18Sc133_19_D0153,6.32E-05
Ctenophora,Tentaculata,Lasker18Sc133_3_D0147,0.000186274
Ctenophora,Tentaculata,Lasker18Sc133_5_D0148,0.012328767
Ctenophora,Tentaculata,Lasker18Sc134_17_D0163,0.000465888
Ctenophora,Tentaculata,Lasker18Sc134_19_D0164,5.67E-05
Ctenophora,Tentaculata,Lasker18Sc134_3_D0158,0.001071524
Ctenophora,Tentaculata,Lasker18Sc134_5_D0159,0.000776671
Ctenophora,Tentaculata,Lasker18Sc135_17_D0173,4.40E-05
Ctenophora,Tentaculata,Lasker18Sc135_19_D0174,0
Ctenophora,Tentaculata,Lasker18Sc158_17_D0275,7.06E-05
Ctenophora,Tentaculata,Lasker18Sc158_19_D0276,5.12E-05
Ctenophora,Tentaculata,Lasker18Sc158_3_D0270,0.000160391
Ctenophora,Tentaculata,Lasker18Sc158_5_D0271,0.000157222
Ctenophora,nan,CN18FESPkoa_SC24,0
Ctenophora,nan,CN18FESPkoa_SC26,0
Ctenophora,nan,CN18FESPkoa_SC29,0
Ctenophora,nan,CN18FESPkoa_SC30,0
Ctenophora,nan,CN18FESPkoa_SC31,0
Ctenophora,nan,CN18FESPkoa_SC32,0
Ctenophora,nan,CN18FESPkoa_SC34,0
Ctenophora,nan,CN18FESPkoa_SC35,0
Ctenophora,nan,CN18FESPkoa_SC37,0
Ctenophora,nan,CN18FESPkoa_SC40,0
Ctenophora,nan,CN18FESPkoa_SC41,0
Ctenophora,nan,CN18FESPkoa_SC43,0
Ctenophora,nan,CN18FESPkoa_SC44,0
Ctenophora,nan,CN18FESPkoa_SC46,0
Ctenophora,nan,CN18FESPkoa_SC47,0
Ctenophora,nan,CN18FESPkoa_SC49,0
Ctenophora,nan,CN18FESPkoa_SC52,0
Ctenophora,nan,CN18FESPkoa_SC53,0
Ctenophora,nan,CN18FESPkoa_SC55,0
Ctenophora,nan,CN18FESPkoa_SC56,0
Ctenophora,nan,CN18FESPkoa_SC57,0
Ctenophora,nan,CN18FESPkoa_SC58,3.27E-05
Ctenophora,nan,CN18Fc12_8_eDNA,0
Ctenophora,nan,CN18Fc19_5_eDNA,0
Ctenophora,nan,CN18Fc21_6_eDNA,0
Ctenophora,nan,CN18Fc22_6_eDNA,0
Ctenophora,nan,CN18Fc24_6_eDNA,0
Ctenophora,nan,CN18Fc25_5_eDNA,0
Ctenophora,nan,CN18Fc27_4_eDNA,0
Ctenophora,nan,CN18Fc29_6_eDNA,0
Ctenophora,nan,CN18Fc30_4_eDNA,0
Ctenophora,nan,CN18Fc32_4_eDNA,0
Ctenophora,nan,CN18Fc33_5_eDNA,0
Ctenophora,nan,CN18Fc35_5_eDNA,0
Ctenophora,nan,CN18Fc36_6_eDNA,0
Ctenophora,nan,CN18Fc38_5_eDNA,0
Ctenophora,nan,CN18Fc40_6_eDNA,0
Ctenophora,nan,CN18Fc41_6_eDNA,0
Ctenophora,nan,CN18Fc43_5_eDNA,0
Ctenophora,nan,CN18Fc44_8_eDNA,0
Ctenophora,nan,CN18Fc46_8_eDNA,0
Ctenophora,nan,CN18Fc47_6_eDNA,0
Ctenophora,nan,CN18Fc49_6_eDNA,0
Ctenophora,nan,CN18Fc51_5_eDNA,0
Ctenophora,nan,CN18SESPkoa_SC36,0
Ctenophora,nan,CN18SESPkoa_SC37,0.002492212
Ctenophora,nan,CN18SESPkoa_SC39,0
Ctenophora,nan,CN18SESPkoa_SC40,0.001430752
Ctenophora,nan,CN18SESPkoa_SC41,0
Ctenophora,nan,CN18SESPkoa_SC44,0
Ctenophora,nan,CN18SESPkoa_SC45,0.000838725
Ctenophora,nan,CN18SESPkoa_SC47,0.002188029
Ctenophora,nan,CN18SESPkoa_SC49,0.001831712
Ctenophora,nan,CN18Sc09_2_eDNA,0.003630042
Ctenophora,nan,CN18Sc10_2_eDNA,0.002848805
Ctenophora,nan,CN18Sc14_2_eDNA,0.002333652
Ctenophora,nan,CN18Sc14_8_eDNA,7.89E-05
Ctenophora,nan,CN18Sc15_2_eDNA,0.00266513
Ctenophora,nan,CN18Sc15_8_eDNA,0
Ctenophora,nan,CN18Sc18_2_eDNA,0.001883442
Ctenophora,nan,CN18Sc18_8_eDNA,0
Ctenophora,nan,CN18Sc27_2_eDNA,0.001176581
Ctenophora,nan,CN18Sc27_8_eDNA,0
Ctenophora,nan,CN19_Buck1_SN_0m_1,0
Ctenophora,nan,CN19_Buck1_SN_0m_2,0
Ctenophora,nan,CN19_Buck2_SN_0m_1,0
Ctenophora,nan,CN19_Buck2_SN_0m_2,0
Ctenophora,nan,CN19_Buck3_SN_0m_1,0
Ctenophora,nan,CN19_Buck4_SM_Night_0m_1,0
Ctenophora,nan,CN19_Buck4_SM_Night_0m_2,0
Ctenophora,nan,CN19_Buck5_0m_1,0
Ctenophora,nan,CN19_Buck5_0m_2,0
Ctenophora,nan,CN19_Buck6_Dav_Night_0m_1,0
Ctenophora,nan,CN19_Buck6_Dav_Night_0m_2,0
Ctenophora,nan,CN19_Nisk_Dav_Dawn_100m_1,0
Ctenophora,nan,CN19_Nisk_Dav_Dawn_100m_2,1.99E-05
Ctenophora,nan,CN19_Nisk_Dav_Dawn_100m_3,0
Ctenophora,nan,CN19_Nisk_Dav_Dawn_27m_1,0
Ctenophora,nan,CN19_Nisk_Dav_Dawn_27m_2,0
Ctenophora,nan,CN19_Nisk_Dav_Dawn_5m_1,0
Ctenophora,nan,CN19_Nisk_Dav_Dawn_5m_2,0
Ctenophora,nan,CN19_Nisk_Dav_Dusk_13m_1,0
Ctenophora,nan,CN19_Nisk_Dav_Dusk_13m_3,0
Ctenophora,nan,CN19_Nisk_Dav_Dusk_5m_1,0
Ctenophora,nan,CN19_Nisk_Dav_Dusk_5m_2,0
Ctenophora,nan,CN19_Nisk_Dav_Dusk_70m_1,0
Ctenophora,nan,CN19_Nisk_Dav_Dusk_70m_2,0
Ctenophora,nan,CN19_Nisk_Dav_Dusk_70m_3,0
Ctenophora,nan,CN19_Nisk_Dav_Predusk_12m_1,1.68E-05
Ctenophora,nan,CN19_Nisk_Far_13m_1,0
Ctenophora,nan,CN19_Nisk_Far_13m_2,0
Ctenophora,nan,CN19_Nisk_Far_5m_1,0
Ctenophora,nan,CN19_Nisk_Far_5m_2,0
Ctenophora,nan,CN19_Nisk_Far_60m_1,0
Ctenophora,nan,CN19_Nisk_Far_60m_2,0
Ctenophora,nan,CN19_Nisk_Far_60m_3,0
Ctenophora,nan,CN19_Nisk_MO_Dawn_100m_1,0
Ctenophora,nan,CN19_Nisk_MO_Dawn_100m_2,0
Ctenophora,nan,CN19_Nisk_MO_Dawn_100m_3,0
Ctenophora,nan,CN19_Nisk_MO_Dawn_26m_1,0
Ctenophora,nan,CN19_Nisk_MO_Dawn_26m_2,0
Ctenophora,nan,CN19_Nisk_MO_Dawn_5m_1,0
Ctenophora,nan,CN19_Nisk_MO_Dawn_5m_2,0
Ctenophora,nan,CN19_Nisk_MO_Night_100m_2,0.000105282
Ctenophora,nan,CN19_Nisk_MO_Night_100m_3,0
Ctenophora,nan,CN19_Nisk_MO_Night_5m_1,0
Ctenophora,nan,CN19_Nisk_MO_Night_5m_2,0
Ctenophora,nan,CN19_Nisk_MO_Night_7m_1,0
Ctenophora,nan,CN19_Nisk_MO_Night_7m_2,0
Ctenophora,nan,CN19_Nisk_PB_Dawn_100m_1,0
Ctenophora,nan,CN19_Nisk_PB_Dawn_100m_2,0
Ctenophora,nan,CN19_Nisk_PB_Dawn_100m_3,0
Ctenophora,nan,CN19_Nisk_PB_Dawn_45m_1,0
Ctenophora,nan,CN19_Nisk_PB_Dawn_45m_2,0
Ctenophora,nan,CN19_Nisk_PB_Dawn_5m_1,0
Ctenophora,nan,CN19_Nisk_PB_Dawn_5m_2,0
Ctenophora,nan,CN19_Nisk_PB_Day_100m_1,0
Ctenophora,nan,CN19_Nisk_PB_Day_100m_2,0
Ctenophora,nan,CN19_Nisk_PB_Day_100m_3,0
Ctenophora,nan,CN19_Nisk_PB_Day_28m_1,0
Ctenophora,nan,CN19_Nisk_PB_Day_28m_2,0
Ctenophora,nan,CN19_Nisk_PB_Day_5m_1,0
Ctenophora,nan,CN19_Nisk_PB_Day_5m_2,0
Ctenophora,nan,CN19_Nisk_PB_Dusk_10m_1,0
Ctenophora,nan,CN19_Nisk_PB_Dusk_10m_2,2.28E-05
Ctenophora,nan,CN19_Nisk_PB_Dusk_5m_1,0.000206228
Ctenophora,nan,CN19_Nisk_PB_Dusk_5m_2,0.000496609
Ctenophora,nan,CN19_Nisk_PB_Dusk_70m_1,0
Ctenophora,nan,CN19_Nisk_PB_Dusk_70m_2,0
Ctenophora,nan,CN19_Nisk_PB_Dusk_70m_3,0
Ctenophora,nan,CN19_Nisk_PB_Night_100m_2,0
Ctenophora,nan,CN19_Nisk_PB_Night_100m_3,0
Ctenophora,nan,CN19_Nisk_PB_Night_15m_1,0
Ctenophora,nan,CN19_Nisk_PB_Night_15m_2,0
Ctenophora,nan,CN19_Nisk_PB_Night_5m_1,0
Ctenophora,nan,CN19_Nisk_PB_Night_5m_2,0
Ctenophora,nan,CN19_Nisk_PS_Dawn_100m_1,5.46E-05
Ctenophora,nan,CN19_Nisk_PS_Dawn_100m_2,0
Ctenophora,nan,CN19_Nisk_PS_Dawn_100m_3,0
Ctenophora,nan,CN19_Nisk_PS_Dawn_10m_1,9.96E-06
Ctenophora,nan,CN19_Nisk_PS_Dawn_10m_2,0
Ctenophora,nan,CN19_Nisk_PS_Dawn_5m_1,0
Ctenophora,nan,CN19_Nisk_PS_Dusk_10m_1,0
Ctenophora,nan,CN19_Nisk_PS_Dusk_10m_2,0
Ctenophora,nan,CN19_Nisk_PS_Dusk_5m_1,0
Ctenophora,nan,CN19_Nisk_PS_Dusk_5m_2,0
Ctenophora,nan,CN19_Nisk_PS_Dusk_75m_1,0
Ctenophora,nan,CN19_Nisk_PS_Dusk_75m_2,3.49E-05
Ctenophora,nan,CN19_Nisk_PS_Dusk_75m_3,3.63E-05
Ctenophora,nan,CN19_Nisk_SM_Dawn_100m_1,0
Ctenophora,nan,CN19_Nisk_SM_Dawn_100m_2,0
Ctenophora,nan,CN19_Nisk_SM_Dawn_100m_3,0
Ctenophora,nan,CN19_Nisk_SM_Dawn_11m_1,0
Ctenophora,nan,CN19_Nisk_SM_Dawn_11m_2,0
Ctenophora,nan,CN19_Nisk_SM_Dawn_5m_1,0
Ctenophora,nan,CN19_Nisk_SM_Day_100m_1,0
Ctenophora,nan,CN19_Nisk_SM_Day_100m_2,0
Ctenophora,nan,CN19_Nisk_SM_Day_100m_3,0
Ctenophora,nan,CN19_Nisk_SM_Day_10m_1,2.90E-05
Ctenophora,nan,CN19_Nisk_SM_Day_10m_2,0
Ctenophora,nan,CN19_Nisk_SM_Day_5m_1,0
Ctenophora,nan,CN19_Nisk_SM_Day_5m_2,0
Ctenophora,nan,CN19_Nisk_SM_Dusk_100m_1,3.79E-05
Ctenophora,nan,CN19_Nisk_SM_Dusk_100m_2,0
Ctenophora,nan,CN19_Nisk_SM_Dusk_100m_3,0
Ctenophora,nan,CN19_Nisk_SM_Dusk_50m_1,5.00E-05
Ctenophora,nan,CN19_Nisk_SM_Dusk_50m_2,0.007852627
Ctenophora,nan,CN19_Nisk_SM_Dusk_5m_1,0
Ctenophora,nan,CN19_Nisk_SM_Dusk_5m_2,0
Ctenophora,nan,CN19_Nisk_SM_Night_100m_1,0
Ctenophora,nan,CN19_Nisk_SM_Night_100m_2,0
Ctenophora,nan,CN19_Nisk_SM_Night_100m_3,0
Ctenophora,nan,CN19_Nisk_SM_Night_23m_1,0
Ctenophora,nan,CN19_Nisk_SM_Night_23m_2,0
Ctenophora,nan,CN19_Nisk_SM_Night_5m_1,0
Ctenophora,nan,CN19_Nisk_SM_Night_5m_2,0
Ctenophora,nan,Lasker18Sc122_17_D0057,0
Ctenophora,nan,Lasker18Sc122_19_D0058,2.39E-05
Ctenophora,nan,Lasker18Sc122_3_D0052,0
Ctenophora,nan,Lasker18Sc122_5_D0053,3.84E-05
Ctenophora,nan,Lasker18Sc123_17_D0068,0
Ctenophora,nan,Lasker18Sc123_19_D0069,8.99E-06
Ctenophora,nan,Lasker18Sc123_3_D0063,2.86E-05
Ctenophora,nan,Lasker18Sc123_5_D0064,0
Ctenophora,nan,Lasker18Sc124_17_D0078,1.29E-05
Ctenophora,nan,Lasker18Sc124_19_D0079,0
Ctenophora,nan,Lasker18Sc124_3_D0073,0
Ctenophora,nan,Lasker18Sc124_5_D0074,2.25E-05
Ctenophora,nan,Lasker18Sc126_17_D0090,0
Ctenophora,nan,Lasker18Sc126_3_D0085,0
Ctenophora,nan,Lasker18Sc126_5_D0086,0
Ctenophora,nan,Lasker18Sc127_17_D0100,0
Ctenophora,nan,Lasker18Sc127_19_D0101,0
Ctenophora,nan,Lasker18Sc127_3_D0095,0
Ctenophora,nan,Lasker18Sc127_5_D0096,0
Ctenophora,nan,Lasker18Sc128_16_D0110,0
Ctenophora,nan,Lasker18Sc128_19_D0111,0
Ctenophora,nan,Lasker18Sc128_3_D0105,0
Ctenophora,nan,Lasker18Sc128_7_D0107,0
Ctenophora,nan,Lasker18Sc129_17_D0121,1.14E-05
Ctenophora,nan,Lasker18Sc129_19_D0122,3.61E-05
Ctenophora,nan,Lasker18Sc129_3_D0116,0
Ctenophora,nan,Lasker18Sc129_5_D0117,0
Ctenophora,nan,Lasker18Sc130_17_D0132,0
Ctenophora,nan,Lasker18Sc130_19_D0133,0
Ctenophora,nan,Lasker18Sc130_3_D0127,0
Ctenophora,nan,Lasker18Sc130_5_D0128,7.15E-05
Ctenophora,nan,Lasker18Sc132_17_D0142,1.91E-05
Ctenophora,nan,Lasker18Sc132_19_D0143,0.028371969
Ctenophora,nan,Lasker18Sc132_3_D0137,0
Ctenophora,nan,Lasker18Sc132_5_D0138,4.83E-05
Ctenophora,nan,Lasker18Sc133_17_D0152,0.000124226
Ctenophora,nan,Lasker18Sc133_19_D0153,0.000260793
Ctenophora,nan,Lasker18Sc133_3_D0147,0.01382421
Ctenophora,nan,Lasker18Sc133_5_D0148,0.00955623
Ctenophora,nan,Lasker18Sc134_17_D0163,3.73E-05
Ctenophora,nan,Lasker18Sc134_19_D0164,1.89E-05
Ctenophora,nan,Lasker18Sc134_3_D0158,0.000328763
Ctenophora,nan,Lasker18Sc134_5_D0159,0.000732708
Ctenophora,nan,Lasker18Sc135_17_D0173,7.34E-06
Ctenophora,nan,Lasker18Sc135_19_D0174,2.54E-05
Ctenophora,nan,Lasker18Sc158_17_D0275,0.000141187
Ctenophora,nan,Lasker18Sc158_19_D0276,2.05E-05
Ctenophora,nan,Lasker18Sc158_3_D0270,0.00060455
Ctenophora,nan,Lasker18Sc158_5_D0271,0.00076365
Developea,Developea,CN18FESPkoa_SC24,0
Developea,Developea,CN18FESPkoa_SC26,0
Developea,Developea,CN18FESPkoa_SC29,0
Developea,Developea,CN18FESPkoa_SC30,0
Developea,Developea,CN18FESPkoa_SC31,0
Developea,Developea,CN18FESPkoa_SC32,0
Developea,Developea,CN18FESPkoa_SC34,0
Developea,Developea,CN18FESPkoa_SC35,0
Developea,Developea,CN18FESPkoa_SC37,0
Developea,Developea,CN18FESPkoa_SC40,0
Developea,Developea,CN18FESPkoa_SC41,2.15E-05
Developea,Developea,CN18FESPkoa_SC43,0
Developea,Developea,CN18FESPkoa_SC44,0
Developea,Developea,CN18FESPkoa_SC46,0
Developea,Developea,CN18FESPkoa_SC47,0
Developea,Developea,CN18FESPkoa_SC49,0
Developea,Developea,CN18FESPkoa_SC52,0
Developea,Developea,CN18FESPkoa_SC53,0
Developea,Developea,CN18FESPkoa_SC55,0
Developea,Developea,CN18FESPkoa_SC56,0
Developea,Developea,CN18FESPkoa_SC57,0
Developea,Developea,CN18FESPkoa_SC58,9.82E-05
Developea,Developea,CN18Fc12_8_eDNA,0
Developea,Developea,CN18Fc19_5_eDNA,0
Developea,Developea,CN18Fc21_6_eDNA,0
Developea,Developea,CN18Fc22_6_eDNA,4.68E-05
Developea,Developea,CN18Fc24_6_eDNA,0
Developea,Developea,CN18Fc25_5_eDNA,0
Developea,Developea,CN18Fc27_4_eDNA,0
Developea,Developea,CN18Fc29_6_eDNA,0
Developea,Developea,CN18Fc30_4_eDNA,0
Developea,Developea,CN18Fc32_4_eDNA,0
Developea,Developea,CN18Fc33_5_eDNA,0
Developea,Developea,CN18Fc35_5_eDNA,0
Developea,Developea,CN18Fc36_6_eDNA,0
Developea,Developea,CN18Fc38_5_eDNA,3.62E-05
Developea,Developea,CN18Fc40_6_eDNA,0
Developea,Developea,CN18Fc41_6_eDNA,0
Developea,Developea,CN18Fc43_5_eDNA,0
Developea,Developea,CN18Fc44_8_eDNA,0
Developea,Developea,CN18Fc46_8_eDNA,0
Developea,Developea,CN18Fc47_6_eDNA,0
Developea,Developea,CN18Fc49_6_eDNA,0
Developea,Developea,CN18Fc51_5_eDNA,0
Developea,Developea,CN18SESPkoa_SC36,0
Developea,Developea,CN18SESPkoa_SC37,0
Developea,Developea,CN18SESPkoa_SC39,0
Developea,Developea,CN18SESPkoa_SC40,0
Developea,Developea,CN18SESPkoa_SC41,0
Developea,Developea,CN18SESPkoa_SC44,0
Developea,Developea,CN18SESPkoa_SC45,0
Developea,Developea,CN18SESPkoa_SC47,0
Developea,Developea,CN18SESPkoa_SC49,0
Developea,Developea,CN18Sc09_2_eDNA,0.000102255
Developea,Developea,CN18Sc10_2_eDNA,0
Developea,Developea,CN18Sc14_2_eDNA,5.98E-05
Developea,Developea,CN18Sc14_8_eDNA,0
Developea,Developea,CN18Sc15_2_eDNA,0
Developea,Developea,CN18Sc15_8_eDNA,0
Developea,Developea,CN18Sc18_2_eDNA,0
Developea,Developea,CN18Sc18_8_eDNA,0.000153116
Developea,Developea,CN18Sc27_2_eDNA,0
Developea,Developea,CN18Sc27_8_eDNA,0
Developea,Developea,CN19_Buck1_SN_0m_1,0
Developea,Developea,CN19_Buck1_SN_0m_2,0
Developea,Developea,CN19_Buck2_SN_0m_1,0
Developea,Developea,CN19_Buck2_SN_0m_2,0
Developea,Developea,CN19_Buck3_SN_0m_1,0
Developea,Developea,CN19_Buck4_SM_Night_0m_1,0
Developea,Developea,CN19_Buck4_SM_Night_0m_2,0
Developea,Developea,CN19_Buck5_0m_1,0
Developea,Developea,CN19_Buck5_0m_2,0
Developea,Developea,CN19_Buck6_Dav_Night_0m_1,0
Developea,Developea,CN19_Buck6_Dav_Night_0m_2,0
Developea,Developea,CN19_Nisk_Dav_Dawn_100m_1,4.17E-05
Developea,Developea,CN19_Nisk_Dav_Dawn_100m_2,5.96E-05
Developea,Developea,CN19_Nisk_Dav_Dawn_100m_3,0
Developea,Developea,CN19_Nisk_Dav_Dawn_27m_1,0
Developea,Developea,CN19_Nisk_Dav_Dawn_27m_2,0
Developea,Developea,CN19_Nisk_Dav_Dawn_5m_1,0
Developea,Developea,CN19_Nisk_Dav_Dawn_5m_2,0
Developea,Developea,CN19_Nisk_Dav_Dusk_13m_1,0
Developea,Developea,CN19_Nisk_Dav_Dusk_13m_3,0
Developea,Developea,CN19_Nisk_Dav_Dusk_5m_1,0
Developea,Developea,CN19_Nisk_Dav_Dusk_5m_2,0
Developea,Developea,CN19_Nisk_Dav_Dusk_70m_1,6.97E-05
Developea,Developea,CN19_Nisk_Dav_Dusk_70m_2,0.000118318
Developea,Developea,CN19_Nisk_Dav_Dusk_70m_3,4.78E-05
Developea,Developea,CN19_Nisk_Dav_Predusk_12m_1,0
Developea,Developea,CN19_Nisk_Far_13m_1,0
Developea,Developea,CN19_Nisk_Far_13m_2,0
Developea,Developea,CN19_Nisk_Far_5m_1,0
Developea,Developea,CN19_Nisk_Far_5m_2,0
Developea,Developea,CN19_Nisk_Far_60m_1,0.000117162
Developea,Developea,CN19_Nisk_Far_60m_2,0.000251356
Developea,Developea,CN19_Nisk_Far_60m_3,0.00025911
Developea,Developea,CN19_Nisk_MO_Dawn_100m_1,0
Developea,Developea,CN19_Nisk_MO_Dawn_100m_2,4.13E-05
Developea,Developea,CN19_Nisk_MO_Dawn_100m_3,0
Developea,Developea,CN19_Nisk_MO_Dawn_26m_1,0
Developea,Developea,CN19_Nisk_MO_Dawn_26m_2,0
Developea,Developea,CN19_Nisk_MO_Dawn_5m_1,0
Developea,Developea,CN19_Nisk_MO_Dawn_5m_2,0
Developea,Developea,CN19_Nisk_MO_Night_100m_2,3.51E-05
Developea,Developea,CN19_Nisk_MO_Night_100m_3,2.96E-05
Developea,Developea,CN19_Nisk_MO_Night_5m_1,0
Developea,Developea,CN19_Nisk_MO_Night_5m_2,0
Developea,Developea,CN19_Nisk_MO_Night_7m_1,0
Developea,Developea,CN19_Nisk_MO_Night_7m_2,0
Developea,Developea,CN19_Nisk_PB_Dawn_100m_1,0
Developea,Developea,CN19_Nisk_PB_Dawn_100m_2,0
Developea,Developea,CN19_Nisk_PB_Dawn_100m_3,0
Developea,Developea,CN19_Nisk_PB_Dawn_45m_1,0
Developea,Developea,CN19_Nisk_PB_Dawn_45m_2,0
Developea,Developea,CN19_Nisk_PB_Dawn_5m_1,0
Developea,Developea,CN19_Nisk_PB_Dawn_5m_2,0
Developea,Developea,CN19_Nisk_PB_Day_100m_1,0
Developea,Developea,CN19_Nisk_PB_Day_100m_2,3.39E-05
Developea,Developea,CN19_Nisk_PB_Day_100m_3,4.32E-05
Developea,Developea,CN19_Nisk_PB_Day_28m_1,0
Developea,Developea,CN19_Nisk_PB_Day_28m_2,0
Developea,Developea,CN19_Nisk_PB_Day_5m_1,0
Developea,Developea,CN19_Nisk_PB_Day_5m_2,0
Developea,Developea,CN19_Nisk_PB_Dusk_10m_1,0
Developea,Developea,CN19_Nisk_PB_Dusk_10m_2,0
Developea,Developea,CN19_Nisk_PB_Dusk_5m_1,0
Developea,Developea,CN19_Nisk_PB_Dusk_5m_2,0
Developea,Developea,CN19_Nisk_PB_Dusk_70m_1,0
Developea,Developea,CN19_Nisk_PB_Dusk_70m_2,0
Developea,Developea,CN19_Nisk_PB_Dusk_70m_3,0
Developea,Developea,CN19_Nisk_PB_Night_100m_2,6.60E-05
Developea,Developea,CN19_Nisk_PB_Night_100m_3,0
Developea,Developea,CN19_Nisk_PB_Night_15m_1,0
Developea,Developea,CN19_Nisk_PB_Night_15m_2,0
Developea,Developea,CN19_Nisk_PB_Night_5m_1,0
Developea,Developea,CN19_Nisk_PB_Night_5m_2,0
Developea,Developea,CN19_Nisk_PS_Dawn_100m_1,9.10E-05
Developea,Developea,CN19_Nisk_PS_Dawn_100m_2,0
Developea,Developea,CN19_Nisk_PS_Dawn_100m_3,0
Developea,Developea,CN19_Nisk_PS_Dawn_10m_1,0
Developea,Developea,CN19_Nisk_PS_Dawn_10m_2,0
Developea,Developea,CN19_Nisk_PS_Dawn_5m_1,0
Developea,Developea,CN19_Nisk_PS_Dusk_10m_1,0
Developea,Developea,CN19_Nisk_PS_Dusk_10m_2,0
Developea,Developea,CN19_Nisk_PS_Dusk_5m_1,0
Developea,Developea,CN19_Nisk_PS_Dusk_5m_2,0
Developea,Developea,CN19_Nisk_PS_Dusk_75m_1,0
Developea,Developea,CN19_Nisk_PS_Dusk_75m_2,0
Developea,Developea,CN19_Nisk_PS_Dusk_75m_3,0
Developea,Developea,CN19_Nisk_SM_Dawn_100m_1,0.000117653
Developea,Developea,CN19_Nisk_SM_Dawn_100m_2,0.000125389
Developea,Developea,CN19_Nisk_SM_Dawn_100m_3,1.41E-05
Developea,Developea,CN19_Nisk_SM_Dawn_11m_1,0
Developea,Developea,CN19_Nisk_SM_Dawn_11m_2,0
Developea,Developea,CN19_Nisk_SM_Dawn_5m_1,0
Developea,Developea,CN19_Nisk_SM_Day_100m_1,0
Developea,Developea,CN19_Nisk_SM_Day_100m_2,2.34E-05
Developea,Developea,CN19_Nisk_SM_Day_100m_3,0
Developea,Developea,CN19_Nisk_SM_Day_10m_1,0
Developea,Developea,CN19_Nisk_SM_Day_10m_2,0
Developea,Developea,CN19_Nisk_SM_Day_5m_1,0
Developea,Developea,CN19_Nisk_SM_Day_5m_2,0
Developea,Developea,CN19_Nisk_SM_Dusk_100m_1,3.79E-05
Developea,Developea,CN19_Nisk_SM_Dusk_100m_2,0
Developea,Developea,CN19_Nisk_SM_Dusk_100m_3,0
Developea,Developea,CN19_Nisk_SM_Dusk_50m_1,0
Developea,Developea,CN19_Nisk_SM_Dusk_50m_2,0
Developea,Developea,CN19_Nisk_SM_Dusk_5m_1,0
Developea,Developea,CN19_Nisk_SM_Dusk_5m_2,0
Developea,Developea,CN19_Nisk_SM_Night_100m_1,0
Developea,Developea,CN19_Nisk_SM_Night_100m_2,0
Developea,Developea,CN19_Nisk_SM_Night_100m_3,1.51E-05
Developea,Developea,CN19_Nisk_SM_Night_23m_1,0
Developea,Developea,CN19_Nisk_SM_Night_23m_2,0
Developea,Developea,CN19_Nisk_SM_Night_5m_1,0
Developea,Developea,CN19_Nisk_SM_Night_5m_2,0
Developea,Developea,Lasker18Sc122_17_D0057,0
Developea,Developea,Lasker18Sc122_19_D0058,0
Developea,Developea,Lasker18Sc122_3_D0052,3.70E-05
Developea,Developea,Lasker18Sc122_5_D0053,0
Developea,Developea,Lasker18Sc123_17_D0068,0
Developea,Developea,Lasker18Sc123_19_D0069,0
Developea,Developea,Lasker18Sc123_3_D0063,0.000152694
Developea,Developea,Lasker18Sc123_5_D0064,0.000250739
