Phylum,Class,18S sample,18S reads
Cercozoa,Cercomonadida,CN18Sc14_8_eDNA,0.000473634
Cercozoa,Cercomonadida,CN18Sc15_2_eDNA,7.20E-05
Cercozoa,Cercomonadida,CN18Sc15_8_eDNA,0.000134055
Cercozoa,Cercomonadida,CN18Sc18_2_eDNA,0.00021525
Cercozoa,Cercomonadida,CN18Sc18_8_eDNA,0.000153116
Cercozoa,Cercomonadida,CN18Sc27_2_eDNA,9.41E-05
Cercozoa,Cercomonadida,CN18Sc27_8_eDNA,0.000539374
Cercozoa,Cercomonadida,CN19_Buck1_SN_0m_1,0.000183305
Cercozoa,Cercomonadida,CN19_Buck1_SN_0m_2,0.000103181
Cercozoa,Cercomonadida,CN19_Buck2_SN_0m_1,0.000158344
Cercozoa,Cercomonadida,CN19_Buck2_SN_0m_2,6.04E-05
Cercozoa,Cercomonadida,CN19_Buck3_SN_0m_1,6.09E-05
Cercozoa,Cercomonadida,CN19_Buck4_SM_Night_0m_1,0.000274612
Cercozoa,Cercomonadida,CN19_Buck4_SM_Night_0m_2,0.000188007
Cercozoa,Cercomonadida,CN19_Buck5_0m_1,4.91E-05
Cercozoa,Cercomonadida,CN19_Buck5_0m_2,2.80E-05
Cercozoa,Cercomonadida,CN19_Buck6_Dav_Night_0m_1,0
Cercozoa,Cercomonadida,CN19_Buck6_Dav_Night_0m_2,0
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dawn_100m_1,6.26E-05
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dawn_100m_2,7.95E-05
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dawn_100m_3,0.002473958
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dawn_27m_1,0.000126237
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dawn_27m_2,6.08E-05
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dawn_5m_1,2.66E-05
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dawn_5m_2,6.51E-05
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dusk_13m_1,0.00017213
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dusk_13m_3,0.000364875
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dusk_5m_1,8.93E-05
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dusk_5m_2,9.81E-05
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dusk_70m_1,0.00018126
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dusk_70m_2,0.000875553
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Dusk_70m_3,0.000501894
Cercozoa,Cercomonadida,CN19_Nisk_Dav_Predusk_12m_1,0.000167875
Cercozoa,Cercomonadida,CN19_Nisk_Far_13m_1,0
Cercozoa,Cercomonadida,CN19_Nisk_Far_13m_2,2.52E-05
Cercozoa,Cercomonadida,CN19_Nisk_Far_5m_1,3.81E-05
Cercozoa,Cercomonadida,CN19_Nisk_Far_5m_2,2.52E-05
Cercozoa,Cercomonadida,CN19_Nisk_Far_60m_1,0.000304621
Cercozoa,Cercomonadida,CN19_Nisk_Far_60m_2,0.000314195
Cercozoa,Cercomonadida,CN19_Nisk_Far_60m_3,0.000247332
Cercozoa,Cercomonadida,CN19_Nisk_MO_Dawn_100m_1,4.06E-05
Cercozoa,Cercomonadida,CN19_Nisk_MO_Dawn_100m_2,4.13E-05
Cercozoa,Cercomonadida,CN19_Nisk_MO_Dawn_100m_3,0.000119637
Cercozoa,Cercomonadida,CN19_Nisk_MO_Dawn_26m_1,0.000138116
Cercozoa,Cercomonadida,CN19_Nisk_MO_Dawn_26m_2,0.000110017
Cercozoa,Cercomonadida,CN19_Nisk_MO_Dawn_5m_1,6.14E-05
Cercozoa,Cercomonadida,CN19_Nisk_MO_Dawn_5m_2,0
Cercozoa,Cercomonadida,CN19_Nisk_MO_Night_100m_2,7.02E-05
Cercozoa,Cercomonadida,CN19_Nisk_MO_Night_100m_3,5.92E-05
Cercozoa,Cercomonadida,CN19_Nisk_MO_Night_5m_1,0
Cercozoa,Cercomonadida,CN19_Nisk_MO_Night_5m_2,1.37E-05
Cercozoa,Cercomonadida,CN19_Nisk_MO_Night_7m_1,2.44E-05
Cercozoa,Cercomonadida,CN19_Nisk_MO_Night_7m_2,4.84E-05
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dawn_100m_1,0
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dawn_100m_2,0.00013541
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dawn_100m_3,0.000287394
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dawn_45m_1,0.000158261
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dawn_45m_2,7.75E-05
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dawn_5m_1,4.32E-05
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dawn_5m_2,8.73E-05
Cercozoa,Cercomonadida,CN19_Nisk_PB_Day_100m_1,0.00010055
Cercozoa,Cercomonadida,CN19_Nisk_PB_Day_100m_2,0.000203297
Cercozoa,Cercomonadida,CN19_Nisk_PB_Day_100m_3,0.000259375
Cercozoa,Cercomonadida,CN19_Nisk_PB_Day_28m_1,2.60E-05
Cercozoa,Cercomonadida,CN19_Nisk_PB_Day_28m_2,0
Cercozoa,Cercomonadida,CN19_Nisk_PB_Day_5m_1,0
Cercozoa,Cercomonadida,CN19_Nisk_PB_Day_5m_2,3.33E-05
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dusk_10m_1,0.00027405
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dusk_10m_2,0.000239475
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dusk_5m_1,0.000223414
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dusk_5m_2,0.000266473
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dusk_70m_1,0.000281587
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dusk_70m_2,0.00042087
Cercozoa,Cercomonadida,CN19_Nisk_PB_Dusk_70m_3,0.000143343
Cercozoa,Cercomonadida,CN19_Nisk_PB_Night_100m_2,0.000154029
Cercozoa,Cercomonadida,CN19_Nisk_PB_Night_100m_3,0.000403902
Cercozoa,Cercomonadida,CN19_Nisk_PB_Night_15m_1,0.000257034
Cercozoa,Cercomonadida,CN19_Nisk_PB_Night_15m_2,0.000254099
Cercozoa,Cercomonadida,CN19_Nisk_PB_Night_5m_1,0.000307713
Cercozoa,Cercomonadida,CN19_Nisk_PB_Night_5m_2,0.000377069
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dawn_100m_1,5.46E-05
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dawn_100m_2,0.000172405
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dawn_100m_3,2.28E-05
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dawn_10m_1,0.000189185
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dawn_10m_2,0.000187921
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dawn_5m_1,0.000236418
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dusk_10m_1,0.000998832
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dusk_10m_2,0.000492558
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dusk_5m_1,0.000629364
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dusk_5m_2,0.000426747
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dusk_75m_1,4.18E-05
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dusk_75m_2,0.000104714
Cercozoa,Cercomonadida,CN19_Nisk_PS_Dusk_75m_3,0
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dawn_100m_1,0.000400019
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dawn_100m_2,0.000250777
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dawn_100m_3,0.000792068
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dawn_11m_1,0.000508378
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dawn_11m_2,0.000685088
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dawn_5m_1,0.000863281
Cercozoa,Cercomonadida,CN19_Nisk_SM_Day_100m_1,0.000171748
Cercozoa,Cercomonadida,CN19_Nisk_SM_Day_100m_2,4.69E-05
Cercozoa,Cercomonadida,CN19_Nisk_SM_Day_100m_3,0.000210723
Cercozoa,Cercomonadida,CN19_Nisk_SM_Day_10m_1,0.000478226
Cercozoa,Cercomonadida,CN19_Nisk_SM_Day_10m_2,0.000476039
Cercozoa,Cercomonadida,CN19_Nisk_SM_Day_5m_1,0.000313264
Cercozoa,Cercomonadida,CN19_Nisk_SM_Day_5m_2,0.000470493
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dusk_100m_1,7.57E-05
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dusk_100m_2,0
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dusk_100m_3,0.000143313
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dusk_50m_1,0.000649422
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dusk_50m_2,0.000395101
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dusk_5m_1,0.000129141
Cercozoa,Cercomonadida,CN19_Nisk_SM_Dusk_5m_2,0.000124882
Cercozoa,Cercomonadida,CN19_Nisk_SM_Night_100m_1,0.000130401
Cercozoa,Cercomonadida,CN19_Nisk_SM_Night_100m_2,0.000231317
Cercozoa,Cercomonadida,CN19_Nisk_SM_Night_100m_3,0.000226836
Cercozoa,Cercomonadida,CN19_Nisk_SM_Night_23m_1,0.000178317
Cercozoa,Cercomonadida,CN19_Nisk_SM_Night_23m_2,0.000116195
Cercozoa,Cercomonadida,CN19_Nisk_SM_Night_5m_1,4.99E-05
Cercozoa,Cercomonadida,CN19_Nisk_SM_Night_5m_2,0
Cercozoa,Cercomonadida,Lasker18Sc122_17_D0057,1.80E-05
Cercozoa,Cercomonadida,Lasker18Sc122_19_D0058,1.59E-05
Cercozoa,Cercomonadida,Lasker18Sc122_3_D0052,5.55E-05
Cercozoa,Cercomonadida,Lasker18Sc122_5_D0053,0.000230534
Cercozoa,Cercomonadida,Lasker18Sc123_17_D0068,1.49E-05
Cercozoa,Cercomonadida,Lasker18Sc123_19_D0069,2.70E-05
Cercozoa,Cercomonadida,Lasker18Sc123_3_D0063,8.59E-05
Cercozoa,Cercomonadida,Lasker18Sc123_5_D0064,0.000343117
Cercozoa,Cercomonadida,Lasker18Sc124_17_D0078,3.86E-05
Cercozoa,Cercomonadida,Lasker18Sc124_19_D0079,7.59E-05
Cercozoa,Cercomonadida,Lasker18Sc124_3_D0073,0
Cercozoa,Cercomonadida,Lasker18Sc124_5_D0074,4.50E-05
Cercozoa,Cercomonadida,Lasker18Sc126_17_D0090,4.41E-05
Cercozoa,Cercomonadida,Lasker18Sc126_3_D0085,5.70E-05
Cercozoa,Cercomonadida,Lasker18Sc126_5_D0086,1.68E-05
Cercozoa,Cercomonadida,Lasker18Sc127_17_D0100,9.12E-05
Cercozoa,Cercomonadida,Lasker18Sc127_19_D0101,0.000158191
Cercozoa,Cercomonadida,Lasker18Sc127_3_D0095,0
Cercozoa,Cercomonadida,Lasker18Sc127_5_D0096,2.41E-05
Cercozoa,Cercomonadida,Lasker18Sc128_16_D0110,9.87E-05
Cercozoa,Cercomonadida,Lasker18Sc128_19_D0111,0.000114055
Cercozoa,Cercomonadida,Lasker18Sc128_3_D0105,0
Cercozoa,Cercomonadida,Lasker18Sc128_7_D0107,1.26E-05
Cercozoa,Cercomonadida,Lasker18Sc129_17_D0121,0.000262347
Cercozoa,Cercomonadida,Lasker18Sc129_19_D0122,0.000126514
Cercozoa,Cercomonadida,Lasker18Sc129_3_D0116,9.72E-05
Cercozoa,Cercomonadida,Lasker18Sc129_5_D0117,0.000313824
Cercozoa,Cercomonadida,Lasker18Sc130_17_D0132,0.000510731
Cercozoa,Cercomonadida,Lasker18Sc130_19_D0133,0.00052957
Cercozoa,Cercomonadida,Lasker18Sc130_3_D0127,6.90E-05
Cercozoa,Cercomonadida,Lasker18Sc130_5_D0128,3.57E-05
Cercozoa,Cercomonadida,Lasker18Sc132_17_D0142,0.001001583
Cercozoa,Cercomonadida,Lasker18Sc132_19_D0143,0.000969891
Cercozoa,Cercomonadida,Lasker18Sc132_3_D0137,8.99E-05
Cercozoa,Cercomonadida,Lasker18Sc132_5_D0138,0
Cercozoa,Cercomonadida,Lasker18Sc133_17_D0152,0.000463026
Cercozoa,Cercomonadida,Lasker18Sc133_19_D0153,0.000284502
Cercozoa,Cercomonadida,Lasker18Sc133_3_D0147,0.000239495
Cercozoa,Cercomonadida,Lasker18Sc133_5_D0148,6.56E-05
Cercozoa,Cercomonadida,Lasker18Sc134_17_D0163,0.000950411
Cercozoa,Cercomonadida,Lasker18Sc134_19_D0164,0.000888183
Cercozoa,Cercomonadida,Lasker18Sc134_3_D0158,0.001083701
Cercozoa,Cercomonadida,Lasker18Sc134_5_D0159,0.000835287
Cercozoa,Cercomonadida,Lasker18Sc135_17_D0173,0.000491721
Cercozoa,Cercomonadida,Lasker18Sc135_19_D0174,0.000393606
Cercozoa,Cercomonadida,Lasker18Sc158_17_D0275,0.00196956
Cercozoa,Cercomonadida,Lasker18Sc158_19_D0276,0.001260633
Cercozoa,Cercomonadida,Lasker18Sc158_3_D0270,0.001011696
Cercozoa,Cercomonadida,Lasker18Sc158_5_D0271,0.000920872
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC24,1.44E-05
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC26,0
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC29,0.000265671
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC30,0
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC31,2.95E-05
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC32,0
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC34,2.79E-05
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC35,6.96E-05
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC37,0
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC40,1.56E-05
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC41,0.000107529
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC43,0.000122555
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC44,3.37E-05
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC46,2.51E-05
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC47,0.000202521
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC49,0.000146967
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC52,6.59E-05
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC53,4.48E-05
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC55,3.53E-05
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC56,8.35E-05
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC57,0.000108151
Cercozoa,Chlorarachniophyceae,CN18FESPkoa_SC58,6.55E-05
Cercozoa,Chlorarachniophyceae,CN18Fc12_8_eDNA,0.000232883
Cercozoa,Chlorarachniophyceae,CN18Fc19_5_eDNA,4.69E-05
Cercozoa,Chlorarachniophyceae,CN18Fc21_6_eDNA,0.000225479
Cercozoa,Chlorarachniophyceae,CN18Fc22_6_eDNA,2.34E-05
Cercozoa,Chlorarachniophyceae,CN18Fc24_6_eDNA,0
Cercozoa,Chlorarachniophyceae,CN18Fc25_5_eDNA,4.69E-05
Cercozoa,Chlorarachniophyceae,CN18Fc27_4_eDNA,2.66E-05
Cercozoa,Chlorarachniophyceae,CN18Fc29_6_eDNA,0.000150722
Cercozoa,Chlorarachniophyceae,CN18Fc30_4_eDNA,3.44E-05
Cercozoa,Chlorarachniophyceae,CN18Fc32_4_eDNA,6.17E-05
Cercozoa,Chlorarachniophyceae,CN18Fc33_5_eDNA,0.000190138
Cercozoa,Chlorarachniophyceae,CN18Fc35_5_eDNA,0.000109194
Cercozoa,Chlorarachniophyceae,CN18Fc36_6_eDNA,3.96E-05
Cercozoa,Chlorarachniophyceae,CN18Fc38_5_eDNA,0
Cercozoa,Chlorarachniophyceae,CN18Fc40_6_eDNA,0.000205782
Cercozoa,Chlorarachniophyceae,CN18Fc41_6_eDNA,0.000203446
Cercozoa,Chlorarachniophyceae,CN18Fc43_5_eDNA,6.78E-05
Cercozoa,Chlorarachniophyceae,CN18Fc44_8_eDNA,0.000154422
Cercozoa,Chlorarachniophyceae,CN18Fc46_8_eDNA,0
Cercozoa,Chlorarachniophyceae,CN18Fc47_6_eDNA,4.36E-05
Cercozoa,Chlorarachniophyceae,CN18Fc49_6_eDNA,0
Cercozoa,Chlorarachniophyceae,CN18Fc51_5_eDNA,0
Cercozoa,Chlorarachniophyceae,CN18SESPkoa_SC36,0.000406411
Cercozoa,Chlorarachniophyceae,CN18SESPkoa_SC37,0.000311526
Cercozoa,Chlorarachniophyceae,CN18SESPkoa_SC39,0.000296942
Cercozoa,Chlorarachniophyceae,CN18SESPkoa_SC40,0.000381534
Cercozoa,Chlorarachniophyceae,CN18SESPkoa_SC41,0
Cercozoa,Chlorarachniophyceae,CN18SESPkoa_SC44,3.34E-05
Cercozoa,Chlorarachniophyceae,CN18SESPkoa_SC45,0.000119818
Cercozoa,Chlorarachniophyceae,CN18SESPkoa_SC47,0.000988142
Cercozoa,Chlorarachniophyceae,CN18SESPkoa_SC49,0.000114482
Cercozoa,Chlorarachniophyceae,CN18Sc09_2_eDNA,0.000153382
Cercozoa,Chlorarachniophyceae,CN18Sc10_2_eDNA,0.000208449
Cercozoa,Chlorarachniophyceae,CN18Sc14_2_eDNA,0.000418861
Cercozoa,Chlorarachniophyceae,CN18Sc14_8_eDNA,7.89E-05
Cercozoa,Chlorarachniophyceae,CN18Sc15_2_eDNA,0.000144061
Cercozoa,Chlorarachniophyceae,CN18Sc15_8_eDNA,8.04E-05
Cercozoa,Chlorarachniophyceae,CN18Sc18_2_eDNA,0.00021525
Cercozoa,Chlorarachniophyceae,CN18Sc18_8_eDNA,0.000306232
Cercozoa,Chlorarachniophyceae,CN18Sc27_2_eDNA,0.000376506
Cercozoa,Chlorarachniophyceae,CN18Sc27_8_eDNA,0.000134844
Cercozoa,Chlorarachniophyceae,CN19_Buck1_SN_0m_1,0.000103109
Cercozoa,Chlorarachniophyceae,CN19_Buck1_SN_0m_2,2.58E-05
Cercozoa,Chlorarachniophyceae,CN19_Buck2_SN_0m_1,5.76E-05
Cercozoa,Chlorarachniophyceae,CN19_Buck2_SN_0m_2,6.04E-05
Cercozoa,Chlorarachniophyceae,CN19_Buck3_SN_0m_1,1.52E-05
Cercozoa,Chlorarachniophyceae,CN19_Buck4_SM_Night_0m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Buck4_SM_Night_0m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Buck5_0m_1,0.000163629
Cercozoa,Chlorarachniophyceae,CN19_Buck5_0m_2,0.00012616
Cercozoa,Chlorarachniophyceae,CN19_Buck6_Dav_Night_0m_1,0.000103792
Cercozoa,Chlorarachniophyceae,CN19_Buck6_Dav_Night_0m_2,5.62E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dawn_100m_1,2.09E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dawn_100m_2,3.97E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dawn_100m_3,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dawn_27m_1,5.05E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dawn_27m_2,4.34E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dawn_5m_1,0.000146044
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dawn_5m_2,0.000260459
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dusk_13m_1,0.000161372
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dusk_13m_3,2.03E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dusk_5m_1,9.83E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dusk_5m_2,0.000185244
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dusk_70m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dusk_70m_2,2.37E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Dusk_70m_3,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Dav_Predusk_12m_1,1.68E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Far_13m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Far_13m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Far_5m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Far_5m_2,5.03E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Far_60m_1,2.34E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Far_60m_2,0.000125678
Cercozoa,Chlorarachniophyceae,CN19_Nisk_Far_60m_3,5.89E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Dawn_100m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Dawn_100m_2,6.19E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Dawn_100m_3,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Dawn_26m_1,0.001065467
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Dawn_26m_2,0.001045162
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Dawn_5m_1,0.003227469
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Dawn_5m_2,0.004820922
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Night_100m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Night_100m_3,0.00011842
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Night_5m_1,0.001053556
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Night_5m_2,0.000573661
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Night_7m_1,0.000292216
Cercozoa,Chlorarachniophyceae,CN19_Nisk_MO_Night_7m_2,0.000338749
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dawn_100m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dawn_100m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dawn_100m_3,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dawn_45m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dawn_45m_2,1.55E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dawn_5m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dawn_5m_2,1.75E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Day_100m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Day_100m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Day_100m_3,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Day_28m_1,0.000351069
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Day_28m_2,0.000746709
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Day_5m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Day_5m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dusk_10m_1,5.81E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dusk_10m_2,6.84E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dusk_5m_1,1.72E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dusk_5m_2,4.84E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dusk_70m_1,0.000115948
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dusk_70m_2,5.10E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Dusk_70m_3,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Night_100m_2,6.60E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Night_100m_3,0.000121171
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Night_15m_1,3.67E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Night_15m_2,2.42E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Night_5m_1,4.01E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PB_Night_5m_2,5.03E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dawn_100m_1,1.82E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dawn_100m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dawn_100m_3,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dawn_10m_1,5.97E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dawn_10m_2,0.000101188
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dawn_5m_1,1.58E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dusk_10m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dusk_10m_2,1.33E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dusk_5m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dusk_5m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dusk_75m_1,6.27E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dusk_75m_2,1.75E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_PS_Dusk_75m_3,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dawn_100m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dawn_100m_2,2.51E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dawn_100m_3,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dawn_11m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dawn_11m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dawn_5m_1,1.11E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Day_100m_1,2.86E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Day_100m_2,9.38E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Day_100m_3,3.01E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Day_10m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Day_10m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Day_5m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Day_5m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dusk_100m_1,3.79E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dusk_100m_2,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dusk_100m_3,5.37E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dusk_50m_1,0
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dusk_50m_2,2.47E-05
Cercozoa,Chlorarachniophyceae,CN19_Nisk_SM_Dusk_5m_1,2.87E-05
