Phylum,Class,COI sample,COI reads
Haptophyta,Isochrysidales,CN18FESPkoa_SC43,0.013986014
Haptophyta,Isochrysidales,CN18FESPkoa_SC44,0.010448122
Haptophyta,Isochrysidales,CN18FESPkoa_SC46,0.037624621
Haptophyta,Isochrysidales,CN18FESPkoa_SC47,0.014956889
Haptophyta,Isochrysidales,CN18FESPkoa_SC49,0.007032499
Haptophyta,Isochrysidales,CN18FESPkoa_SC52,0.008526289
Haptophyta,Isochrysidales,CN18FESPkoa_SC53,0.017661226
Haptophyta,Isochrysidales,CN18FESPkoa_SC55,0.025137073
Haptophyta,Isochrysidales,CN18FESPkoa_SC56,0.018744053
Haptophyta,Isochrysidales,CN18FESPkoa_SC57,0.009345794
Haptophyta,Isochrysidales,CN18FESPkoa_SC58,0.008523616
Haptophyta,Isochrysidales,CN18Fc12_8_eDNA,0.023596177
Haptophyta,Isochrysidales,CN18Fc19_5_eDNA,0.00810838
Haptophyta,Isochrysidales,CN18Fc21_6_eDNA,0.014904279
Haptophyta,Isochrysidales,CN18Fc22_6_eDNA,0.017012859
Haptophyta,Isochrysidales,CN18Fc24_6_eDNA,0.005156164
Haptophyta,Isochrysidales,CN18Fc25_5_eDNA,0.034810861
Haptophyta,Isochrysidales,CN18Fc27_4_eDNA,0.005179721
Haptophyta,Isochrysidales,CN18Fc29_6_eDNA,0.001582226
Haptophyta,Isochrysidales,CN18Fc30_4_eDNA,0.000574475
Haptophyta,Isochrysidales,CN18Fc32_4_eDNA,0.086900958
Haptophyta,Isochrysidales,CN18Fc33_5_eDNA,0.007348837
Haptophyta,Isochrysidales,CN18Fc35_5_eDNA,0.004151853
Haptophyta,Isochrysidales,CN18Fc36_6_eDNA,0.010231425
Haptophyta,Isochrysidales,CN18Fc38_5_eDNA,0.002785671
Haptophyta,Isochrysidales,CN18Fc40_6_eDNA,0.011683663
Haptophyta,Isochrysidales,CN18Fc41_6_eDNA,0.010620012
Haptophyta,Isochrysidales,CN18Fc43_5_eDNA,0.009281926
Haptophyta,Isochrysidales,CN18Fc44_8_eDNA,0.004726327
Haptophyta,Isochrysidales,CN18Fc46_8_eDNA,0.005405686
Haptophyta,Isochrysidales,CN18Fc47_6_eDNA,0.000914045
Haptophyta,Isochrysidales,CN18Fc49_6_eDNA,0.001707942
Haptophyta,Isochrysidales,CN18Fc51_5_eDNA,0.023114659
Haptophyta,Isochrysidales,CN18SESPkoa_SC36,0.008742194
Haptophyta,Isochrysidales,CN18SESPkoa_SC37,0.097105509
Haptophyta,Isochrysidales,CN18SESPkoa_SC39,0.006540698
Haptophyta,Isochrysidales,CN18SESPkoa_SC40,0.137591357
Haptophyta,Isochrysidales,CN18SESPkoa_SC41,0.006960557
Haptophyta,Isochrysidales,CN18SESPkoa_SC44,0.005449591
Haptophyta,Isochrysidales,CN18SESPkoa_SC45,0.08716707
Haptophyta,Isochrysidales,CN18SESPkoa_SC47,0.132943596
Haptophyta,Isochrysidales,CN18SESPkoa_SC49,0.159270726
Haptophyta,Isochrysidales,CN18Sc09_2_eDNA,0.162684469
Haptophyta,Isochrysidales,CN18Sc10_2_eDNA,0.087714732
Haptophyta,Isochrysidales,CN18Sc14_2_eDNA,0.086692123
Haptophyta,Isochrysidales,CN18Sc14_8_eDNA,0.017448448
Haptophyta,Isochrysidales,CN18Sc15_2_eDNA,0.08250591
Haptophyta,Isochrysidales,CN18Sc15_8_eDNA,0.002620251
Haptophyta,Isochrysidales,CN18Sc18_2_eDNA,0.118954641
Haptophyta,Isochrysidales,CN18Sc18_8_eDNA,0.001127184
Haptophyta,Isochrysidales,CN18Sc27_2_eDNA,0.13463785
Haptophyta,Isochrysidales,CN18Sc27_8_eDNA,0.001583049
Haptophyta,Isochrysidales,CN19_Buck1_SN_0m_1,0.073967552
Haptophyta,Isochrysidales,CN19_Buck1_SN_0m_2,0.052549504
Haptophyta,Isochrysidales,CN19_Buck2_SN_0m_1,0.02342252
Haptophyta,Isochrysidales,CN19_Buck2_SN_0m_2,0.049536558
Haptophyta,Isochrysidales,CN19_Buck3_SN_0m_1,0.063150731
Haptophyta,Isochrysidales,CN19_Buck4_SM_Night_0m_1,0.147917128
Haptophyta,Isochrysidales,CN19_Buck4_SM_Night_0m_2,0.136633354
Haptophyta,Isochrysidales,CN19_Buck5_0m_1,0.075458995
Haptophyta,Isochrysidales,CN19_Buck5_0m_2,0.060234284
Haptophyta,Isochrysidales,CN19_Buck6_Dav_Night_0m_1,0.048885475
Haptophyta,Isochrysidales,CN19_Buck6_Dav_Night_0m_2,0.035860223
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dawn_100m_1,0.091081445
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dawn_100m_2,0.07411794
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dawn_100m_3,0.000373872
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dawn_27m_1,0.236295629
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dawn_27m_2,0.046342391
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dawn_5m_1,0.143230685
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dawn_5m_2,0.161752524
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dusk_13m_1,0.418865752
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dusk_13m_3,0.177810732
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dusk_5m_1,0.323616098
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dusk_5m_2,0.341021301
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dusk_70m_1,0.020526561
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dusk_70m_2,0.056691685
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Dusk_70m_3,0.060651181
Haptophyta,Isochrysidales,CN19_Nisk_Dav_Predusk_12m_1,0.358712958
Haptophyta,Isochrysidales,CN19_Nisk_Far_13m_1,0.030538253
Haptophyta,Isochrysidales,CN19_Nisk_Far_13m_2,0.027071335
Haptophyta,Isochrysidales,CN19_Nisk_Far_5m_1,0.035904017
Haptophyta,Isochrysidales,CN19_Nisk_Far_5m_2,0.032938506
Haptophyta,Isochrysidales,CN19_Nisk_Far_60m_1,0.010131675
Haptophyta,Isochrysidales,CN19_Nisk_Far_60m_2,0.01227955
Haptophyta,Isochrysidales,CN19_Nisk_Far_60m_3,0.010433108
Haptophyta,Isochrysidales,CN19_Nisk_MO_Dawn_100m_1,0.142284005
Haptophyta,Isochrysidales,CN19_Nisk_MO_Dawn_100m_2,0.119840695
Haptophyta,Isochrysidales,CN19_Nisk_MO_Dawn_100m_3,0.078184603
Haptophyta,Isochrysidales,CN19_Nisk_MO_Dawn_26m_1,0.095541215
Haptophyta,Isochrysidales,CN19_Nisk_MO_Dawn_26m_2,0.102593361
Haptophyta,Isochrysidales,CN19_Nisk_MO_Dawn_5m_1,0.053456822
Haptophyta,Isochrysidales,CN19_Nisk_MO_Dawn_5m_2,0.044175144
Haptophyta,Isochrysidales,CN19_Nisk_MO_Night_100m_1,0.025210458
Haptophyta,Isochrysidales,CN19_Nisk_MO_Night_100m_2,0.018460285
Haptophyta,Isochrysidales,CN19_Nisk_MO_Night_100m_3,0.027204839
Haptophyta,Isochrysidales,CN19_Nisk_MO_Night_5m_1,0.148282167
Haptophyta,Isochrysidales,CN19_Nisk_MO_Night_5m_2,0.167435183
Haptophyta,Isochrysidales,CN19_Nisk_MO_Night_7m_1,0.131626972
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dawn_100m_1,0.263205495
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dawn_100m_2,0.369414257
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dawn_100m_3,0.26480975
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dawn_45m_1,0.120104167
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dawn_45m_2,0.128193516
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dawn_5m_1,0.084013928
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dawn_5m_2,0.076202706
Haptophyta,Isochrysidales,CN19_Nisk_PB_Day_100m_1,0.051874172
Haptophyta,Isochrysidales,CN19_Nisk_PB_Day_100m_2,0.059710067
Haptophyta,Isochrysidales,CN19_Nisk_PB_Day_100m_3,0.043848731
Haptophyta,Isochrysidales,CN19_Nisk_PB_Day_28m_1,0.097477805
Haptophyta,Isochrysidales,CN19_Nisk_PB_Day_28m_2,0.113654776
Haptophyta,Isochrysidales,CN19_Nisk_PB_Day_5m_1,0.119568834
Haptophyta,Isochrysidales,CN19_Nisk_PB_Day_5m_2,0.106234744
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dusk_10m_1,0.270338909
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dusk_10m_2,0.272608613
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dusk_5m_1,0.282014845
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dusk_5m_2,0.344069167
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dusk_70m_1,0.154566772
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dusk_70m_2,0.219052939
Haptophyta,Isochrysidales,CN19_Nisk_PB_Dusk_70m_3,0.221913548
Haptophyta,Isochrysidales,CN19_Nisk_PB_Night_100m_2,0.293143054
Haptophyta,Isochrysidales,CN19_Nisk_PB_Night_100m_3,0.210018238
Haptophyta,Isochrysidales,CN19_Nisk_PB_Night_15m_1,0.285095649
Haptophyta,Isochrysidales,CN19_Nisk_PB_Night_15m_2,0.32641671
Haptophyta,Isochrysidales,CN19_Nisk_PB_Night_5m_1,0.419000661
Haptophyta,Isochrysidales,CN19_Nisk_PB_Night_5m_2,0.315529618
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dawn_100m_1,0.093042535
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dawn_100m_2,0.195521328
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dawn_100m_3,0.167540307
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dawn_10m_1,0.180964823
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dawn_10m_2,0.16869402
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dawn_5m_1,0.243928062
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dusk_10m_1,0.377102531
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dusk_10m_2,0.346021199
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dusk_5m_1,0.356035216
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dusk_5m_2,0.334195173
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dusk_75m_1,0.228142189
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dusk_75m_2,0.143652804
Haptophyta,Isochrysidales,CN19_Nisk_PS_Dusk_75m_3,0.164917865
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dawn_100m_1,0.025244903
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dawn_100m_2,0.033706772
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dawn_100m_3,0.216627477
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dawn_11m_1,0.359294358
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dawn_11m_2,0.314806356
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dawn_5m_1,0.286934017
Haptophyta,Isochrysidales,CN19_Nisk_SM_Day_100m_1,0.087165716
Haptophyta,Isochrysidales,CN19_Nisk_SM_Day_100m_2,0.082664601
Haptophyta,Isochrysidales,CN19_Nisk_SM_Day_100m_3,0.054517164
Haptophyta,Isochrysidales,CN19_Nisk_SM_Day_10m_1,0.142551021
Haptophyta,Isochrysidales,CN19_Nisk_SM_Day_10m_2,0.112268874
Haptophyta,Isochrysidales,CN19_Nisk_SM_Day_5m_1,0.18949758
Haptophyta,Isochrysidales,CN19_Nisk_SM_Day_5m_2,0.173754404
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dusk_100m_1,0.050183653
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dusk_100m_2,0.002573411
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dusk_100m_3,0.070304533
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dusk_50m_1,0.153243659
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dusk_50m_2,0.172571185
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dusk_5m_1,0.201445241
Haptophyta,Isochrysidales,CN19_Nisk_SM_Dusk_5m_2,0.239984827
Haptophyta,Isochrysidales,CN19_Nisk_SM_Night_100m_1,0.150592885
Haptophyta,Isochrysidales,CN19_Nisk_SM_Night_100m_2,0.114214887
Haptophyta,Isochrysidales,CN19_Nisk_SM_Night_100m_3,0.177980078
Haptophyta,Isochrysidales,CN19_Nisk_SM_Night_23m_1,0.100722873
Haptophyta,Isochrysidales,CN19_Nisk_SM_Night_23m_2,0.108291871
Haptophyta,Isochrysidales,CN19_Nisk_SM_Night_5m_1,0.067503891
Haptophyta,Isochrysidales,CN19_Nisk_SM_Night_5m_2,0.083117921
Haptophyta,Isochrysidales,Lasker18Sc122_17_D0057,0.243940694
Haptophyta,Isochrysidales,Lasker18Sc122_19_D0058,0.239335482
Haptophyta,Isochrysidales,Lasker18Sc122_3_D0052,0.404686561
Haptophyta,Isochrysidales,Lasker18Sc122_5_D0053,0.38319948
Haptophyta,Isochrysidales,Lasker18Sc123_17_D0068,0.243748972
Haptophyta,Isochrysidales,Lasker18Sc123_19_D0069,0.201073882
Haptophyta,Isochrysidales,Lasker18Sc123_3_D0063,0.122701016
Haptophyta,Isochrysidales,Lasker18Sc123_5_D0064,0.138579077
Haptophyta,Isochrysidales,Lasker18Sc124_17_D0078,0.206362181
Haptophyta,Isochrysidales,Lasker18Sc124_19_D0079,0.209790781
Haptophyta,Isochrysidales,Lasker18Sc124_3_D0073,0.029230136
Haptophyta,Isochrysidales,Lasker18Sc124_5_D0074,0.065296551
Haptophyta,Isochrysidales,Lasker18Sc126_17_D0090,0.163777081
Haptophyta,Isochrysidales,Lasker18Sc126_3_D0085,0.070943076
Haptophyta,Isochrysidales,Lasker18Sc126_5_D0086,0.018937455
Haptophyta,Isochrysidales,Lasker18Sc127_17_D0100,0.130014763
Haptophyta,Isochrysidales,Lasker18Sc127_19_D0101,0.06796214
Haptophyta,Isochrysidales,Lasker18Sc127_3_D0095,0.034720608
Haptophyta,Isochrysidales,Lasker18Sc127_5_D0096,0.06318483
Haptophyta,Isochrysidales,Lasker18Sc128_16_D0110,0.31165287
Haptophyta,Isochrysidales,Lasker18Sc128_19_D0111,0.260872442
Haptophyta,Isochrysidales,Lasker18Sc128_3_D0105,0.068980524
Haptophyta,Isochrysidales,Lasker18Sc128_7_D0107,0.033493441
Haptophyta,Isochrysidales,Lasker18Sc129_17_D0121,0.193999753
Haptophyta,Isochrysidales,Lasker18Sc129_19_D0122,0.177773823
Haptophyta,Isochrysidales,Lasker18Sc129_3_D0116,0.014155677
Haptophyta,Isochrysidales,Lasker18Sc129_5_D0117,0.013401089
Haptophyta,Isochrysidales,Lasker18Sc130_17_D0132,0.293158061
Haptophyta,Isochrysidales,Lasker18Sc130_19_D0133,0.151359226
Haptophyta,Isochrysidales,Lasker18Sc130_3_D0127,0.103309074
Haptophyta,Isochrysidales,Lasker18Sc130_5_D0128,0.097170149
Haptophyta,Isochrysidales,Lasker18Sc132_17_D0142,0.540939597
Haptophyta,Isochrysidales,Lasker18Sc132_19_D0143,0.413182419
Haptophyta,Isochrysidales,Lasker18Sc132_3_D0137,0.062920301
Haptophyta,Isochrysidales,Lasker18Sc132_5_D0138,0.043479814
Haptophyta,Isochrysidales,Lasker18Sc133_17_D0152,0.047580993
Haptophyta,Isochrysidales,Lasker18Sc133_19_D0153,0.032558227
Haptophyta,Isochrysidales,Lasker18Sc133_3_D0147,0.068839292
Haptophyta,Isochrysidales,Lasker18Sc133_5_D0148,0.023120121
Haptophyta,Isochrysidales,Lasker18Sc134_17_D0163,0.331375521
Haptophyta,Isochrysidales,Lasker18Sc134_19_D0164,0.25292424
Haptophyta,Isochrysidales,Lasker18Sc134_3_D0158,0.044630292
Haptophyta,Isochrysidales,Lasker18Sc134_5_D0159,0.075991095
Haptophyta,Isochrysidales,Lasker18Sc135_17_D0173,0.031065421
Haptophyta,Isochrysidales,Lasker18Sc135_19_D0174,0.02184642
Haptophyta,Isochrysidales,Lasker18Sc158_17_D0275,0.031439197
Haptophyta,Isochrysidales,Lasker18Sc158_19_D0276,0.030112332
Haptophyta,Isochrysidales,Lasker18Sc158_3_D0270,0.064574177
Haptophyta,Isochrysidales,Lasker18Sc158_5_D0271,0.074257659
Haptophyta,Phaeocystales,CN18FESPkoa_SC24,0.007084079
Haptophyta,Phaeocystales,CN18FESPkoa_SC26,0.001981808
Haptophyta,Phaeocystales,CN18FESPkoa_SC29,0.003908743
Haptophyta,Phaeocystales,CN18FESPkoa_SC30,0.002839364
Haptophyta,Phaeocystales,CN18FESPkoa_SC31,0.003401195
Haptophyta,Phaeocystales,CN18FESPkoa_SC32,0.002334827
Haptophyta,Phaeocystales,CN18FESPkoa_SC34,0.002826284
Haptophyta,Phaeocystales,CN18FESPkoa_SC35,0.006833371
Haptophyta,Phaeocystales,CN18FESPkoa_SC37,0.003723687
Haptophyta,Phaeocystales,CN18FESPkoa_SC40,0.009136025
Haptophyta,Phaeocystales,CN18FESPkoa_SC41,0.009406826
Haptophyta,Phaeocystales,CN18FESPkoa_SC43,0.005190686
Haptophyta,Phaeocystales,CN18FESPkoa_SC44,0.005193864
Haptophyta,Phaeocystales,CN18FESPkoa_SC46,0.005028175
Haptophyta,Phaeocystales,CN18FESPkoa_SC47,0.008710188
Haptophyta,Phaeocystales,CN18FESPkoa_SC49,0.004581779
Haptophyta,Phaeocystales,CN18FESPkoa_SC52,0.007439605
Haptophyta,Phaeocystales,CN18FESPkoa_SC53,0.004335028
Haptophyta,Phaeocystales,CN18FESPkoa_SC55,0.00421763
Haptophyta,Phaeocystales,CN18FESPkoa_SC56,0.003472883
Haptophyta,Phaeocystales,CN18FESPkoa_SC57,0.002233586
Haptophyta,Phaeocystales,CN18FESPkoa_SC58,0.00277604
Haptophyta,Phaeocystales,CN18Fc12_8_eDNA,0.008363202
Haptophyta,Phaeocystales,CN18Fc19_5_eDNA,0.001460516
Haptophyta,Phaeocystales,CN18Fc21_6_eDNA,0.003340614
Haptophyta,Phaeocystales,CN18Fc22_6_eDNA,0.00751731
Haptophyta,Phaeocystales,CN18Fc24_6_eDNA,0.001521491
Haptophyta,Phaeocystales,CN18Fc25_5_eDNA,0.005105593
Haptophyta,Phaeocystales,CN18Fc27_4_eDNA,0.004080992
Haptophyta,Phaeocystales,CN18Fc29_6_eDNA,0.000593335
Haptophyta,Phaeocystales,CN18Fc30_4_eDNA,0.000344685
Haptophyta,Phaeocystales,CN18Fc32_4_eDNA,0.008626198
Haptophyta,Phaeocystales,CN18Fc33_5_eDNA,0.002604651
Haptophyta,Phaeocystales,CN18Fc35_5_eDNA,0.001566268
Haptophyta,Phaeocystales,CN18Fc36_6_eDNA,0.018026797
Haptophyta,Phaeocystales,CN18Fc38_5_eDNA,0.000417851
Haptophyta,Phaeocystales,CN18Fc40_6_eDNA,0.002363747
Haptophyta,Phaeocystales,CN18Fc41_6_eDNA,0.002578269
Haptophyta,Phaeocystales,CN18Fc43_5_eDNA,0.005711954
Haptophyta,Phaeocystales,CN18Fc44_8_eDNA,0.000907073
Haptophyta,Phaeocystales,CN18Fc46_8_eDNA,0.00254691
Haptophyta,Phaeocystales,CN18Fc47_6_eDNA,0.000258692
Haptophyta,Phaeocystales,CN18Fc49_6_eDNA,0.001054905
Haptophyta,Phaeocystales,CN18Fc51_5_eDNA,0.004905629
Haptophyta,Phaeocystales,CN18SESPkoa_SC36,0.003033006
Haptophyta,Phaeocystales,CN18SESPkoa_SC37,0.008963585
Haptophyta,Phaeocystales,CN18SESPkoa_SC39,0.002422481
Haptophyta,Phaeocystales,CN18SESPkoa_SC40,0.006990785
Haptophyta,Phaeocystales,CN18SESPkoa_SC41,0.003646006
Haptophyta,Phaeocystales,CN18SESPkoa_SC44,0.010558583
Haptophyta,Phaeocystales,CN18SESPkoa_SC45,0.008474576
Haptophyta,Phaeocystales,CN18SESPkoa_SC47,0.006387355
Haptophyta,Phaeocystales,CN18SESPkoa_SC49,0.013415893
Haptophyta,Phaeocystales,CN18Sc09_2_eDNA,0.009486999
Haptophyta,Phaeocystales,CN18Sc10_2_eDNA,0.012753774
Haptophyta,Phaeocystales,CN18Sc14_2_eDNA,0.012020931
Haptophyta,Phaeocystales,CN18Sc14_8_eDNA,0.009743938
Haptophyta,Phaeocystales,CN18Sc15_2_eDNA,0.025295508
Haptophyta,Phaeocystales,CN18Sc15_8_eDNA,0.011229646
Haptophyta,Phaeocystales,CN18Sc18_2_eDNA,0.019525383
Haptophyta,Phaeocystales,CN18Sc18_8_eDNA,0.037197069
Haptophyta,Phaeocystales,CN18Sc27_2_eDNA,0.008761682
Haptophyta,Phaeocystales,CN18Sc27_8_eDNA,0.016195811
Haptophyta,Phaeocystales,CN19_Buck1_SN_0m_1,0.126165192
Haptophyta,Phaeocystales,CN19_Buck1_SN_0m_2,0.104981316
Haptophyta,Phaeocystales,CN19_Buck2_SN_0m_1,0.216663762
Haptophyta,Phaeocystales,CN19_Buck2_SN_0m_2,0.212864985
Haptophyta,Phaeocystales,CN19_Buck3_SN_0m_1,0.242176753
Haptophyta,Phaeocystales,CN19_Buck4_SM_Night_0m_1,0.059631236
Haptophyta,Phaeocystales,CN19_Buck4_SM_Night_0m_2,0.067135775
Haptophyta,Phaeocystales,CN19_Buck5_0m_1,0.166456494
Haptophyta,Phaeocystales,CN19_Buck5_0m_2,0.147405137
Haptophyta,Phaeocystales,CN19_Buck6_Dav_Night_0m_1,0.02029968
Haptophyta,Phaeocystales,CN19_Buck6_Dav_Night_0m_2,0.019620967
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dawn_100m_1,0.024437442
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dawn_100m_2,0.031292856
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dawn_100m_3,0.000587513
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dawn_27m_1,0.118317393
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dawn_27m_2,0.018710265
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dawn_5m_1,0.303433259
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dawn_5m_2,0.297047423
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dusk_13m_1,0.014801842
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dusk_13m_3,0.010413577
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dusk_5m_1,0.015442413
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dusk_5m_2,0.017041144
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dusk_70m_1,0.12734439
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dusk_70m_2,0.350314832
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Dusk_70m_3,0.399704685
Haptophyta,Phaeocystales,CN19_Nisk_Dav_Predusk_12m_1,0.10646927
Haptophyta,Phaeocystales,CN19_Nisk_Far_13m_1,0.079725099
Haptophyta,Phaeocystales,CN19_Nisk_Far_13m_2,0.062297071
Haptophyta,Phaeocystales,CN19_Nisk_Far_5m_1,0.055373874
Haptophyta,Phaeocystales,CN19_Nisk_Far_5m_2,0.049688226
Haptophyta,Phaeocystales,CN19_Nisk_Far_60m_1,0.03587991
Haptophyta,Phaeocystales,CN19_Nisk_Far_60m_2,0.04544355
Haptophyta,Phaeocystales,CN19_Nisk_Far_60m_3,0.025055071
Haptophyta,Phaeocystales,CN19_Nisk_MO_Dawn_100m_1,0.018581735
Haptophyta,Phaeocystales,CN19_Nisk_MO_Dawn_100m_2,0.019863735
Haptophyta,Phaeocystales,CN19_Nisk_MO_Dawn_100m_3,0.013050791
Haptophyta,Phaeocystales,CN19_Nisk_MO_Dawn_26m_1,0.202899928
Haptophyta,Phaeocystales,CN19_Nisk_MO_Dawn_26m_2,0.197982941
Haptophyta,Phaeocystales,CN19_Nisk_MO_Dawn_5m_1,0.072393848
Haptophyta,Phaeocystales,CN19_Nisk_MO_Dawn_5m_2,0.102386644
Haptophyta,Phaeocystales,CN19_Nisk_MO_Night_100m_1,0.109720428
Haptophyta,Phaeocystales,CN19_Nisk_MO_Night_100m_2,0.089303064
Haptophyta,Phaeocystales,CN19_Nisk_MO_Night_100m_3,0.098826061
Haptophyta,Phaeocystales,CN19_Nisk_MO_Night_5m_1,0.034870877
Haptophyta,Phaeocystales,CN19_Nisk_MO_Night_5m_2,0.040073778
Haptophyta,Phaeocystales,CN19_Nisk_MO_Night_7m_1,0.038351444
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dawn_100m_1,0.034953924
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dawn_100m_2,0.007807289
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dawn_100m_3,0.003876689
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dawn_45m_1,0.142928241
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dawn_45m_2,0.155089192
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dawn_5m_1,0.247662762
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dawn_5m_2,0.292783763
Haptophyta,Phaeocystales,CN19_Nisk_PB_Day_100m_1,0.462971141
Haptophyta,Phaeocystales,CN19_Nisk_PB_Day_100m_2,0.428472176
Haptophyta,Phaeocystales,CN19_Nisk_PB_Day_100m_3,0.319086371
Haptophyta,Phaeocystales,CN19_Nisk_PB_Day_28m_1,0.187519262
Haptophyta,Phaeocystales,CN19_Nisk_PB_Day_28m_2,0.266509865
Haptophyta,Phaeocystales,CN19_Nisk_PB_Day_5m_1,0.208770424
Haptophyta,Phaeocystales,CN19_Nisk_PB_Day_5m_2,0.194611134
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dusk_10m_1,0.052505084
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dusk_10m_2,0.050762195
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dusk_5m_1,0.050218443
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dusk_5m_2,0.049369528
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dusk_70m_1,0.174515299
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dusk_70m_2,0.114373491
Haptophyta,Phaeocystales,CN19_Nisk_PB_Dusk_70m_3,0.106012161
Haptophyta,Phaeocystales,CN19_Nisk_PB_Night_100m_2,0.102253115
Haptophyta,Phaeocystales,CN19_Nisk_PB_Night_100m_3,0.069513448
Haptophyta,Phaeocystales,CN19_Nisk_PB_Night_15m_1,0.018627648
Haptophyta,Phaeocystales,CN19_Nisk_PB_Night_15m_2,0.036880437
Haptophyta,Phaeocystales,CN19_Nisk_PB_Night_5m_1,0.076907437
Haptophyta,Phaeocystales,CN19_Nisk_PB_Night_5m_2,0.07458555
Haptophyta,Phaeocystales,CN19_Nisk_PS_Dawn_100m_1,0.096212223
Haptophyta,Phaeocystales,CN19_Nisk_PS_Dawn_100m_2,0.094302591
Haptophyta,Phaeocystales,CN19_Nisk_PS_Dawn_100m_3,0.051547337
Haptophyta,Phaeocystales,CN19_Nisk_PS_Dawn_10m_1,0.130413718
Haptophyta,Phaeocystales,CN19_Nisk_PS_Dawn_10m_2,0.188648644
Haptophyta,Phaeocystales,CN19_Nisk_PS_Dawn_5m_1,0.142908825
Haptophyta,Phaeocystales,CN19_Nisk_PS_Dusk_10m_1,0.037824693
