Phylum,Class,COI sample,COI reads
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Dusk_10m_1,0
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Dusk_10m_2,0
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Dusk_5m_1,0
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Dusk_5m_2,2.00E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Dusk_70m_1,2.29E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Dusk_70m_2,5.41E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Dusk_70m_3,0
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Night_100m_2,0.000238047
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Night_100m_3,3.14E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Night_15m_1,0
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Night_15m_2,2.11E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Night_5m_1,0
Basidiomycota,Agaricomycetes,CN19_Nisk_PB_Night_5m_2,0
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dawn_100m_1,0.000182867
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dawn_100m_2,0.000373846
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dawn_100m_3,0.000122259
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dawn_10m_1,0.000181683
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dawn_10m_2,0.000100229
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dawn_5m_1,6.26E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dusk_10m_1,0
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dusk_10m_2,0
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dusk_5m_1,0
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dusk_5m_2,3.84E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dusk_75m_1,0.000844406
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dusk_75m_2,0.003907641
Basidiomycota,Agaricomycetes,CN19_Nisk_PS_Dusk_75m_3,1.35E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dawn_100m_1,0.00010976
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dawn_100m_2,9.72E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dawn_100m_3,0
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dawn_11m_1,0
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dawn_11m_2,0
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dawn_5m_1,0
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Day_100m_1,0.000363657
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Day_100m_2,0.000258269
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Day_100m_3,0.000155597
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Day_10m_1,0
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Day_10m_2,0
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Day_5m_1,0
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Day_5m_2,0
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dusk_100m_1,5.97E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dusk_100m_2,0
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dusk_100m_3,1.00E-04
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dusk_50m_1,6.92E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dusk_50m_2,7.09E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dusk_5m_1,0.000165847
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Dusk_5m_2,2.45E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Night_100m_1,2.08E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Night_100m_2,0.000103289
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Night_100m_3,0.000131935
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Night_23m_1,2.59E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Night_23m_2,2.81E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Night_5m_1,5.40E-05
Basidiomycota,Agaricomycetes,CN19_Nisk_SM_Night_5m_2,0.000105748
Basidiomycota,Agaricomycetes,Lasker18Sc122_17_D0057,0.000174272
Basidiomycota,Agaricomycetes,Lasker18Sc122_19_D0058,0.000235436
Basidiomycota,Agaricomycetes,Lasker18Sc122_3_D0052,0
Basidiomycota,Agaricomycetes,Lasker18Sc122_5_D0053,0.000116058
Basidiomycota,Agaricomycetes,Lasker18Sc123_17_D0068,0
Basidiomycota,Agaricomycetes,Lasker18Sc123_19_D0069,0
Basidiomycota,Agaricomycetes,Lasker18Sc123_3_D0063,0
Basidiomycota,Agaricomycetes,Lasker18Sc123_5_D0064,0
Basidiomycota,Agaricomycetes,Lasker18Sc124_17_D0078,0.001941351
Basidiomycota,Agaricomycetes,Lasker18Sc124_19_D0079,0.00269696
Basidiomycota,Agaricomycetes,Lasker18Sc124_3_D0073,0
Basidiomycota,Agaricomycetes,Lasker18Sc124_5_D0074,0.000152517
Basidiomycota,Agaricomycetes,Lasker18Sc126_17_D0090,2.77E-05
Basidiomycota,Agaricomycetes,Lasker18Sc126_3_D0085,0.002718777
Basidiomycota,Agaricomycetes,Lasker18Sc126_5_D0086,0
Basidiomycota,Agaricomycetes,Lasker18Sc127_17_D0100,1.29E-05
Basidiomycota,Agaricomycetes,Lasker18Sc127_19_D0101,0
Basidiomycota,Agaricomycetes,Lasker18Sc127_3_D0095,0
Basidiomycota,Agaricomycetes,Lasker18Sc127_5_D0096,0
Basidiomycota,Agaricomycetes,Lasker18Sc128_16_D0110,0.000600382
Basidiomycota,Agaricomycetes,Lasker18Sc128_19_D0111,0.000419019
Basidiomycota,Agaricomycetes,Lasker18Sc128_3_D0105,0.000326406
Basidiomycota,Agaricomycetes,Lasker18Sc128_7_D0107,0.00116207
Basidiomycota,Agaricomycetes,Lasker18Sc129_17_D0121,5.49E-05
Basidiomycota,Agaricomycetes,Lasker18Sc129_19_D0122,4.45E-05
Basidiomycota,Agaricomycetes,Lasker18Sc129_3_D0116,3.58E-05
Basidiomycota,Agaricomycetes,Lasker18Sc129_5_D0117,8.58E-05
Basidiomycota,Agaricomycetes,Lasker18Sc130_17_D0132,3.17E-05
Basidiomycota,Agaricomycetes,Lasker18Sc130_19_D0133,0
Basidiomycota,Agaricomycetes,Lasker18Sc130_3_D0127,0
Basidiomycota,Agaricomycetes,Lasker18Sc130_5_D0128,0
Basidiomycota,Agaricomycetes,Lasker18Sc132_17_D0142,0
Basidiomycota,Agaricomycetes,Lasker18Sc132_19_D0143,0
Basidiomycota,Agaricomycetes,Lasker18Sc132_3_D0137,0
Basidiomycota,Agaricomycetes,Lasker18Sc132_5_D0138,7.15E-05
Basidiomycota,Agaricomycetes,Lasker18Sc133_17_D0152,0
Basidiomycota,Agaricomycetes,Lasker18Sc133_19_D0153,0
Basidiomycota,Agaricomycetes,Lasker18Sc133_3_D0147,0
Basidiomycota,Agaricomycetes,Lasker18Sc133_5_D0148,0
Basidiomycota,Agaricomycetes,Lasker18Sc134_17_D0163,0
Basidiomycota,Agaricomycetes,Lasker18Sc134_19_D0164,0
Basidiomycota,Agaricomycetes,Lasker18Sc134_3_D0158,0
Basidiomycota,Agaricomycetes,Lasker18Sc134_5_D0159,0
Basidiomycota,Agaricomycetes,Lasker18Sc135_17_D0173,0
Basidiomycota,Agaricomycetes,Lasker18Sc135_19_D0174,0
Basidiomycota,Agaricomycetes,Lasker18Sc158_17_D0275,1.80E-05
Basidiomycota,Agaricomycetes,Lasker18Sc158_19_D0276,0
Basidiomycota,Agaricomycetes,Lasker18Sc158_3_D0270,0
Basidiomycota,Agaricomycetes,Lasker18Sc158_5_D0271,0
Basidiomycota,Cystobasidiomycetes,CN19_Buck1_SN_0m_1,2.95E-05
Basidiomycota,Cystobasidiomycetes,CN19_Buck1_SN_0m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Buck2_SN_0m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Buck2_SN_0m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Buck3_SN_0m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Buck4_SM_Night_0m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Buck4_SM_Night_0m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Buck5_0m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Buck5_0m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Buck6_Dav_Night_0m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Buck6_Dav_Night_0m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dawn_100m_1,0.000902185
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dawn_100m_2,3.12E-05
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dawn_100m_3,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dawn_27m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dawn_27m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dawn_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dawn_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dusk_13m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dusk_13m_3,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dusk_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dusk_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dusk_70m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dusk_70m_2,2.20E-05
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Dusk_70m_3,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Dav_Predusk_12m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Far_13m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Far_13m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Far_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Far_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Far_60m_1,2.79E-05
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Far_60m_2,0.000564445
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_Far_60m_3,2.60E-05
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Dawn_100m_1,0.002709836
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Dawn_100m_2,0.005397933
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Dawn_100m_3,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Dawn_26m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Dawn_26m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Dawn_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Dawn_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Night_100m_1,0.000965065
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Night_100m_2,5.22E-05
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Night_100m_3,0.00091982
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Night_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Night_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_MO_Night_7m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dawn_100m_1,0.004937547
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dawn_100m_2,0.003903645
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dawn_100m_3,0.005363639
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dawn_45m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dawn_45m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dawn_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dawn_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Day_100m_1,0.000558485
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Day_100m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Day_100m_3,0.000533406
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Day_28m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Day_28m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Day_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Day_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dusk_10m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dusk_10m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dusk_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dusk_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dusk_70m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dusk_70m_2,1.80E-05
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Dusk_70m_3,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Night_100m_2,0.000452289
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Night_100m_3,0.000398298
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Night_15m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Night_15m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Night_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PB_Night_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dawn_100m_1,0.000633938
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dawn_100m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dawn_100m_3,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dawn_10m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dawn_10m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dawn_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dusk_10m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dusk_10m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dusk_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dusk_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dusk_75m_1,1.17E-05
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dusk_75m_2,0.000415496
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_PS_Dusk_75m_3,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dawn_100m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dawn_100m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dawn_100m_3,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dawn_11m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dawn_11m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dawn_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Day_100m_1,0.000951102
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Day_100m_2,3.69E-05
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Day_100m_3,3.89E-05
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Day_10m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Day_10m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Day_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Day_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dusk_100m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dusk_100m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dusk_100m_3,0.001699626
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dusk_50m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dusk_50m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dusk_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Dusk_5m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Night_100m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Night_100m_2,0.000355774
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Night_100m_3,0.000747631
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Night_23m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Night_23m_2,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Night_5m_1,0
Basidiomycota,Cystobasidiomycetes,CN19_Nisk_SM_Night_5m_2,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc122_17_D0057,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc122_19_D0058,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc122_3_D0052,4.01E-05
Basidiomycota,Cystobasidiomycetes,Lasker18Sc122_5_D0053,0.000324962
Basidiomycota,Cystobasidiomycetes,Lasker18Sc123_17_D0068,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc123_19_D0069,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc123_3_D0063,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc123_5_D0064,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc124_17_D0078,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc124_19_D0079,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc124_3_D0073,2.42E-05
Basidiomycota,Cystobasidiomycetes,Lasker18Sc124_5_D0074,0.001105752
Basidiomycota,Cystobasidiomycetes,Lasker18Sc126_17_D0090,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc126_3_D0085,0.001316907
Basidiomycota,Cystobasidiomycetes,Lasker18Sc126_5_D0086,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc127_17_D0100,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc127_19_D0101,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc127_3_D0095,0.000193753
Basidiomycota,Cystobasidiomycetes,Lasker18Sc127_5_D0096,0.000809221
Basidiomycota,Cystobasidiomycetes,Lasker18Sc128_16_D0110,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc128_19_D0111,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc128_3_D0105,0.000326406
Basidiomycota,Cystobasidiomycetes,Lasker18Sc128_7_D0107,0.000129119
Basidiomycota,Cystobasidiomycetes,Lasker18Sc129_17_D0121,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc129_19_D0122,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc129_3_D0116,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc129_5_D0117,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc130_17_D0132,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc130_19_D0133,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc130_3_D0127,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc130_5_D0128,2.39E-05
Basidiomycota,Cystobasidiomycetes,Lasker18Sc132_17_D0142,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc132_19_D0143,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc132_3_D0137,0.00143152
Basidiomycota,Cystobasidiomycetes,Lasker18Sc132_5_D0138,0.001143265
Basidiomycota,Cystobasidiomycetes,Lasker18Sc133_17_D0152,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc133_19_D0153,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc133_3_D0147,0.001492643
Basidiomycota,Cystobasidiomycetes,Lasker18Sc133_5_D0148,0.00260873
Basidiomycota,Cystobasidiomycetes,Lasker18Sc134_17_D0163,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc134_19_D0164,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc134_3_D0158,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc134_5_D0159,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc135_17_D0173,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc135_19_D0174,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc158_17_D0275,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc158_19_D0276,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc158_3_D0270,0
Basidiomycota,Cystobasidiomycetes,Lasker18Sc158_5_D0271,0
Bigyra,Bigyra,CN18FESPkoa_SC24,0
Bigyra,Bigyra,CN18FESPkoa_SC26,0
Bigyra,Bigyra,CN18FESPkoa_SC29,0
Bigyra,Bigyra,CN18FESPkoa_SC30,0
Bigyra,Bigyra,CN18FESPkoa_SC31,0
Bigyra,Bigyra,CN18FESPkoa_SC32,0
Bigyra,Bigyra,CN18FESPkoa_SC34,0
Bigyra,Bigyra,CN18FESPkoa_SC35,0
Bigyra,Bigyra,CN18FESPkoa_SC37,0
Bigyra,Bigyra,CN18FESPkoa_SC40,0
Bigyra,Bigyra,CN18FESPkoa_SC41,0
Bigyra,Bigyra,CN18FESPkoa_SC43,0
Bigyra,Bigyra,CN18FESPkoa_SC44,0
Bigyra,Bigyra,CN18FESPkoa_SC46,0
Bigyra,Bigyra,CN18FESPkoa_SC47,0
Bigyra,Bigyra,CN18FESPkoa_SC49,0
Bigyra,Bigyra,CN18FESPkoa_SC52,0
Bigyra,Bigyra,CN18FESPkoa_SC53,0.000107038
Bigyra,Bigyra,CN18FESPkoa_SC55,0
Bigyra,Bigyra,CN18FESPkoa_SC56,0
Bigyra,Bigyra,CN18FESPkoa_SC57,0
Bigyra,Bigyra,CN18FESPkoa_SC58,0
Bigyra,Bigyra,CN18Fc12_8_eDNA,0
Bigyra,Bigyra,CN18Fc19_5_eDNA,0
Bigyra,Bigyra,CN18Fc21_6_eDNA,0
Bigyra,Bigyra,CN18Fc22_6_eDNA,0
Bigyra,Bigyra,CN18Fc24_6_eDNA,0
Bigyra,Bigyra,CN18Fc25_5_eDNA,0
Bigyra,Bigyra,CN18Fc27_4_eDNA,0
Bigyra,Bigyra,CN18Fc29_6_eDNA,0
Bigyra,Bigyra,CN18Fc30_4_eDNA,0
Bigyra,Bigyra,CN18Fc32_4_eDNA,0
Bigyra,Bigyra,CN18Fc33_5_eDNA,0
Bigyra,Bigyra,CN18Fc35_5_eDNA,0
Bigyra,Bigyra,CN18Fc36_6_eDNA,0.000487211
Bigyra,Bigyra,CN18Fc38_5_eDNA,0
Bigyra,Bigyra,CN18Fc40_6_eDNA,0
Bigyra,Bigyra,CN18Fc41_6_eDNA,0
Bigyra,Bigyra,CN18Fc43_5_eDNA,0
Bigyra,Bigyra,CN18Fc44_8_eDNA,4.77E-05
Bigyra,Bigyra,CN18Fc46_8_eDNA,0
Bigyra,Bigyra,CN18Fc47_6_eDNA,0
Bigyra,Bigyra,CN18Fc49_6_eDNA,0
Bigyra,Bigyra,CN18Fc51_5_eDNA,0
Bigyra,Bigyra,CN18SESPkoa_SC36,0
Bigyra,Bigyra,CN18SESPkoa_SC37,0
Bigyra,Bigyra,CN18SESPkoa_SC39,0
Bigyra,Bigyra,CN18SESPkoa_SC40,0
Bigyra,Bigyra,CN18SESPkoa_SC41,0
Bigyra,Bigyra,CN18SESPkoa_SC44,0
Bigyra,Bigyra,CN18SESPkoa_SC45,0
Bigyra,Bigyra,CN18SESPkoa_SC47,0.005413013
Bigyra,Bigyra,CN18SESPkoa_SC49,0
Bigyra,Bigyra,CN18Sc09_2_eDNA,0
Bigyra,Bigyra,CN18Sc10_2_eDNA,0
Bigyra,Bigyra,CN18Sc14_2_eDNA,0
Bigyra,Bigyra,CN18Sc14_8_eDNA,0
Bigyra,Bigyra,CN18Sc15_2_eDNA,0
Bigyra,Bigyra,CN18Sc15_8_eDNA,0
Bigyra,Bigyra,CN18Sc18_2_eDNA,0
Bigyra,Bigyra,CN18Sc18_8_eDNA,0
Bigyra,Bigyra,CN18Sc27_2_eDNA,0
Bigyra,Bigyra,CN18Sc27_8_eDNA,0
Bigyra,Bigyra,CN19_Buck1_SN_0m_1,0.002079646
Bigyra,Bigyra,CN19_Buck1_SN_0m_2,0.000961152
Bigyra,Bigyra,CN19_Buck2_SN_0m_1,0.000381297
Bigyra,Bigyra,CN19_Buck2_SN_0m_2,0.000477365
Bigyra,Bigyra,CN19_Buck3_SN_0m_1,0.00018825
Bigyra,Bigyra,CN19_Buck4_SM_Night_0m_1,0.000179421
Bigyra,Bigyra,CN19_Buck4_SM_Night_0m_2,0.000234229
Bigyra,Bigyra,CN19_Buck5_0m_1,0.000470216
Bigyra,Bigyra,CN19_Buck5_0m_2,0.000433485
Bigyra,Bigyra,CN19_Buck6_Dav_Night_0m_1,0.000200592
Bigyra,Bigyra,CN19_Buck6_Dav_Night_0m_2,0.000299422
Bigyra,Bigyra,CN19_Nisk_Dav_Dawn_100m_1,0.000392254
Bigyra,Bigyra,CN19_Nisk_Dav_Dawn_100m_2,0.000623364
Bigyra,Bigyra,CN19_Nisk_Dav_Dawn_100m_3,0
Bigyra,Bigyra,CN19_Nisk_Dav_Dawn_27m_1,0.001191895
Bigyra,Bigyra,CN19_Nisk_Dav_Dawn_27m_2,0.003315855
Bigyra,Bigyra,CN19_Nisk_Dav_Dawn_5m_1,0.00044714
Bigyra,Bigyra,CN19_Nisk_Dav_Dawn_5m_2,0.000265906
Bigyra,Bigyra,CN19_Nisk_Dav_Dusk_13m_1,0.00021591
Bigyra,Bigyra,CN19_Nisk_Dav_Dusk_13m_3,0.000889768
Bigyra,Bigyra,CN19_Nisk_Dav_Dusk_5m_1,0.000373607
Bigyra,Bigyra,CN19_Nisk_Dav_Dusk_5m_2,0.000280128
Bigyra,Bigyra,CN19_Nisk_Dav_Dusk_70m_1,0.000763933
Bigyra,Bigyra,CN19_Nisk_Dav_Dusk_70m_2,0.001406578
Bigyra,Bigyra,CN19_Nisk_Dav_Dusk_70m_3,0.001526206
Bigyra,Bigyra,CN19_Nisk_Dav_Predusk_12m_1,0.001980308
Bigyra,Bigyra,CN19_Nisk_Far_13m_1,4.73E-05
Bigyra,Bigyra,CN19_Nisk_Far_13m_2,1.06E-05
Bigyra,Bigyra,CN19_Nisk_Far_5m_1,0.000110389
Bigyra,Bigyra,CN19_Nisk_Far_5m_2,5.22E-05
Bigyra,Bigyra,CN19_Nisk_Far_60m_1,0.00054942
